date,Aroon Up,Aroon Down
2018-01-02,91.6667,48.3333
2018-01-03,90.0,46.6667
2018-01-04,88.3333,45.0
2018-01-05,86.6667,43.3333
2018-01-08,85.0,41.6667
2018-01-09,83.3333,40.0
2018-01-10,81.6667,38.3333
2018-01-11,80.0,36.6667
2018-01-12,78.3333,35.0
2018-01-16,76.6667,33.3333
2018-01-17,75.0,31.6667
2018-01-18,73.3333,30.0
2018-01-19,71.6667,28.3333
2018-01-22,100.0,26.6667
2018-01-23,98.3333,25.0
2018-01-24,100.0,23.3333
2018-01-25,100.0,21.6667
2018-01-26,98.3333,20.0
2018-01-29,100.0,18.3333
2018-01-30,98.3333,16.6667
2018-01-31,96.6667,15.0
2018-02-01,95.0,13.3333
2018-02-02,93.3333,11.6667
2018-02-05,91.6667,10.0
2018-02-06,90.0,8.3333
2018-02-07,88.3333,6.6667
2018-02-08,86.6667,5.0
2018-02-09,85.0,3.3333
2018-02-12,83.3333,1.6667
2018-02-13,81.6667,0.0
2018-02-14,80.0,11.6667
2018-02-15,78.3333,10.0
2018-02-16,76.6667,8.3333
2018-02-20,75.0,6.6667
2018-02-21,73.3333,5.0
2018-02-22,71.6667,3.3333
2018-02-23,70.0,1.6667
2018-02-26,68.3333,0.0
2018-02-27,66.6667,81.6667
2018-02-28,65.0,80.0
2018-03-01,63.3333,78.3333
2018-03-02,61.6667,76.6667
2018-03-05,60.0,75.0
2018-03-06,58.3333,73.3333
2018-03-07,56.6667,71.6667
2018-03-08,55.0,70.0
2018-03-09,53.3333,68.3333
2018-03-12,100.0,66.6667
2018-03-13,98.3333,65.0
2018-03-14,96.6667,63.3333
2018-03-15,95.0,61.6667
2018-03-16,93.3333,60.0
2018-03-19,91.6667,58.3333
2018-03-20,90.0,56.6667
2018-03-21,88.3333,55.0
2018-03-22,86.6667,53.3333
2018-03-23,85.0,51.6667
2018-03-26,83.3333,50.0
2018-03-27,81.6667,48.3333
2018-03-28,80.0,46.6667
2018-03-29,78.3333,45.0
2018-04-02,76.6667,43.3333
2018-04-03,75.0,41.6667
2018-04-04,73.3333,40.0
2018-04-05,71.6667,38.3333
2018-04-06,70.0,36.6667
2018-04-09,68.3333,35.0
2018-04-10,66.6667,33.3333
2018-04-11,65.0,31.6667
2018-04-12,63.3333,30.0
2018-04-13,61.6667,28.3333
2018-04-16,60.0,26.6667
2018-04-17,58.3333,25.0
2018-04-18,56.6667,23.3333
2018-04-19,55.0,21.6667
2018-04-20,53.3333,20.0
2018-04-23,51.6667,18.3333
2018-04-24,50.0,16.6667
2018-04-25,48.3333,100.0
2018-04-26,46.6667,98.3333
2018-04-27,45.0,96.6667
2018-04-30,43.3333,95.0
2018-05-01,41.6667,100.0
2018-05-02,40.0,100.0
2018-05-03,38.3333,100.0
2018-05-04,36.6667,98.3333
2018-05-07,35.0,96.6667
2018-05-08,33.3333,95.0
2018-05-09,31.6667,93.3333
2018-05-10,30.0,91.6667
2018-05-11,28.3333,90.0
2018-05-14,26.6667,88.3333
2018-05-15,25.0,86.6667
2018-05-16,23.3333,85.0
2018-05-17,21.6667,83.3333
2018-05-18,20.0,81.6667
2018-05-21,18.3333,80.0
2018-05-22,16.6667,78.3333
2018-05-23,15.0,76.6667
2018-05-24,13.3333,75.0
2018-05-25,11.6667,73.3333
2018-05-29,10.0,100.0
2018-05-30,8.3333,98.3333
2018-05-31,6.6667,100.0
2018-06-01,5.0,98.3333
2018-06-04,3.3333,96.6667
2018-06-05,1.6667,95.0
2018-06-06,0.0,93.3333
2018-06-07,0.0,91.6667
2018-06-08,0.0,90.0
2018-06-11,1.6667,88.3333
2018-06-12,0.0,86.6667
2018-06-13,0.0,85.0
2018-06-14,1.6667,83.3333
2018-06-15,0.0,81.6667
2018-06-18,25.0,80.0
2018-06-19,23.3333,78.3333
2018-06-20,21.6667,76.6667
2018-06-21,20.0,75.0
2018-06-22,18.3333,73.3333
2018-06-25,16.6667,100.0
2018-06-26,15.0,100.0
2018-06-27,13.3333,98.3333
2018-06-28,11.6667,96.6667
2018-06-29,10.0,95.0
2018-07-02,8.3333,100.0
2018-07-03,6.6667,98.3333
2018-07-05,5.0,96.6667
2018-07-06,3.3333,95.0
2018-07-09,1.6667,93.3333
2018-07-10,0.0,91.6667
2018-07-11,1.6667,90.0
2018-07-12,0.0,88.3333
2018-07-13,0.0,86.6667
2018-07-16,0.0,85.0
2018-07-17,0.0,83.3333
2018-07-18,0.0,81.6667
2018-07-19,0.0,80.0
2018-07-20,21.6667,78.3333
2018-07-23,20.0,76.6667
2018-07-24,18.3333,75.0
2018-07-25,16.6667,73.3333
2018-07-26,15.0,71.6667
2018-07-27,13.3333,70.0
2018-07-30,11.6667,68.3333
2018-07-31,10.0,66.6667
2018-08-01,8.3333,65.0
2018-08-02,6.6667,63.3333
2018-08-03,5.0,61.6667
2018-08-06,3.3333,60.0
2018-08-07,1.6667,58.3333
2018-08-08,0.0,56.6667
2018-08-09,0.0,55.0
2018-08-10,1.6667,53.3333
2018-08-13,0.0,51.6667
2018-08-14,3.3333,50.0
2018-08-15,1.6667,48.3333
2018-08-16,0.0,46.6667
2018-08-17,76.6667,45.0
2018-08-20,75.0,43.3333
2018-08-21,73.3333,41.6667
2018-08-22,71.6667,40.0
2018-08-23,70.0,38.3333
2018-08-24,68.3333,36.6667
2018-08-27,100.0,35.0
2018-08-28,100.0,33.3333
2018-08-29,98.3333,31.6667
2018-08-30,96.6667,30.0
2018-08-31,95.0,28.3333
2018-09-04,93.3333,26.6667
2018-09-05,91.6667,25.0
2018-09-06,90.0,23.3333
2018-09-07,88.3333,21.6667
2018-09-10,86.6667,20.0
2018-09-11,85.0,18.3333
2018-09-12,83.3333,16.6667
2018-09-13,81.6667,15.0
2018-09-14,80.0,13.3333
2018-09-17,78.3333,11.6667
2018-09-18,76.6667,10.0
2018-09-19,75.0,8.3333
2018-09-20,73.3333,6.6667
2018-09-21,71.6667,5.0
2018-09-24,70.0,3.3333
2018-09-25,68.3333,1.6667
2018-09-26,66.6667,0.0
2018-09-27,65.0,1.6667
2018-09-28,63.3333,0.0
2018-10-01,61.6667,0.0
2018-10-02,60.0,0.0
2018-10-03,58.3333,95.0
2018-10-04,56.6667,93.3333
2018-10-05,55.0,91.6667
2018-10-08,53.3333,100.0
2018-10-09,51.6667,98.3333
2018-10-10,50.0,100.0
2018-10-11,48.3333,100.0
2018-10-12,46.6667,98.3333
2018-10-15,45.0,96.6667
2018-10-16,43.3333,95.0
2018-10-17,41.6667,93.3333
2018-10-18,40.0,91.6667
2018-10-19,38.3333,90.0
2018-10-22,36.6667,88.3333
2018-10-23,35.0,86.6667
2018-10-24,33.3333,100.0
2018-10-25,31.6667,98.3333
2018-10-26,30.0,96.6667
2018-10-29,28.3333,95.0
2018-10-30,26.6667,93.3333
2018-10-31,25.0,91.6667
2018-11-01,23.3333,90.0
2018-11-02,21.6667,88.3333
2018-11-05,20.0,86.6667
2018-11-06,18.3333,85.0
2018-11-07,16.6667,83.3333
2018-11-08,15.0,81.6667
2018-11-09,13.3333,80.0
2018-11-12,11.6667,100.0
2018-11-13,10.0,100.0
2018-11-14,8.3333,100.0
2018-11-15,6.6667,98.3333
2018-11-16,5.0,96.6667
2018-11-19,3.3333,100.0
2018-11-20,1.6667,100.0
2018-11-21,0.0,98.3333
2018-11-23,0.0,100.0
2018-11-26,0.0,98.3333
2018-11-27,3.3333,96.6667
2018-11-28,1.6667,95.0
2018-11-29,0.0,93.3333
2018-11-30,0.0,100.0
2018-12-03,16.6667,98.3333
2018-12-04,15.0,100.0
2018-12-06,13.3333,100.0
2018-12-07,11.6667,100.0
2018-12-10,10.0,100.0
2018-12-11,8.3333,98.3333
2018-12-12,6.6667,96.6667
2018-12-13,5.0,95.0
2018-12-14,3.3333,100.0
2018-12-17,1.6667,100.0
2018-12-18,0.0,98.3333
2018-12-19,0.0,96.6667
2018-12-20,0.0,95.0
2018-12-21,51.6667,100.0
