date,Aroon Up,Aroon Down
2018-01-02,68.3333,48.3333
2018-01-03,66.6667,46.6667
2018-01-04,65.0,45.0
2018-01-05,63.3333,43.3333
2018-01-08,61.6667,41.6667
2018-01-09,60.0,40.0
2018-01-10,58.3333,38.3333
2018-01-11,56.6667,36.6667
2018-01-12,55.0,35.0
2018-01-16,100.0,33.3333
2018-01-17,98.3333,31.6667
2018-01-18,96.6667,30.0
2018-01-19,95.0,28.3333
2018-01-22,100.0,26.6667
2018-01-23,98.3333,25.0
2018-01-24,100.0,23.3333
2018-01-25,100.0,21.6667
2018-01-26,98.3333,20.0
2018-01-29,100.0,18.3333
2018-01-30,98.3333,16.6667
2018-01-31,96.6667,15.0
2018-02-01,95.0,13.3333
2018-02-02,93.3333,11.6667
2018-02-05,91.6667,10.0
2018-02-06,90.0,8.3333
2018-02-07,88.3333,6.6667
2018-02-08,86.6667,5.0
2018-02-09,85.0,3.3333
2018-02-12,83.3333,1.6667
2018-02-13,81.6667,0.0
2018-02-14,80.0,1.6667
2018-02-15,78.3333,0.0
2018-02-16,76.6667,91.6667
2018-02-20,75.0,90.0
2018-02-21,73.3333,88.3333
2018-02-22,71.6667,86.6667
2018-02-23,70.0,85.0
2018-02-26,68.3333,83.3333
2018-02-27,66.6667,81.6667
2018-02-28,65.0,80.0
2018-03-01,63.3333,78.3333
2018-03-02,61.6667,76.6667
2018-03-05,60.0,75.0
2018-03-06,58.3333,73.3333
2018-03-07,56.6667,71.6667
2018-03-08,55.0,70.0
2018-03-09,53.3333,68.3333
2018-03-12,51.6667,66.6667
2018-03-13,50.0,65.0
2018-03-14,48.3333,63.3333
2018-03-15,46.6667,61.6667
2018-03-16,45.0,60.0
2018-03-19,43.3333,58.3333
2018-03-20,41.6667,56.6667
2018-03-21,40.0,55.0
2018-03-22,38.3333,100.0
2018-03-23,36.6667,100.0
2018-03-26,35.0,98.3333
2018-03-27,33.3333,100.0
2018-03-28,31.6667,100.0
2018-03-29,30.0,100.0
2018-04-02,28.3333,100.0
2018-04-03,26.6667,98.3333
2018-04-04,25.0,96.6667
2018-04-05,23.3333,95.0
2018-04-06,21.6667,93.3333
2018-04-09,20.0,91.6667
2018-04-10,18.3333,90.0
2018-04-11,16.6667,88.3333
2018-04-12,15.0,86.6667
2018-04-13,13.3333,85.0
2018-04-16,11.6667,83.3333
2018-04-17,10.0,81.6667
2018-04-18,8.3333,80.0
2018-04-19,6.6667,78.3333
2018-04-20,5.0,76.6667
2018-04-23,3.3333,75.0
2018-04-24,1.6667,73.3333
2018-04-25,0.0,71.6667
2018-04-26,0.0,70.0
2018-04-27,0.0,68.3333
2018-04-30,0.0,66.6667
2018-05-01,0.0,65.0
2018-05-02,18.3333,63.3333
2018-05-03,16.6667,61.6667
2018-05-04,15.0,60.0
2018-05-07,13.3333,58.3333
2018-05-08,11.6667,56.6667
2018-05-09,10.0,55.0
2018-05-10,8.3333,53.3333
2018-05-11,6.6667,51.6667
2018-05-14,5.0,50.0
2018-05-15,3.3333,48.3333
2018-05-16,1.6667,46.6667
2018-05-17,0.0,45.0
2018-05-18,5.0,43.3333
2018-05-21,3.3333,41.6667
2018-05-22,1.6667,40.0
2018-05-23,0.0,38.3333
2018-05-24,0.0,36.6667
2018-05-25,11.6667,35.0
2018-05-29,10.0,100.0
2018-05-30,8.3333,98.3333
2018-05-31,6.6667,96.6667
2018-06-01,5.0,95.0
2018-06-04,3.3333,93.3333
2018-06-05,1.6667,91.6667
2018-06-06,0.0,90.0
2018-06-07,0.0,88.3333
2018-06-08,0.0,86.6667
2018-06-11,6.6667,85.0
2018-06-12,5.0,83.3333
2018-06-13,3.3333,81.6667
2018-06-14,1.6667,80.0
2018-06-15,0.0,78.3333
2018-06-18,25.0,76.6667
2018-06-19,23.3333,75.0
2018-06-20,21.6667,73.3333
2018-06-21,20.0,71.6667
2018-06-22,18.3333,70.0
2018-06-25,16.6667,68.3333
2018-06-26,15.0,100.0
2018-06-27,13.3333,98.3333
2018-06-28,11.6667,96.6667
2018-06-29,10.0,95.0
2018-07-02,8.3333,93.3333
2018-07-03,6.6667,91.6667
2018-07-05,5.0,90.0
2018-07-06,3.3333,88.3333
2018-07-09,1.6667,86.6667
2018-07-10,0.0,85.0
2018-07-11,33.3333,83.3333
2018-07-12,31.6667,81.6667
2018-07-13,30.0,80.0
2018-07-16,28.3333,78.3333
2018-07-17,26.6667,76.6667
2018-07-18,25.0,75.0
2018-07-19,23.3333,73.3333
2018-07-20,21.6667,71.6667
2018-07-23,20.0,70.0
2018-07-24,18.3333,68.3333
2018-07-25,16.6667,66.6667
2018-07-26,15.0,65.0
2018-07-27,13.3333,63.3333
2018-07-30,11.6667,61.6667
2018-07-31,10.0,60.0
2018-08-01,8.3333,58.3333
2018-08-02,6.6667,56.6667
2018-08-03,5.0,55.0
2018-08-06,3.3333,53.3333
2018-08-07,1.6667,51.6667
2018-08-08,0.0,50.0
2018-08-09,98.3333,48.3333
2018-08-10,96.6667,46.6667
2018-08-13,95.0,45.0
2018-08-14,93.3333,43.3333
2018-08-15,91.6667,41.6667
2018-08-16,90.0,40.0
2018-08-17,88.3333,38.3333
2018-08-20,86.6667,36.6667
2018-08-21,85.0,35.0
2018-08-22,83.3333,33.3333
2018-08-23,81.6667,31.6667
2018-08-24,80.0,30.0
2018-08-27,78.3333,28.3333
2018-08-28,76.6667,26.6667
2018-08-29,75.0,25.0
2018-08-30,73.3333,23.3333
2018-08-31,71.6667,21.6667
2018-09-04,70.0,20.0
2018-09-05,68.3333,18.3333
2018-09-06,66.6667,16.6667
2018-09-07,65.0,15.0
2018-09-10,63.3333,13.3333
2018-09-11,61.6667,11.6667
2018-09-12,60.0,10.0
2018-09-13,58.3333,8.3333
2018-09-14,56.6667,6.6667
2018-09-17,55.0,5.0
