date,Aroon Down,Aroon Up
2018-01-02,45.0,5.0
2018-01-03,40.0,0.0
2018-01-04,35.0,0.0
2018-01-05,30.0,20.0
2018-01-08,25.0,15.0
2018-01-09,20.0,10.0
2018-01-10,15.0,5.0
2018-01-11,10.0,0.0
2018-01-12,5.0,100.0
2018-01-16,0.0,100.0
2018-01-17,55.0,95.0
2018-01-18,50.0,90.0
2018-01-19,45.0,85.0
2018-01-22,40.0,100.0
2018-01-23,35.0,95.0
2018-01-24,30.0,100.0
2018-01-25,25.0,100.0
2018-01-26,20.0,95.0
2018-01-29,15.0,100.0
2018-01-30,10.0,95.0
2018-01-31,5.0,90.0
2018-02-01,0.0,85.0
2018-02-02,10.0,80.0
2018-02-05,100.0,75.0
2018-02-06,100.0,70.0
2018-02-07,95.0,65.0
2018-02-08,90.0,60.0
2018-02-09,100.0,55.0
2018-02-12,95.0,50.0
2018-02-13,90.0,45.0
2018-02-14,85.0,40.0
2018-02-15,80.0,35.0
2018-02-16,75.0,30.0
2018-02-20,70.0,25.0
2018-02-21,65.0,20.0
2018-02-22,60.0,15.0
2018-02-23,55.0,10.0
2018-02-26,50.0,5.0
2018-02-27,45.0,0.0
2018-02-28,40.0,0.0
2018-03-01,35.0,0.0
2018-03-02,30.0,0.0
2018-03-05,25.0,0.0
2018-03-06,20.0,55.0
2018-03-07,15.0,50.0
2018-03-08,10.0,45.0
2018-03-09,5.0,40.0
2018-03-12,0.0,35.0
2018-03-13,65.0,30.0
2018-03-14,60.0,25.0
2018-03-15,55.0,20.0
2018-03-16,50.0,15.0
2018-03-19,45.0,10.0
2018-03-20,40.0,5.0
2018-03-21,35.0,0.0
2018-03-22,100.0,15.0
2018-03-23,100.0,10.0
2018-03-26,95.0,5.0
2018-03-27,100.0,0.0
2018-03-28,100.0,0.0
2018-03-29,100.0,35.0
2018-04-02,100.0,30.0
2018-04-03,95.0,25.0
2018-04-04,90.0,20.0
2018-04-05,85.0,15.0
2018-04-06,80.0,10.0
2018-04-09,75.0,5.0
2018-04-10,70.0,0.0
2018-04-11,65.0,0.0
2018-04-12,60.0,0.0
2018-04-13,55.0,20.0
2018-04-16,50.0,15.0
2018-04-17,45.0,10.0
2018-04-18,40.0,5.0
2018-04-19,35.0,0.0
2018-04-20,30.0,75.0
2018-04-23,25.0,70.0
2018-04-24,20.0,65.0
2018-04-25,15.0,60.0
2018-04-26,10.0,55.0
2018-04-27,5.0,50.0
2018-04-30,0.0,45.0
2018-05-01,5.0,40.0
2018-05-02,0.0,35.0
2018-05-03,100.0,30.0
2018-05-04,95.0,25.0
2018-05-07,90.0,20.0
2018-05-08,85.0,15.0
2018-05-09,80.0,10.0
2018-05-10,75.0,5.0
2018-05-11,70.0,0.0
2018-05-14,65.0,100.0
2018-05-15,60.0,95.0
2018-05-16,55.0,90.0
2018-05-17,50.0,85.0
2018-05-18,45.0,80.0
2018-05-21,40.0,75.0
2018-05-22,35.0,70.0
2018-05-23,30.0,65.0
2018-05-24,25.0,60.0
2018-05-25,20.0,55.0
2018-05-29,100.0,50.0
2018-05-30,95.0,45.0
2018-05-31,90.0,40.0
2018-06-01,85.0,35.0
2018-06-04,80.0,30.0
2018-06-05,75.0,25.0
2018-06-06,70.0,20.0
2018-06-07,65.0,15.0
2018-06-08,60.0,10.0
2018-06-11,55.0,5.0
2018-06-12,50.0,0.0
2018-06-13,45.0,0.0
2018-06-14,40.0,0.0
2018-06-15,35.0,0.0
2018-06-18,30.0,10.0
2018-06-19,25.0,5.0
2018-06-20,20.0,0.0
2018-06-21,15.0,0.0
2018-06-22,10.0,0.0
2018-06-25,5.0,50.0
2018-06-26,100.0,45.0
2018-06-27,95.0,40.0
2018-06-28,90.0,35.0
2018-06-29,85.0,30.0
2018-07-02,80.0,25.0
2018-07-03,75.0,20.0
2018-07-05,70.0,15.0
2018-07-06,65.0,10.0
2018-07-09,60.0,5.0
2018-07-10,55.0,100.0
2018-07-11,50.0,95.0
2018-07-12,45.0,90.0
2018-07-13,40.0,85.0
2018-07-16,35.0,100.0
2018-07-17,30.0,100.0
2018-07-18,25.0,100.0
2018-07-19,20.0,95.0
2018-07-20,15.0,90.0
2018-07-23,10.0,100.0
2018-07-24,5.0,100.0
2018-07-25,0.0,100.0
2018-07-26,0.0,100.0
2018-07-27,0.0,95.0
2018-07-30,20.0,100.0
2018-07-31,15.0,95.0
2018-08-01,10.0,100.0
2018-08-02,5.0,95.0
2018-08-03,0.0,90.0
2018-08-06,20.0,85.0
2018-08-07,15.0,80.0
2018-08-08,10.0,100.0
2018-08-09,5.0,95.0
2018-08-10,0.0,90.0
2018-08-13,0.0,85.0
2018-08-14,15.0,80.0
2018-08-15,100.0,75.0
2018-08-16,95.0,70.0
2018-08-17,90.0,65.0
2018-08-20,85.0,60.0
2018-08-21,80.0,55.0
2018-08-22,75.0,50.0
2018-08-23,70.0,45.0
2018-08-24,65.0,40.0
2018-08-27,60.0,35.0
2018-08-28,55.0,30.0
2018-08-29,50.0,25.0
2018-08-30,45.0,20.0
2018-08-31,40.0,15.0
2018-09-04,35.0,10.0
2018-09-05,30.0,5.0
2018-09-06,25.0,0.0
2018-09-07,20.0,70.0
2018-09-10,15.0,65.0
2018-09-11,10.0,60.0
2018-09-12,5.0,55.0
2018-09-13,0.0,50.0
2018-09-14,85.0,45.0
2018-09-17,80.0,40.0
2018-09-18,75.0,35.0
2018-09-19,70.0,100.0
2018-09-20,65.0,100.0
2018-09-21,60.0,100.0
2018-09-24,55.0,95.0
2018-09-25,50.0,90.0
2018-09-26,45.0,85.0
2018-09-27,40.0,80.0
2018-09-28,35.0,75.0
2018-10-01,30.0,70.0
2018-10-02,25.0,65.0
2018-10-03,20.0,60.0
2018-10-04,15.0,55.0
2018-10-05,10.0,50.0
2018-10-08,5.0,45.0
2018-10-09,0.0,40.0
2018-10-10,100.0,35.0
2018-10-11,100.0,30.0
2018-10-12,95.0,25.0
2018-10-15,90.0,20.0
2018-10-16,85.0,15.0
2018-10-17,80.0,10.0
2018-10-18,75.0,5.0
2018-10-19,100.0,0.0
2018-10-22,100.0,5.0
2018-10-23,100.0,0.0
