date,Aroon Down,Aroon Up
2010-01-04,70.0,12.5
2010-01-05,67.5,10.0
2010-01-06,65.0,7.5
2010-01-07,62.5,100.0
2010-01-08,60.0,97.5
2010-01-11,57.5,95.0
2010-01-12,55.0,92.5
2010-01-13,52.5,90.0
2010-01-14,50.0,87.5
2010-01-15,47.5,85.0
2010-01-19,45.0,82.5
2010-01-20,42.5,80.0
2010-01-21,40.0,77.5
2010-01-22,37.5,75.0
2010-01-25,35.0,72.5
2010-01-26,32.5,70.0
2010-01-27,30.0,67.5
2010-01-28,27.5,65.0
2010-01-29,25.0,62.5
2010-02-01,22.5,60.0
2010-02-02,20.0,57.5
2010-02-03,17.5,55.0
2010-02-04,15.0,52.5
2010-02-05,12.5,50.0
2010-02-08,10.0,47.5
2010-02-09,7.5,45.0
2010-02-10,5.0,42.5
2010-02-11,2.5,40.0
2010-02-12,0.0,37.5
2010-02-16,0.0,35.0
2010-02-17,0.0,32.5
2010-02-18,0.0,30.0
2010-02-19,82.5,27.5
2010-02-22,80.0,25.0
2010-02-23,77.5,22.5
2010-02-24,75.0,20.0
2010-02-25,72.5,17.5
2010-02-26,70.0,15.0
2010-03-01,67.5,12.5
2010-03-02,65.0,10.0
2010-03-03,62.5,7.5
2010-03-04,60.0,5.0
2010-03-05,57.5,2.5
2010-03-08,55.0,0.0
2010-03-09,52.5,97.5
2010-03-10,50.0,100.0
2010-03-11,47.5,97.5
2010-03-12,45.0,100.0
2010-03-15,42.5,97.5
2010-03-16,40.0,100.0
2010-03-17,37.5,100.0
2010-03-18,35.0,97.5
2010-03-19,32.5,95.0
2010-03-22,30.0,92.5
2010-03-23,27.5,100.0
2010-03-24,25.0,100.0
2010-03-25,22.5,100.0
2010-03-26,20.0,97.5
2010-03-29,17.5,95.0
2010-03-30,15.0,92.5
2010-03-31,12.5,90.0
2010-04-01,10.0,87.5
2010-04-05,7.5,85.0
2010-04-06,5.0,100.0
2010-04-07,2.5,100.0
2010-04-08,0.0,97.5
2010-04-09,5.0,100.0
2010-04-12,2.5,100.0
2010-04-13,0.0,97.5
2010-04-14,20.0,100.0
2010-04-15,17.5,100.0
2010-04-16,15.0,97.5
2010-04-19,12.5,95.0
2010-04-20,10.0,100.0
2010-04-21,7.5,100.0
2010-04-22,5.0,97.5
2010-04-23,2.5,95.0
2010-04-26,0.0,92.5
2010-04-27,0.0,90.0
2010-04-28,0.0,87.5
2010-04-29,0.0,85.0
2010-04-30,0.0,82.5
2010-05-03,5.0,80.0
2010-05-04,2.5,77.5
2010-05-05,0.0,75.0
2010-05-06,0.0,72.5
2010-05-07,0.0,70.0
2010-05-10,2.5,67.5
2010-05-11,0.0,65.0
2010-05-12,90.0,62.5
2010-05-13,87.5,60.0
2010-05-14,85.0,57.5
2010-05-17,82.5,55.0
2010-05-18,80.0,52.5
2010-05-19,100.0,50.0
2010-05-20,100.0,47.5
2010-05-21,100.0,45.0
2010-05-24,97.5,42.5
2010-05-25,100.0,40.0
2010-05-26,97.5,37.5
2010-05-27,95.0,35.0
2010-05-28,92.5,32.5
2010-06-01,90.0,30.0
2010-06-02,87.5,27.5
2010-06-03,85.0,25.0
2010-06-04,82.5,22.5
2010-06-07,100.0,20.0
2010-06-08,100.0,17.5
2010-06-09,97.5,15.0
2010-06-10,95.0,12.5
2010-06-11,92.5,10.0
2010-06-14,90.0,7.5
2010-06-15,87.5,5.0
2010-06-16,85.0,2.5
2010-06-17,82.5,0.0
2010-06-18,80.0,17.5
2010-06-21,77.5,15.0
2010-06-22,75.0,12.5
2010-06-23,72.5,10.0
2010-06-24,100.0,7.5
2010-06-25,97.5,5.0
2010-06-28,95.0,2.5
2010-06-29,100.0,0.0
2010-06-30,100.0,0.0
2010-07-01,100.0,15.0
2010-07-02,97.5,12.5
2010-07-06,95.0,10.0
2010-07-07,92.5,7.5
2010-07-08,90.0,5.0
2010-07-09,87.5,2.5
2010-07-12,85.0,0.0
2010-07-13,82.5,0.0
2010-07-14,80.0,2.5
2010-07-15,77.5,0.0
2010-07-16,75.0,5.0
2010-07-19,72.5,2.5
2010-07-20,70.0,0.0
2010-07-21,67.5,0.0
2010-07-22,65.0,7.5
2010-07-23,62.5,5.0
2010-07-26,60.0,2.5
2010-07-27,57.5,0.0
2010-07-28,55.0,5.0
2010-07-29,52.5,2.5
2010-07-30,50.0,0.0
2010-08-02,47.5,90.0
2010-08-03,45.0,87.5
2010-08-04,42.5,85.0
2010-08-05,40.0,82.5
2010-08-06,37.5,80.0
2010-08-09,35.0,77.5
2010-08-10,32.5,75.0
2010-08-11,30.0,72.5
2010-08-12,27.5,70.0
2010-08-13,25.0,67.5
2010-08-16,22.5,65.0
2010-08-17,20.0,62.5
2010-08-18,17.5,60.0
2010-08-19,100.0,57.5
2010-08-20,100.0,55.0
2010-08-23,100.0,52.5
2010-08-24,100.0,50.0
2010-08-25,100.0,47.5
2010-08-26,97.5,45.0
2010-08-27,95.0,42.5
2010-08-30,92.5,40.0
2010-08-31,90.0,37.5
2010-09-01,87.5,35.0
2010-09-02,85.0,32.5
2010-09-03,82.5,30.0
2010-09-07,80.0,27.5
2010-09-08,77.5,25.0
2010-09-09,75.0,22.5
2010-09-10,72.5,20.0
2010-09-13,70.0,17.5
2010-09-14,67.5,15.0
2010-09-15,65.0,12.5
2010-09-16,62.5,10.0
2010-09-17,60.0,7.5
2010-09-20,57.5,5.0
2010-09-21,55.0,2.5
2010-09-22,52.5,0.0
2010-09-23,50.0,7.5
2010-09-24,47.5,5.0
2010-09-27,45.0,2.5
2010-09-28,42.5,0.0
2010-09-29,40.0,0.0
2010-09-30,37.5,7.5
2010-10-01,35.0,5.0
2010-10-04,32.5,2.5
2010-10-05,30.0,0.0
2010-10-06,27.5,0.0
2010-10-07,25.0,0.0
2010-10-08,22.5,67.5
2010-10-11,20.0,65.0
