date,Aroon Down,Aroon Up
2010-01-04,62.5,7.5
2010-01-05,60.0,5.0
2010-01-06,57.5,2.5
2010-01-07,55.0,0.0
2010-01-08,52.5,22.5
2010-01-11,50.0,20.0
2010-01-12,47.5,17.5
2010-01-13,45.0,15.0
2010-01-14,42.5,12.5
2010-01-15,100.0,10.0
2010-01-19,97.5,7.5
2010-01-20,95.0,100.0
2010-01-21,100.0,97.5
2010-01-22,100.0,95.0
2010-01-25,100.0,92.5
2010-01-26,100.0,90.0
2010-01-27,97.5,87.5
2010-01-28,95.0,85.0
2010-01-29,92.5,82.5
2010-02-01,90.0,80.0
2010-02-02,87.5,77.5
2010-02-03,85.0,75.0
2010-02-04,82.5,72.5
2010-02-05,80.0,70.0
2010-02-08,77.5,67.5
2010-02-09,75.0,65.0
2010-02-10,72.5,62.5
2010-02-11,70.0,60.0
2010-02-12,67.5,57.5
2010-02-16,65.0,55.0
2010-02-17,62.5,52.5
2010-02-18,60.0,50.0
2010-02-19,57.5,47.5
2010-02-22,55.0,45.0
2010-02-23,52.5,42.5
2010-02-24,50.0,40.0
2010-02-25,47.5,37.5
2010-02-26,45.0,35.0
2010-03-01,42.5,32.5
2010-03-02,40.0,30.0
2010-03-03,37.5,27.5
2010-03-04,35.0,25.0
2010-03-05,32.5,22.5
2010-03-08,30.0,20.0
2010-03-09,27.5,17.5
2010-03-10,25.0,15.0
2010-03-11,22.5,12.5
2010-03-12,20.0,10.0
2010-03-15,17.5,7.5
2010-03-16,15.0,5.0
2010-03-17,12.5,2.5
2010-03-18,10.0,0.0
2010-03-19,7.5,77.5
2010-03-22,5.0,75.0
2010-03-23,2.5,72.5
2010-03-24,0.0,70.0
2010-03-25,0.0,67.5
2010-03-26,15.0,65.0
2010-03-29,12.5,62.5
2010-03-30,10.0,60.0
2010-03-31,7.5,57.5
2010-04-01,5.0,55.0
2010-04-05,2.5,52.5
2010-04-06,0.0,50.0
2010-04-07,0.0,47.5
2010-04-08,0.0,45.0
2010-04-09,2.5,42.5
2010-04-12,0.0,40.0
2010-04-13,0.0,37.5
2010-04-14,2.5,35.0
2010-04-15,0.0,32.5
2010-04-16,100.0,30.0
2010-04-19,97.5,27.5
2010-04-20,95.0,25.0
2010-04-21,92.5,22.5
2010-04-22,90.0,20.0
2010-04-23,87.5,17.5
2010-04-26,85.0,15.0
2010-04-27,82.5,12.5
2010-04-28,80.0,10.0
2010-04-29,77.5,7.5
2010-04-30,75.0,5.0
2010-05-03,72.5,2.5
2010-05-04,70.0,0.0
2010-05-05,100.0,20.0
2010-05-06,100.0,17.5
2010-05-07,97.5,15.0
2010-05-10,95.0,12.5
2010-05-11,92.5,10.0
2010-05-12,90.0,7.5
2010-05-13,87.5,5.0
2010-05-14,85.0,2.5
2010-05-17,82.5,0.0
2010-05-18,80.0,2.5
2010-05-19,77.5,0.0
2010-05-20,75.0,2.5
2010-05-21,100.0,0.0
2010-05-24,97.5,0.0
2010-05-25,100.0,0.0
2010-05-26,97.5,7.5
2010-05-27,95.0,5.0
2010-05-28,92.5,2.5
2010-06-01,90.0,0.0
2010-06-02,87.5,10.0
2010-06-03,85.0,7.5
2010-06-04,82.5,5.0
2010-06-07,80.0,2.5
2010-06-08,77.5,0.0
2010-06-09,75.0,2.5
2010-06-10,72.5,0.0
2010-06-11,70.0,0.0
2010-06-14,67.5,0.0
2010-06-15,65.0,5.0
2010-06-16,62.5,2.5
2010-06-17,60.0,0.0
2010-06-18,57.5,100.0
2010-06-21,55.0,100.0
2010-06-22,52.5,97.5
2010-06-23,50.0,95.0
2010-06-24,47.5,92.5
2010-06-25,45.0,100.0
2010-06-28,42.5,97.5
2010-06-29,40.0,95.0
2010-06-30,37.5,92.5
2010-07-01,35.0,90.0
2010-07-02,32.5,87.5
2010-07-06,30.0,85.0
2010-07-07,27.5,82.5
2010-07-08,25.0,80.0
2010-07-09,22.5,77.5
2010-07-12,20.0,75.0
2010-07-13,17.5,72.5
2010-07-14,15.0,70.0
2010-07-15,12.5,67.5
2010-07-16,10.0,65.0
2010-07-19,7.5,62.5
2010-07-20,5.0,60.0
2010-07-21,2.5,57.5
2010-07-22,0.0,55.0
2010-07-23,20.0,52.5
2010-07-26,17.5,50.0
2010-07-27,15.0,47.5
2010-07-28,12.5,45.0
2010-07-29,10.0,42.5
2010-07-30,7.5,40.0
2010-08-02,5.0,37.5
2010-08-03,2.5,35.0
2010-08-04,0.0,32.5
2010-08-05,0.0,30.0
2010-08-06,0.0,27.5
2010-08-09,0.0,25.0
2010-08-10,0.0,22.5
2010-08-11,0.0,20.0
2010-08-12,60.0,17.5
2010-08-13,57.5,15.0
2010-08-16,100.0,12.5
2010-08-17,97.5,10.0
2010-08-18,95.0,7.5
2010-08-19,92.5,5.0
2010-08-20,90.0,2.5
2010-08-23,87.5,0.0
2010-08-24,85.0,2.5
2010-08-25,100.0,0.0
2010-08-26,97.5,67.5
2010-08-27,95.0,65.0
2010-08-30,92.5,62.5
2010-08-31,90.0,60.0
2010-09-01,87.5,100.0
2010-09-02,85.0,100.0
2010-09-03,82.5,100.0
2010-09-07,80.0,97.5
2010-09-08,77.5,100.0
2010-09-09,75.0,100.0
2010-09-10,72.5,100.0
2010-09-13,70.0,100.0
2010-09-14,67.5,100.0
2010-09-15,65.0,97.5
2010-09-16,62.5,95.0
2010-09-17,60.0,100.0
2010-09-20,57.5,97.5
2010-09-21,55.0,95.0
2010-09-22,52.5,92.5
2010-09-23,50.0,90.0
2010-09-24,47.5,100.0
2010-09-27,45.0,97.5
2010-09-28,42.5,95.0
2010-09-29,40.0,92.5
2010-09-30,37.5,90.0
2010-10-01,35.0,87.5
2010-10-04,32.5,85.0
2010-10-05,30.0,82.5
2010-10-06,27.5,80.0
2010-10-07,25.0,77.5
2010-10-08,22.5,75.0
2010-10-11,20.0,72.5
2010-10-12,17.5,70.0
2010-10-13,15.0,67.5
2010-10-14,12.5,65.0
2010-10-15,10.0,62.5
2010-10-18,7.5,60.0
2010-10-19,5.0,57.5
2010-10-20,2.5,55.0
2010-10-21,0.0,52.5
2010-10-22,0.0,50.0
2010-10-25,0.0,47.5
2010-10-26,2.5,45.0
2010-10-27,0.0,42.5
2010-10-28,0.0,40.0
2010-10-29,100.0,37.5
2010-11-01,97.5,35.0
2010-11-02,95.0,32.5
2010-11-03,92.5,30.0
2010-11-04,90.0,27.5
2010-11-05,87.5,25.0
2010-11-08,85.0,22.5
2010-11-09,82.5,20.0
2010-11-10,80.0,17.5
2010-11-11,77.5,15.0
2010-11-12,75.0,12.5
2010-11-15,72.5,10.0
2010-11-16,70.0,7.5
2010-11-17,67.5,5.0
2010-11-18,65.0,2.5
2010-11-19,62.5,0.0
2010-11-22,60.0,32.5
2010-11-23,57.5,30.0
2010-11-24,55.0,27.5
2010-11-26,52.5,25.0
2010-11-29,50.0,22.5
2010-11-30,47.5,20.0
2010-12-01,45.0,17.5
2010-12-02,42.5,15.0
2010-12-03,40.0,12.5
2010-12-06,37.5,10.0
2010-12-07,35.0,7.5
2010-12-08,32.5,5.0
2010-12-09,30.0,2.5
2010-12-10,27.5,0.0
2010-12-13,25.0,0.0
2010-12-14,22.5,12.5
2010-12-15,20.0,10.0
2010-12-16,17.5,7.5
2010-12-17,15.0,5.0
2010-12-20,12.5,2.5
2010-12-21,10.0,0.0
2010-12-22,7.5,20.0
2010-12-23,5.0,17.5
2010-12-27,2.5,15.0
2010-12-28,0.0,12.5
2010-12-29,47.5,10.0
2010-12-30,45.0,7.5
2010-12-31,42.5,5.0
2011-01-03,40.0,2.5
2011-01-04,37.5,0.0
2011-01-05,35.0,0.0
2011-01-06,32.5,0.0
2011-01-07,30.0,0.0
2011-01-10,27.5,32.5
2011-01-11,25.0,30.0
2011-01-12,22.5,27.5
2011-01-13,20.0,25.0
2011-01-14,17.5,22.5
2011-01-18,15.0,100.0
2011-01-19,12.5,97.5
2011-01-20,10.0,95.0
2011-01-21,7.5,92.5
2011-01-24,5.0,100.0
2011-01-25,2.5,97.5
2011-01-26,0.0,100.0
2011-01-27,0.0,97.5
2011-01-28,67.5,95.0
2011-01-31,65.0,92.5
2011-02-01,62.5,100.0
2011-02-02,60.0,100.0
2011-02-03,57.5,97.5
2011-02-04,55.0,95.0
2011-02-07,52.5,100.0
2011-02-08,50.0,100.0
2011-02-09,47.5,97.5
2011-02-10,45.0,95.0
2011-02-11,42.5,100.0
2011-02-14,40.0,100.0
2011-02-15,37.5,97.5
2011-02-16,35.0,95.0
2011-02-17,32.5,92.5
2011-02-18,30.0,90.0
2011-02-22,27.5,87.5
2011-02-23,25.0,85.0
2011-02-24,22.5,82.5
2011-02-25,20.0,80.0
2011-02-28,17.5,100.0
2011-03-01,15.0,97.5
2011-03-02,12.5,95.0
2011-03-03,10.0,92.5
2011-03-04,7.5,90.0
2011-03-07,5.0,87.5
2011-03-08,2.5,85.0
2011-03-09,0.0,82.5
2011-03-10,0.0,80.0
2011-03-11,0.0,77.5
2011-03-14,12.5,75.0
2011-03-15,10.0,72.5
2011-03-16,7.5,70.0
2011-03-17,5.0,67.5
2011-03-18,2.5,65.0
2011-03-21,0.0,62.5
2011-03-22,90.0,60.0
2011-03-23,87.5,57.5
2011-03-24,85.0,55.0
2011-03-25,82.5,52.5
2011-03-28,80.0,50.0
2011-03-29,77.5,47.5
2011-03-30,75.0,45.0
2011-03-31,72.5,42.5
2011-04-01,70.0,40.0
2011-04-04,67.5,37.5
2011-04-05,65.0,35.0
2011-04-06,62.5,32.5
2011-04-07,60.0,30.0
2011-04-08,57.5,27.5
2011-04-11,55.0,25.0
2011-04-12,52.5,22.5
2011-04-13,100.0,20.0
2011-04-14,100.0,17.5
2011-04-15,97.5,15.0
2011-04-18,100.0,12.5
2011-04-19,97.5,10.0
2011-04-20,95.0,7.5
2011-04-21,92.5,5.0
2011-04-25,90.0,2.5
2011-04-26,87.5,0.0
2011-04-27,85.0,0.0
2011-04-28,82.5,2.5
2011-04-29,80.0,0.0
2011-05-02,77.5,0.0
2011-05-03,75.0,2.5
2011-05-04,72.5,0.0
2011-05-05,100.0,0.0
2011-05-06,97.5,0.0
2011-05-09,95.0,0.0
2011-05-10,92.5,30.0
2011-05-11,90.0,27.5
2011-05-12,87.5,25.0
2011-05-13,85.0,22.5
2011-05-16,100.0,20.0
2011-05-17,100.0,17.5
2011-05-18,97.5,15.0
2011-05-19,95.0,12.5
2011-05-20,92.5,10.0
2011-05-23,100.0,7.5
2011-05-24,100.0,5.0
2011-05-25,100.0,2.5
2011-05-26,97.5,0.0
2011-05-27,95.0,0.0
2011-05-31,92.5,0.0
2011-06-01,100.0,0.0
2011-06-02,100.0,42.5
2011-06-03,100.0,40.0
2011-06-06,100.0,37.5
2011-06-07,100.0,35.0
2011-06-08,100.0,32.5
2011-06-09,97.5,30.0
2011-06-10,100.0,27.5
2011-06-13,100.0,25.0
2011-06-14,97.5,22.5
2011-06-15,100.0,20.0
2011-06-16,97.5,17.5
2011-06-17,95.0,15.0
2011-06-20,92.5,12.5
2011-06-21,90.0,10.0
2011-06-22,87.5,7.5
2011-06-23,85.0,5.0
2011-06-24,82.5,2.5
2011-06-27,80.0,0.0
2011-06-28,77.5,5.0
2011-06-29,75.0,2.5
2011-06-30,72.5,0.0
2011-07-01,70.0,2.5
2011-07-05,67.5,0.0
2011-07-06,65.0,0.0
2011-07-07,62.5,0.0
2011-07-08,60.0,0.0
2011-07-11,57.5,2.5
2011-07-12,55.0,0.0
2011-07-13,52.5,0.0
2011-07-14,50.0,5.0
