date,Aroon Up,Aroon Down
2010-01-04,63.3333,0.0
2010-01-05,61.6667,0.0
2010-01-06,60.0,6.6667
2010-01-07,58.3333,5.0
2010-01-08,100.0,3.3333
2010-01-11,98.3333,1.6667
2010-01-12,96.6667,0.0
2010-01-13,95.0,8.3333
2010-01-14,100.0,6.6667
2010-01-15,100.0,5.0
2010-01-19,100.0,3.3333
2010-01-20,100.0,1.6667
2010-01-21,98.3333,0.0
2010-01-22,96.6667,3.3333
2010-01-25,95.0,1.6667
2010-01-26,93.3333,0.0
2010-01-27,91.6667,1.6667
2010-01-28,90.0,0.0
2010-01-29,88.3333,0.0
2010-02-01,86.6667,0.0
2010-02-02,85.0,0.0
2010-02-03,83.3333,0.0
2010-02-04,81.6667,91.6667
2010-02-05,80.0,100.0
2010-02-08,78.3333,98.3333
2010-02-09,76.6667,96.6667
2010-02-10,75.0,95.0
2010-02-11,73.3333,93.3333
2010-02-12,71.6667,91.6667
2010-02-16,70.0,90.0
2010-02-17,68.3333,88.3333
2010-02-18,66.6667,86.6667
2010-02-19,65.0,85.0
2010-02-22,63.3333,83.3333
2010-02-23,61.6667,81.6667
2010-02-24,60.0,80.0
2010-02-25,58.3333,78.3333
2010-02-26,56.6667,76.6667
2010-03-01,55.0,75.0
2010-03-02,53.3333,73.3333
2010-03-03,51.6667,71.6667
2010-03-04,50.0,70.0
2010-03-05,48.3333,68.3333
2010-03-08,46.6667,66.6667
2010-03-09,45.0,65.0
2010-03-10,43.3333,63.3333
2010-03-11,41.6667,61.6667
2010-03-12,40.0,60.0
2010-03-15,38.3333,58.3333
2010-03-16,36.6667,56.6667
2010-03-17,35.0,55.0
2010-03-18,33.3333,53.3333
2010-03-19,31.6667,51.6667
2010-03-22,30.0,50.0
2010-03-23,28.3333,48.3333
2010-03-24,26.6667,46.6667
2010-03-25,25.0,45.0
2010-03-26,23.3333,43.3333
2010-03-29,21.6667,41.6667
2010-03-30,20.0,40.0
2010-03-31,18.3333,38.3333
2010-04-01,16.6667,36.6667
2010-04-05,15.0,35.0
2010-04-06,13.3333,33.3333
2010-04-07,100.0,31.6667
2010-04-08,100.0,30.0
2010-04-09,100.0,28.3333
2010-04-12,100.0,26.6667
2010-04-13,100.0,25.0
2010-04-14,100.0,23.3333
2010-04-15,100.0,21.6667
2010-04-16,98.3333,20.0
2010-04-19,96.6667,18.3333
2010-04-20,95.0,16.6667
2010-04-21,93.3333,15.0
2010-04-22,100.0,13.3333
2010-04-23,100.0,11.6667
2010-04-26,98.3333,10.0
2010-04-27,96.6667,8.3333
2010-04-28,95.0,6.6667
2010-04-29,93.3333,5.0
2010-04-30,91.6667,3.3333
2010-05-03,90.0,1.6667
2010-05-04,88.3333,0.0
2010-05-05,86.6667,0.0
2010-05-06,85.0,1.6667
2010-05-07,83.3333,0.0
2010-05-10,81.6667,15.0
2010-05-11,80.0,13.3333
2010-05-12,78.3333,11.6667
2010-05-13,76.6667,10.0
2010-05-14,75.0,8.3333
2010-05-17,73.3333,6.6667
2010-05-18,71.6667,5.0
2010-05-19,70.0,3.3333
2010-05-20,68.3333,1.6667
2010-05-21,66.6667,0.0
2010-05-24,65.0,98.3333
2010-05-25,63.3333,96.6667
2010-05-26,61.6667,95.0
2010-05-27,60.0,93.3333
2010-05-28,58.3333,91.6667
2010-06-01,56.6667,90.0
2010-06-02,55.0,88.3333
2010-06-03,53.3333,86.6667
2010-06-04,51.6667,85.0
2010-06-07,50.0,83.3333
2010-06-08,48.3333,100.0
2010-06-09,46.6667,98.3333
2010-06-10,45.0,96.6667
2010-06-11,43.3333,95.0
2010-06-14,41.6667,93.3333
2010-06-15,40.0,91.6667
2010-06-16,38.3333,90.0
2010-06-17,36.6667,88.3333
2010-06-18,35.0,86.6667
2010-06-21,33.3333,85.0
2010-06-22,31.6667,83.3333
2010-06-23,30.0,81.6667
2010-06-24,28.3333,80.0
2010-06-25,26.6667,78.3333
2010-06-28,25.0,76.6667
2010-06-29,23.3333,75.0
2010-06-30,21.6667,73.3333
2010-07-01,20.0,71.6667
2010-07-02,18.3333,70.0
2010-07-06,16.6667,68.3333
2010-07-07,15.0,66.6667
2010-07-08,13.3333,65.0
2010-07-09,11.6667,63.3333
2010-07-12,10.0,61.6667
2010-07-13,8.3333,60.0
2010-07-14,6.6667,58.3333
2010-07-15,5.0,56.6667
2010-07-16,3.3333,55.0
2010-07-19,1.6667,53.3333
2010-07-20,0.0,51.6667
2010-07-21,6.6667,50.0
2010-07-22,5.0,48.3333
2010-07-23,3.3333,46.6667
2010-07-26,1.6667,45.0
2010-07-27,0.0,43.3333
2010-07-28,0.0,41.6667
2010-07-29,0.0,40.0
2010-07-30,0.0,38.3333
2010-08-02,93.3333,36.6667
2010-08-03,91.6667,35.0
2010-08-04,90.0,33.3333
2010-08-05,88.3333,31.6667
2010-08-06,86.6667,30.0
2010-08-09,85.0,28.3333
2010-08-10,83.3333,26.6667
2010-08-11,81.6667,25.0
2010-08-12,80.0,23.3333
2010-08-13,78.3333,21.6667
2010-08-16,76.6667,20.0
2010-08-17,75.0,18.3333
2010-08-18,73.3333,16.6667
2010-08-19,71.6667,15.0
2010-08-20,70.0,13.3333
2010-08-23,68.3333,11.6667
2010-08-24,66.6667,10.0
2010-08-25,65.0,8.3333
2010-08-26,63.3333,6.6667
2010-08-27,61.6667,5.0
2010-08-30,60.0,3.3333
2010-08-31,58.3333,1.6667
2010-09-01,56.6667,0.0
2010-09-02,55.0,0.0
2010-09-03,53.3333,25.0
2010-09-07,51.6667,23.3333
2010-09-08,50.0,21.6667
2010-09-09,48.3333,20.0
2010-09-10,46.6667,18.3333
2010-09-13,45.0,16.6667
