date,Aroon Up,Aroon Down
2010-01-04,54.5455,0.0
2010-01-05,53.719,0.0
2010-01-06,52.8926,0.0
2010-01-07,52.0661,0.0
2010-01-08,51.2397,0.0
2010-01-11,50.4132,0.8264
2010-01-12,49.5868,0.0
2010-01-13,48.7603,14.876
2010-01-14,47.9339,14.0496
2010-01-15,47.1074,13.2231
2010-01-19,46.281,12.3967
2010-01-20,45.4545,11.5702
2010-01-21,44.6281,100.0
2010-01-22,43.8017,100.0
2010-01-25,42.9752,99.1736
2010-01-26,42.1488,100.0
2010-01-27,41.3223,100.0
2010-01-28,40.4959,99.1736
2010-01-29,39.6694,100.0
2010-02-01,38.843,99.1736
2010-02-02,38.0165,98.3471
2010-02-03,37.1901,97.5207
2010-02-04,36.3636,96.6942
2010-02-05,35.5372,95.8678
2010-02-08,34.7107,95.0413
2010-02-09,33.8843,94.2149
2010-02-10,33.0579,93.3884
2010-02-11,32.2314,92.562
2010-02-12,31.405,91.7355
2010-02-16,30.5785,90.9091
2010-02-17,29.7521,90.0826
2010-02-18,28.9256,89.2562
2010-02-19,28.0992,88.4298
2010-02-22,27.2727,87.6033
2010-02-23,26.4463,86.7769
2010-02-24,25.6198,85.9504
2010-02-25,24.7934,85.124
2010-02-26,23.9669,84.2975
2010-03-01,23.1405,83.4711
2010-03-02,22.314,82.6446
2010-03-03,21.4876,81.8182
2010-03-04,20.6612,80.9917
2010-03-05,19.8347,80.1653
2010-03-08,19.0083,79.3388
2010-03-09,18.1818,78.5124
2010-03-10,17.3554,77.686
2010-03-11,16.5289,76.8595
2010-03-12,15.7025,76.0331
2010-03-15,14.876,75.2066
2010-03-16,14.0496,74.3802
2010-03-17,13.2231,73.5537
2010-03-18,12.3967,72.7273
2010-03-19,11.5702,71.9008
2010-03-22,10.7438,71.0744
2010-03-23,9.9174,70.2479
2010-03-24,9.0909,69.4215
2010-03-25,8.2645,68.595
2010-03-26,7.438,67.7686
2010-03-29,6.6116,66.9421
2010-03-30,5.7851,66.1157
2010-03-31,4.9587,65.2893
2010-04-01,4.1322,64.4628
2010-04-05,3.3058,63.6364
2010-04-06,2.4793,62.8099
2010-04-07,1.6529,61.9835
2010-04-08,0.8264,61.157
2010-04-09,0.0,60.3306
2010-04-12,0.0,59.5041
2010-04-13,0.0,58.6777
2010-04-14,0.8264,57.8512
2010-04-15,0.0,57.0248
2010-04-16,100.0,56.1983
2010-04-19,99.1736,55.3719
2010-04-20,98.3471,54.5455
2010-04-21,97.5207,53.719
2010-04-22,96.6942,52.8926
2010-04-23,95.8678,52.0661
2010-04-26,95.0413,51.2397
2010-04-27,94.2149,50.4132
2010-04-28,93.3884,49.5868
2010-04-29,92.562,48.7603
2010-04-30,91.7355,100.0
2010-05-03,90.9091,99.1736
2010-05-04,90.0826,98.3471
2010-05-05,89.2562,97.5207
2010-05-06,88.4298,100.0
2010-05-07,87.6033,99.1736
2010-05-10,86.7769,98.3471
2010-05-11,85.9504,97.5207
2010-05-12,85.124,96.6942
2010-05-13,84.2975,95.8678
2010-05-14,83.4711,95.0413
2010-05-17,82.6446,100.0
2010-05-18,81.8182,100.0
2010-05-19,80.9917,100.0
2010-05-20,80.1653,100.0
2010-05-21,79.3388,99.1736
2010-05-24,78.5124,98.3471
2010-05-25,77.686,100.0
2010-05-26,76.8595,99.1736
2010-05-27,76.0331,98.3471
2010-05-28,75.2066,97.5207
2010-06-01,74.3802,96.6942
2010-06-02,73.5537,95.8678
2010-06-03,72.7273,95.0413
2010-06-04,71.9008,94.2149
2010-06-07,71.0744,93.3884
2010-06-08,70.2479,92.562
2010-06-09,69.4215,91.7355
2010-06-10,68.595,100.0
2010-06-11,67.7686,99.1736
2010-06-14,66.9421,98.3471
2010-06-15,66.1157,97.5207
2010-06-16,65.2893,96.6942
2010-06-17,64.4628,95.8678
2010-06-18,63.6364,95.0413
2010-06-21,62.8099,94.2149
2010-06-22,61.9835,93.3884
2010-06-23,61.157,92.562
2010-06-24,60.3306,91.7355
2010-06-25,59.5041,90.9091
2010-06-28,58.6777,90.0826
2010-06-29,57.8512,89.2562
2010-06-30,57.0248,100.0
2010-07-01,56.1983,100.0
2010-07-02,55.3719,99.1736
2010-07-06,54.5455,98.3471
2010-07-07,53.719,97.5207
2010-07-08,52.8926,96.6942
2010-07-09,52.0661,95.8678
2010-07-12,51.2397,95.0413
2010-07-13,50.4132,94.2149
2010-07-14,49.5868,93.3884
2010-07-15,48.7603,92.562
2010-07-16,47.9339,91.7355
2010-07-19,47.1074,90.9091
2010-07-20,46.281,90.0826
2010-07-21,45.4545,89.2562
2010-07-22,44.6281,88.4298
2010-07-23,43.8017,87.6033
2010-07-26,42.9752,86.7769
2010-07-27,42.1488,85.9504
2010-07-28,41.3223,85.124
2010-07-29,40.4959,84.2975
2010-07-30,39.6694,83.4711
2010-08-02,38.843,82.6446
2010-08-03,38.0165,81.8182
2010-08-04,37.1901,80.9917
2010-08-05,36.3636,80.1653
2010-08-06,35.5372,79.3388
2010-08-09,34.7107,78.5124
2010-08-10,33.8843,77.686
2010-08-11,33.0579,76.8595
2010-08-12,32.2314,76.0331
2010-08-13,31.405,75.2066
2010-08-16,30.5785,74.3802
2010-08-17,29.7521,73.5537
2010-08-18,28.9256,72.7273
2010-08-19,28.0992,71.9008
2010-08-20,27.2727,71.0744
2010-08-23,26.4463,70.2479
2010-08-24,25.6198,69.4215
2010-08-25,24.7934,68.595
2010-08-26,23.9669,67.7686
2010-08-27,23.1405,66.9421
2010-08-30,22.314,66.1157
2010-08-31,21.4876,65.2893
2010-09-01,20.6612,64.4628
2010-09-02,19.8347,63.6364
2010-09-03,19.0083,62.8099
2010-09-07,18.1818,61.9835
2010-09-08,17.3554,61.157
2010-09-09,16.5289,60.3306
2010-09-10,15.7025,59.5041
2010-09-13,14.876,58.6777
2010-09-14,14.0496,57.8512
2010-09-15,13.2231,57.0248
2010-09-16,12.3967,56.1983
2010-09-17,11.5702,55.3719
2010-09-20,10.7438,54.5455
2010-09-21,9.9174,53.719
2010-09-22,9.0909,52.8926
