date,WILLR,WILLR,WILLR,WILLR
2018-01-02,-52.7523,-52.7523,-52.7523,-52.7523
2018-01-03,-31.1927,-31.1927,-31.1927,-31.1927
2018-01-04,-24.0803,-24.0803,-24.0803,-24.0803
2018-01-05,-12.5523,-12.5523,-12.5523,-12.5523
2018-01-08,-42.2594,-42.2594,-42.2594,-42.2594
2018-01-09,-33.0544,-33.0544,-33.0544,-33.0544
2018-01-10,-10.219,-10.219,-10.219,-10.219
2018-01-11,-21.974,-21.974,-21.974,-21.974
2018-01-12,-37.3124,-37.3124,-37.3124,-37.3124
2018-01-16,-39.3735,-39.3735,-39.3735,-39.3735
2018-01-17,-5.4422,-5.4422,-5.4422,-5.4422
2018-01-18,-15.0,-15.0,-15.0,-15.0
2018-01-19,-3.7975,-3.7975,-3.7975,-3.7975
2018-01-22,-0.7117,-0.7117,-0.7117,-0.7117
2018-01-23,-12.8571,-12.8571,-12.8571,-12.8571
2018-01-24,-4.1899,-4.1899,-4.1899,-4.1899
2018-01-25,-5.2632,-5.2632,-5.2632,-5.2632
2018-01-26,-2.7569,-2.7569,-2.7569,-2.7569
2018-01-29,-11.8501,-11.8501,-11.8501,-11.8501
2018-01-30,-26.9634,-26.9634,-26.9634,-26.9634
2018-01-31,-21.371,-21.371,-21.371,-21.371
2018-02-01,-32.2581,-32.2581,-32.2581,-32.2581
2018-02-02,-90.3226,-90.3226,-90.3226,-90.3226
2018-02-05,-92.5085,-92.5085,-92.5085,-92.5085
2018-02-06,-86.4943,-86.4943,-86.4943,-86.4943
2018-02-07,-84.0038,-84.0038,-84.0038,-84.0038
2018-02-08,-99.5438,-99.5438,-99.5438,-99.5438
2018-02-09,-87.8343,-87.8343,-87.8343,-87.8343
2018-02-12,-84.3585,-84.3585,-84.3585,-84.3585
2018-02-13,-71.1775,-71.1775,-71.1775,-71.1775
2018-02-14,-57.5198,-57.5198,-57.5198,-57.5198
2018-02-15,-50.9505,-50.9505,-50.9505,-50.9505
2018-02-16,-8.4063,-8.4063,-8.4063,-8.4063
2018-02-20,-20.0929,-20.0929,-20.0929,-20.0929
2018-02-21,-23.4542,-23.4542,-23.4542,-23.4542
2018-02-22,-37.5105,-37.5105,-37.5105,-37.5105
2018-02-23,-32.0102,-32.0102,-32.0102,-32.0102
2018-02-26,-24.0497,-24.0497,-24.0497,-24.0497
2018-02-27,-38.6653,-38.6653,-38.6653,-38.6653
2018-02-28,-82.3959,-82.3959,-82.3959,-82.3959
2018-03-01,-94.0548,-94.0548,-94.0548,-94.0548
2018-03-02,-79.567,-79.567,-79.567,-79.567
2018-03-05,-75.8519,-75.8519,-75.8519,-75.8519
2018-03-06,-84.0295,-84.0295,-84.0295,-84.0295
2018-03-07,-86.8009,-86.8009,-86.8009,-86.8009
2018-03-08,-84.1163,-84.1163,-84.1163,-84.1163
2018-03-09,-50.3356,-50.3356,-50.3356,-50.3356
2018-03-12,-55.0336,-55.0336,-55.0336,-55.0336
2018-03-13,-59.3176,-59.3176,-59.3176,-59.3176
2018-03-14,-78.8396,-78.8396,-78.8396,-78.8396
2018-03-15,-67.8431,-67.8431,-67.8431,-67.8431
2018-03-16,-98.8848,-98.8848,-98.8848,-98.8848
2018-03-19,-85.7939,-85.7939,-85.7939,-85.7939
2018-03-20,-93.726,-93.726,-93.726,-93.726
2018-03-21,-93.7811,-93.7811,-93.7811,-93.7811
2018-03-22,-94.4401,-94.4401,-94.4401,-94.4401
2018-03-23,-99.4751,-99.4751,-99.4751,-99.4751
2018-03-26,-81.9519,-81.9519,-81.9519,-81.9519
2018-03-27,-94.3135,-94.3135,-94.3135,-94.3135
2018-03-28,-87.8086,-87.8086,-87.8086,-87.8086
2018-03-29,-73.4568,-73.4568,-73.4568,-73.4568
2018-04-02,-83.2287,-83.2287,-83.2287,-83.2287
2018-04-03,-69.589,-69.589,-69.589,-69.589
2018-04-04,-51.6941,-51.6941,-51.6941,-51.6941
2018-04-05,-26.3907,-26.3907,-26.3907,-26.3907
2018-04-06,-48.8011,-48.8011,-48.8011,-48.8011
2018-04-09,-48.237,-48.237,-48.237,-48.237
2018-04-10,-37.7997,-37.7997,-37.7997,-37.7997
2018-04-11,-57.2638,-57.2638,-57.2638,-57.2638
2018-04-12,-35.543,-35.543,-35.543,-35.543
