date,WILLR,WILLR,WILLR,WILLR
2018-01-02,-84.1828,-84.1828,-84.1828,-84.1828
2018-01-03,-56.0538,-56.0538,-56.0538,-56.0538
2018-01-04,-37.2197,-37.2197,-37.2197,-37.2197
2018-01-05,-21.9731,-21.9731,-21.9731,-21.9731
2018-01-08,-18.3857,-18.3857,-18.3857,-18.3857
2018-01-09,-18.2156,-18.2156,-18.2156,-18.2156
2018-01-10,-16.0256,-16.0256,-16.0256,-16.0256
2018-01-11,-1.8987,-1.8987,-1.8987,-1.8987
2018-01-12,-3.9548,-3.9548,-3.9548,-3.9548
2018-01-16,-12.6521,-12.6521,-12.6521,-12.6521
2018-01-17,-32.8467,-32.8467,-32.8467,-32.8467
2018-01-18,-37.4696,-37.4696,-37.4696,-37.4696
2018-01-19,-29.927,-29.927,-29.927,-29.927
2018-01-22,-10.4623,-10.4623,-10.4623,-10.4623
2018-01-23,-12.4088,-12.4088,-12.4088,-12.4088
2018-01-24,-4.3578,-4.3578,-4.3578,-4.3578
2018-01-25,-3.9301,-3.9301,-3.9301,-3.9301
2018-01-26,-1.0917,-1.0917,-1.0917,-1.0917
2018-01-29,-10.3659,-10.3659,-10.3659,-10.3659
2018-01-30,-23.3714,-23.3714,-23.3714,-23.3714
2018-01-31,-29.8901,-29.8901,-29.8901,-29.8901
2018-02-01,-26.6667,-26.6667,-26.6667,-26.6667
2018-02-02,-45.0704,-45.0704,-45.0704,-45.0704
2018-02-05,-96.5174,-96.5174,-96.5174,-96.5174
2018-02-06,-70.8029,-70.8029,-70.8029,-70.8029
2018-02-07,-67.5182,-67.5182,-67.5182,-67.5182
2018-02-08,-99.3209,-99.3209,-99.3209,-99.3209
2018-02-09,-71.6613,-71.6613,-71.6613,-71.6613
2018-02-12,-68.3423,-68.3423,-68.3423,-68.3423
2018-02-13,-65.7776,-65.7776,-65.7776,-65.7776
2018-02-14,-48.1262,-48.1262,-48.1262,-48.1262
2018-02-15,-51.2944,-51.2944,-51.2944,-51.2944
2018-02-16,-43.6003,-43.6003,-43.6003,-43.6003
2018-02-20,-54.1609,-54.1609,-54.1609,-54.1609
2018-02-21,-51.2944,-51.2944,-51.2944,-51.2944
2018-02-22,-63.8163,-63.8163,-63.8163,-63.8163
2018-02-23,-45.4107,-45.4107,-45.4107,-45.4107
2018-02-26,-40.1303,-40.1303,-40.1303,-40.1303
2018-02-27,-49.5304,-49.5304,-49.5304,-49.5304
2018-02-28,-58.0258,-58.0258,-58.0258,-58.0258
2018-03-01,-78.0986,-78.0986,-78.0986,-78.0986
2018-03-02,-74.0503,-74.0503,-74.0503,-74.0503
2018-03-05,-58.4344,-58.4344,-58.4344,-58.4344
2018-03-06,-45.6437,-45.6437,-45.6437,-45.6437
2018-03-07,-57.705,-57.705,-57.705,-57.705
2018-03-08,-51.0832,-51.0832,-51.0832,-51.0832
2018-03-09,-19.3927,-19.3927,-19.3927,-19.3927
2018-03-12,-28.6842,-28.6842,-28.6842,-28.6842
2018-03-13,-51.3158,-51.3158,-51.3158,-51.3158
2018-03-14,-74.4737,-74.4737,-74.4737,-74.4737
2018-03-15,-72.1053,-72.1053,-72.1053,-72.1053
2018-03-16,-74.7368,-74.7368,-74.7368,-74.7368
2018-03-19,-86.8421,-86.8421,-86.8421,-86.8421
2018-03-20,-92.1053,-92.1053,-92.1053,-92.1053
2018-03-21,-93.4211,-93.4211,-93.4211,-93.4211
2018-03-22,-97.8456,-97.8456,-97.8456,-97.8456
2018-03-23,-98.5612,-98.5612,-98.5612,-98.5612
2018-03-26,-69.2086,-69.2086,-69.2086,-69.2086
2018-03-27,-89.0517,-89.0517,-89.0517,-89.0517
2018-03-28,-85.5269,-85.5269,-85.5269,-85.5269
2018-03-29,-78.7622,-78.7622,-78.7622,-78.7622
2018-04-02,-89.9639,-89.9639,-89.9639,-89.9639
2018-04-03,-80.8542,-80.8542,-80.8542,-80.8542
2018-04-04,-74.5237,-74.5237,-74.5237,-74.5237
2018-04-05,-68.3476,-68.3476,-68.3476,-68.3476
2018-04-06,-80.6997,-80.6997,-80.6997,-80.6997
2018-04-09,-75.9133,-75.9133,-75.9133,-75.9133
2018-04-10,-67.8179,-67.8179,-67.8179,-67.8179
2018-04-11,-72.1612,-72.1612,-72.1612,-72.1612
2018-04-12,-55.4435,-55.4435,-55.4435,-55.4435
2018-04-13,-61.2903,-61.2903,-61.2903,-61.2903
2018-04-16,-44.9074,-44.9074,-44.9074,-44.9074
2018-04-17,-53.9352,-53.9352,-53.9352,-53.9352
2018-04-18,-76.7943,-76.7943,-76.7943,-76.7943
2018-04-19,-47.1519,-47.1519,-47.1519,-47.1519
2018-04-20,-51.049,-51.049,-51.049,-51.049
2018-04-23,-47.2028,-47.2028,-47.2028,-47.2028
2018-04-24,-51.3986,-51.3986,-51.3986,-51.3986
2018-04-25,-38.4615,-38.4615,-38.4615,-38.4615
2018-04-26,-38.8112,-38.8112,-38.8112,-38.8112
2018-04-27,-22.3776,-22.3776,-22.3776,-22.3776
2018-04-30,-58.8957,-58.8957,-58.8957,-58.8957
2018-05-01,-48.0493,-48.0493,-48.0493,-48.0493
2018-05-02,-95.7547,-95.7547,-95.7547,-95.7547
2018-05-03,-69.708,-69.708,-69.708,-69.708
2018-05-04,-56.5693,-56.5693,-56.5693,-56.5693
2018-05-07,-55.8394,-55.8394,-55.8394,-55.8394
2018-05-08,-56.9343,-56.9343,-56.9343,-56.9343
2018-05-09,-38.6861,-38.6861,-38.6861,-38.6861
2018-05-10,-26.2774,-26.2774,-26.2774,-26.2774
2018-05-11,-14.2336,-14.2336,-14.2336,-14.2336
2018-05-14,-25.9124,-25.9124,-25.9124,-25.9124
