date,WILLR,WILLR,WILLR,WILLR
2018-01-02,-55.4382,-55.4382,-55.4382,-55.4382
2018-01-03,-43.189,-43.189,-43.189,-43.189
2018-01-04,-34.8997,-34.8997,-34.8997,-34.8997
2018-01-05,-29.7782,-29.7782,-29.7782,-29.7782
2018-01-08,-18.7962,-18.7962,-18.7962,-18.7962
2018-01-09,-14.9606,-14.9606,-14.9606,-14.9606
2018-01-10,-13.4421,-13.4421,-13.4421,-13.4421
2018-01-11,-15.1589,-15.1589,-15.1589,-15.1589
2018-01-12,-15.7538,-15.7538,-15.7538,-15.7538
2018-01-16,-19.0154,-19.0154,-19.0154,-19.0154
2018-01-17,-23.6308,-23.6308,-23.6308,-23.6308
2018-01-18,-19.8198,-19.8198,-19.8198,-19.8198
2018-01-19,-6.8336,-6.8336,-6.8336,-6.8336
2018-01-22,-0.0,-0.0,-0.0,-0.0
2018-01-23,-12.3088,-12.3088,-12.3088,-12.3088
2018-01-24,-7.1978,-7.1978,-7.1978,-7.1978
2018-01-25,-12.928,-12.928,-12.928,-12.928
2018-01-26,-6.9665,-6.9665,-6.9665,-6.9665
2018-01-29,-23.7226,-23.7226,-23.7226,-23.7226
2018-01-30,-24.659,-24.659,-24.659,-24.659
2018-01-31,-23.4885,-23.4885,-23.4885,-23.4885
2018-02-01,-1.1677,-1.1677,-1.1677,-1.1677
2018-02-02,-20.1296,-20.1296,-20.1296,-20.1296
2018-02-05,-46.7793,-46.7793,-46.7793,-46.7793
2018-02-06,-27.6846,-27.6846,-27.6846,-27.6846
2018-02-07,-15.8863,-15.8863,-15.8863,-15.8863
2018-02-08,-51.54,-51.54,-51.54,-51.54
2018-02-09,-31.8244,-31.8244,-31.8244,-31.8244
2018-02-12,-14.8514,-14.8514,-14.8514,-14.8514
2018-02-13,-14.6961,-14.6961,-14.6961,-14.6961
2018-02-14,-4.3985,-4.3985,-4.3985,-4.3985
2018-02-15,-0.4644,-0.4644,-0.4644,-0.4644
2018-02-16,-13.7025,-13.7025,-13.7025,-13.7025
2018-02-20,-9.2273,-9.2273,-9.2273,-9.2273
2018-02-21,-16.4707,-16.4707,-16.4707,-16.4707
2018-02-22,-22.2378,-22.2378,-22.2378,-22.2378
2018-02-23,-6.1362,-6.1362,-6.1362,-6.1362
2018-02-26,-0.2148,-0.2148,-0.2148,-0.2148
2018-02-27,-10.95,-10.95,-10.95,-10.95
2018-02-28,-13.0007,-13.0007,-13.0007,-13.0007
2018-03-01,-28.0908,-28.0908,-28.0908,-28.0908
2018-03-02,-14.8858,-14.8858,-14.8858,-14.8858
2018-03-05,-7.4941,-7.4941,-7.4941,-7.4941
2018-03-06,-3.3937,-3.3937,-3.3937,-3.3937
2018-03-07,-8.2214,-8.2214,-8.2214,-8.2214
2018-03-08,-8.8906,-8.8906,-8.8906,-8.8906
2018-03-09,-1.2783,-1.2783,-1.2783,-1.2783
2018-03-12,-11.3113,-11.3113,-11.3113,-11.3113
2018-03-13,-30.8845,-30.8845,-30.8845,-30.8845
2018-03-14,-39.2155,-39.2155,-39.2155,-39.2155
2018-03-15,-28.2867,-28.2867,-28.2867,-28.2867
2018-03-16,-29.496,-29.496,-29.496,-29.496
2018-03-19,-36.5728,-36.5728,-36.5728,-36.5728
2018-03-20,-33.7063,-33.7063,-33.7063,-33.7063
2018-03-21,-32.273,-32.273,-32.273,-32.273
2018-03-22,-51.7119,-51.7119,-51.7119,-51.7119
2018-03-23,-60.849,-60.849,-60.849,-60.849
2018-03-26,-44.7694,-44.7694,-44.7694,-44.7694
2018-03-27,-56.9075,-56.9075,-56.9075,-56.9075
2018-03-28,-57.6242,-57.6242,-57.6242,-57.6242
2018-03-29,-44.6351,-44.6351,-44.6351,-44.6351
2018-04-02,-62.7302,-62.7302,-62.7302,-62.7302
2018-04-03,-49.8755,-49.8755,-49.8755,-49.8755
2018-04-04,-50.2338,-50.2338,-50.2338,-50.2338
