date,WILLR,WILLR,WILLR,WILLR
2018-01-02,-79.7654,-79.7654,-79.7654,-79.7654
2018-01-03,-53.0303,-53.0303,-53.0303,-53.0303
2018-01-04,-28.2051,-28.2051,-28.2051,-28.2051
2018-01-05,-32.8671,-32.8671,-32.8671,-32.8671
2018-01-08,-73.8928,-73.8928,-73.8928,-73.8928
2018-01-09,-37.5291,-37.5291,-37.5291,-37.5291
2018-01-10,-32.4387,-32.4387,-32.4387,-32.4387
2018-01-11,-37.0486,-37.0486,-37.0486,-37.0486
2018-01-12,-4.5645,-4.5645,-4.5645,-4.5645
2018-01-16,-34.7249,-34.7249,-34.7249,-34.7249
2018-01-17,-29.3939,-29.3939,-29.3939,-29.3939
2018-01-18,-31.8182,-31.8182,-31.8182,-31.8182
2018-01-19,-5.2632,-5.2632,-5.2632,-5.2632
2018-01-22,-11.0714,-11.0714,-11.0714,-11.0714
2018-01-23,-12.5,-12.5,-12.5,-12.5
2018-01-24,-9.7143,-9.7143,-9.7143,-9.7143
2018-01-25,-32.0969,-32.0969,-32.0969,-32.0969
2018-01-26,-12.7608,-12.7608,-12.7608,-12.7608
2018-01-29,-27.0073,-27.0073,-27.0073,-27.0073
2018-01-30,-99.7602,-99.7602,-99.7602,-99.7602
2018-01-31,-88.4462,-88.4462,-88.4462,-88.4462
2018-02-01,-58.5937,-58.5937,-58.5937,-58.5937
2018-02-02,-96.3351,-96.3351,-96.3351,-96.3351
2018-02-05,-85.5405,-85.5405,-85.5405,-85.5405
2018-02-06,-55.4612,-55.4612,-55.4612,-55.4612
2018-02-07,-52.4752,-52.4752,-52.4752,-52.4752
2018-02-08,-90.8976,-90.8976,-90.8976,-90.8976
2018-02-09,-56.9478,-56.9478,-56.9478,-56.9478
2018-02-12,-25.9113,-25.9113,-25.9113,-25.9113
2018-02-13,-17.6355,-17.6355,-17.6355,-17.6355
2018-02-14,-2.5597,-2.5597,-2.5597,-2.5597
2018-02-15,-5.8824,-5.8824,-5.8824,-5.8824
2018-02-16,-18.3381,-18.3381,-18.3381,-18.3381
2018-02-20,-30.2115,-30.2115,-30.2115,-30.2115
2018-02-21,-38.4824,-38.4824,-38.4824,-38.4824
