date,WILLR,WILLR,WILLR,WILLR
2018-01-02,-61.7674,-61.7674,-61.7674,-61.7674
2018-01-03,-56.7178,-56.7178,-56.7178,-56.7178
2018-01-04,-54.1028,-54.1028,-54.1028,-54.1028
2018-01-05,-52.9306,-52.9306,-52.9306,-52.9306
2018-01-08,-56.2218,-56.2218,-56.2218,-56.2218
2018-01-09,-45.7619,-45.7619,-45.7619,-45.7619
2018-01-10,-48.2867,-48.2867,-48.2867,-48.2867
2018-01-11,-51.8485,-51.8485,-51.8485,-51.8485
2018-01-12,-46.7087,-46.7087,-46.7087,-46.7087
2018-01-16,-46.5735,-46.5735,-46.5735,-46.5735
2018-01-17,-38.1425,-38.1425,-38.1425,-38.1425
2018-01-18,-37.4662,-37.4662,-37.4662,-37.4662
2018-01-19,-35.1668,-35.1668,-35.1668,-35.1668
2018-01-22,-27.9982,-27.9982,-27.9982,-27.9982
2018-01-23,-12.2182,-12.2182,-12.2182,-12.2182
2018-01-24,-4.5987,-4.5987,-4.5987,-4.5987
2018-01-25,-5.3652,-5.3652,-5.3652,-5.3652
2018-01-26,-0.9017,-0.9017,-0.9017,-0.9017
2018-01-29,-8.4761,-8.4761,-8.4761,-8.4761
2018-01-30,-13.2552,-13.2552,-13.2552,-13.2552
2018-01-31,-5.701,-5.701,-5.701,-5.701
2018-02-01,-8.5304,-8.5304,-8.5304,-8.5304
2018-02-02,-17.9476,-17.9476,-17.9476,-17.9476
2018-02-05,-42.8632,-42.8632,-42.8632,-42.8632
2018-02-06,-49.0709,-49.0709,-49.0709,-49.0709
2018-02-07,-42.1453,-42.1453,-42.1453,-42.1453
2018-02-08,-72.2551,-72.2551,-72.2551,-72.2551
2018-02-09,-54.8142,-54.8142,-54.8142,-54.8142
2018-02-12,-54.4341,-54.4341,-54.4341,-54.4341
2018-02-13,-52.2804,-52.2804,-52.2804,-52.2804
2018-02-14,-43.1166,-43.1166,-43.1166,-43.1166
2018-02-15,-44.0456,-44.0456,-44.0456,-44.0456
2018-02-16,-44.3412,-44.3412,-44.3412,-44.3412
2018-02-20,-50.9291,-50.9291,-50.9291,-50.9291
2018-02-21,-58.1926,-58.1926,-58.1926,-58.1926
2018-02-22,-60.9375,-60.9375,-60.9375,-60.9375
2018-02-23,-56.9679,-56.9679,-56.9679,-56.9679
2018-02-26,-47.973,-47.973,-47.973,-47.973
2018-02-27,-56.2078,-56.2078,-56.2078,-56.2078
2018-02-28,-65.7939,-65.7939,-65.7939,-65.7939
2018-03-01,-74.7044,-74.7044,-74.7044,-74.7044
2018-03-02,-75.1918,-75.1918,-75.1918,-75.1918
2018-03-05,-79.6602,-79.6602,-79.6602,-79.6602
2018-03-06,-77.8111,-77.8111,-77.8111,-77.8111
2018-03-07,-84.2579,-84.2579,-84.2579,-84.2579
2018-03-08,-77.911,-77.911,-77.911,-77.911
2018-03-09,-67.4663,-67.4663,-67.4663,-67.4663
2018-03-12,-72.014,-72.014,-72.014,-72.014
2018-03-13,-77.7611,-77.7611,-77.7611,-77.7611
2018-03-14,-83.6582,-83.6582,-83.6582,-83.6582
2018-03-15,-82.1589,-82.1589,-82.1589,-82.1589
2018-03-16,-82.5587,-82.5587,-82.5587,-82.5587
2018-03-19,-85.957,-85.957,-85.957,-85.957
2018-03-20,-80.8596,-80.8596,-80.8596,-80.8596
2018-03-21,-86.1569,-86.1569,-86.1569,-86.1569
2018-03-22,-98.7078,-98.7078,-98.7078,-98.7078
2018-03-23,-99.1782,-99.1782,-99.1782,-99.1782
2018-03-26,-88.5813,-88.5813,-88.5813,-88.5813
2018-03-27,-89.9654,-89.9654,-89.9654,-89.9654
2018-03-28,-83.218,-83.218,-83.218,-83.218
2018-03-29,-89.6626,-89.6626,-89.6626,-89.6626
2018-04-02,-91.8058,-91.8058,-91.8058,-91.8058
2018-04-03,-85.0531,-85.0531,-85.0531,-85.0531
2018-04-04,-80.8801,-80.8801,-80.8801,-80.8801
2018-04-05,-82.4355,-82.4355,-82.4355,-82.4355
2018-04-06,-88.6571,-88.6571,-88.6571,-88.6571
2018-04-09,-88.5432,-88.5432,-88.5432,-88.5432
2018-04-10,-84.6737,-84.6737,-84.6737,-84.6737
2018-04-11,-88.9226,-88.9226,-88.9226,-88.9226
