date,Aroon Up,Aroon Down,Aroon Down,Aroon Up,Aroon Up,Aroon Down,Aroon Down,Aroon Up
2018-03-26,75.0,25.0,25.0,75.0,75.0,25.0,25.0,75.0
2018-03-27,72.5,22.5,22.5,72.5,72.5,22.5,22.5,72.5
2018-03-28,70.0,20.0,20.0,70.0,70.0,20.0,20.0,70.0
2018-03-29,67.5,17.5,17.5,67.5,67.5,17.5,17.5,67.5
2018-04-02,65.0,15.0,15.0,65.0,65.0,15.0,15.0,65.0
2018-04-03,62.5,12.5,12.5,62.5,62.5,12.5,12.5,62.5
2018-04-04,60.0,10.0,10.0,60.0,60.0,10.0,10.0,60.0
2018-04-05,57.5,7.5,7.5,57.5,57.5,7.5,7.5,57.5
2018-04-06,55.0,5.0,5.0,55.0,55.0,5.0,5.0,55.0
2018-04-09,52.5,2.5,2.5,52.5,52.5,2.5,2.5,52.5
2018-04-10,50.0,0.0,0.0,50.0,50.0,0.0,0.0,50.0
2018-04-11,47.5,82.5,82.5,47.5,47.5,82.5,82.5,47.5
2018-04-12,45.0,80.0,80.0,45.0,45.0,80.0,80.0,45.0
2018-04-13,42.5,77.5,77.5,42.5,42.5,77.5,77.5,42.5
2018-04-16,40.0,75.0,75.0,40.0,40.0,75.0,75.0,40.0
2018-04-17,37.5,72.5,72.5,37.5,37.5,72.5,72.5,37.5
2018-04-18,35.0,70.0,70.0,35.0,35.0,70.0,70.0,35.0
2018-04-19,32.5,67.5,67.5,32.5,32.5,67.5,67.5,32.5
2018-04-20,30.0,65.0,65.0,30.0,30.0,65.0,65.0,30.0
2018-04-23,27.5,62.5,62.5,27.5,27.5,62.5,62.5,27.5
2018-04-24,25.0,100.0,100.0,25.0,25.0,100.0,100.0,25.0
2018-04-25,22.5,100.0,100.0,22.5,22.5,100.0,100.0,22.5
2018-04-26,20.0,97.5,97.5,20.0,20.0,97.5,97.5,20.0
2018-04-27,17.5,95.0,95.0,17.5,17.5,95.0,95.0,17.5
2018-04-30,15.0,92.5,92.5,15.0,15.0,92.5,92.5,15.0
2018-05-01,12.5,100.0,100.0,12.5,12.5,100.0,100.0,12.5
2018-05-02,10.0,100.0,100.0,10.0,10.0,100.0,100.0,10.0
2018-05-03,7.5,100.0,100.0,7.5,7.5,100.0,100.0,7.5
2018-05-04,5.0,97.5,97.5,5.0,5.0,97.5,97.5,5.0
2018-05-07,2.5,95.0,95.0,2.5,2.5,95.0,95.0,2.5
2018-05-08,0.0,92.5,92.5,0.0,0.0,92.5,92.5,0.0
2018-05-09,0.0,90.0,90.0,0.0,0.0,90.0,90.0,0.0
2018-05-10,0.0,87.5,87.5,0.0,0.0,87.5,87.5,0.0
2018-05-11,2.5,85.0,85.0,2.5,2.5,85.0,85.0,2.5
2018-05-14,0.0,82.5,82.5,0.0,0.0,82.5,82.5,0.0
2018-05-15,0.0,80.0,80.0,0.0,0.0,80.0,80.0,0.0
2018-05-16,2.5,77.5,77.5,2.5,2.5,77.5,77.5,2.5
2018-05-17,0.0,75.0,75.0,0.0,0.0,75.0,75.0,0.0
2018-05-18,37.5,72.5,72.5,37.5,37.5,72.5,72.5,37.5
2018-05-21,35.0,70.0,70.0,35.0,35.0,70.0,70.0,35.0
2018-05-22,32.5,67.5,67.5,32.5,32.5,67.5,67.5,32.5
2018-05-23,30.0,65.0,65.0,30.0,30.0,65.0,65.0,30.0
2018-05-24,27.5,62.5,62.5,27.5,27.5,62.5,62.5,27.5
2018-05-25,25.0,60.0,60.0,25.0,25.0,60.0,60.0,25.0
2018-05-29,22.5,100.0,100.0,22.5,22.5,100.0,100.0,22.5
2018-05-30,20.0,97.5,97.5,20.0,20.0,97.5,97.5,20.0
2018-05-31,17.5,100.0,100.0,17.5,17.5,100.0,100.0,17.5
2018-06-01,15.0,97.5,97.5,15.0,15.0,97.5,97.5,15.0
2018-06-04,12.5,95.0,95.0,12.5,12.5,95.0,95.0,12.5
2018-06-05,10.0,92.5,92.5,10.0,10.0,92.5,92.5,10.0
2018-06-06,7.5,90.0,90.0,7.5,7.5,90.0,90.0,7.5
2018-06-07,5.0,87.5,87.5,5.0,5.0,87.5,87.5,5.0
2018-06-08,2.5,85.0,85.0,2.5,2.5,85.0,85.0,2.5
2018-06-11,0.0,82.5,82.5,0.0,0.0,82.5,82.5,0.0
2018-06-12,2.5,80.0,80.0,2.5,2.5,80.0,80.0,2.5
2018-06-13,0.0,77.5,77.5,0.0,0.0,77.5,77.5,0.0
2018-06-14,0.0,75.0,75.0,0.0,0.0,75.0,75.0,0.0
2018-06-15,0.0,72.5,72.5,0.0,0.0,72.5,72.5,0.0
2018-06-18,0.0,70.0,70.0,0.0,0.0,70.0,70.0,0.0
2018-06-19,0.0,67.5,67.5,0.0,0.0,67.5,67.5,0.0
2018-06-20,0.0,65.0,65.0,0.0,0.0,65.0,65.0,0.0
2018-06-21,32.5,62.5,62.5,32.5,32.5,62.5,62.5,32.5
2018-06-22,30.0,60.0,60.0,30.0,30.0,60.0,60.0,30.0
2018-06-25,27.5,100.0,100.0,27.5,27.5,100.0,100.0,27.5
2018-06-26,25.0,100.0,100.0,25.0,25.0,100.0,100.0,25.0
2018-06-27,22.5,97.5,97.5,22.5,22.5,97.5,97.5,22.5
2018-06-28,20.0,95.0,95.0,20.0,20.0,95.0,95.0,20.0
2018-06-29,17.5,92.5,92.5,17.5,17.5,92.5,92.5,17.5
2018-07-02,15.0,100.0,100.0,15.0,15.0,100.0,100.0,15.0
2018-07-03,12.5,97.5,97.5,12.5,12.5,97.5,97.5,12.5
2018-07-05,10.0,95.0,95.0,10.0,10.0,95.0,95.0,10.0
2018-07-06,7.5,92.5,92.5,7.5,7.5,92.5,92.5,7.5
2018-07-09,5.0,90.0,90.0,5.0,5.0,90.0,90.0,5.0
2018-07-10,2.5,87.5,87.5,2.5,2.5,87.5,87.5,2.5
2018-07-11,0.0,85.0,85.0,0.0,0.0,85.0,85.0,0.0
2018-07-12,0.0,82.5,82.5,0.0,0.0,82.5,82.5,0.0
2018-07-13,2.5,80.0,80.0,2.5,2.5,80.0,80.0,2.5
2018-07-16,0.0,77.5,77.5,0.0,0.0,77.5,77.5,0.0
2018-07-17,5.0,75.0,75.0,5.0,5.0,75.0,75.0,5.0
2018-07-18,2.5,72.5,72.5,2.5,2.5,72.5,72.5,2.5
2018-07-19,0.0,70.0,70.0,0.0,0.0,70.0,70.0,0.0
2018-07-20,35.0,67.5,67.5,35.0,35.0,67.5,67.5,35.0
2018-07-23,32.5,65.0,65.0,32.5,32.5,65.0,65.0,32.5
2018-07-24,30.0,62.5,62.5,30.0,30.0,62.5,62.5,30.0
2018-07-25,27.5,60.0,60.0,27.5,27.5,60.0,60.0,27.5
2018-07-26,100.0,57.5,57.5,100.0,100.0,57.5,57.5,100.0
2018-07-27,100.0,55.0,55.0,100.0,100.0,55.0,55.0,100.0
2018-07-30,100.0,52.5,52.5,100.0,100.0,52.5,52.5,100.0
2018-07-31,97.5,50.0,50.0,97.5,97.5,50.0,50.0,97.5
2018-08-01,95.0,47.5,47.5,95.0,95.0,47.5,47.5,95.0
2018-08-02,92.5,45.0,45.0,92.5,92.5,45.0,45.0,92.5
2018-08-03,90.0,42.5,42.5,90.0,90.0,42.5,42.5,90.0
2018-08-06,87.5,40.0,40.0,87.5,87.5,40.0,40.0,87.5
2018-08-07,85.0,37.5,37.5,85.0,85.0,37.5,37.5,85.0
2018-08-08,82.5,35.0,35.0,82.5,82.5,35.0,35.0,82.5
2018-08-09,80.0,32.5,32.5,80.0,80.0,32.5,32.5,80.0
2018-08-10,77.5,30.0,30.0,77.5,77.5,30.0,30.0,77.5
2018-08-13,75.0,27.5,27.5,75.0,75.0,27.5,27.5,75.0
2018-08-14,72.5,25.0,25.0,72.5,72.5,25.0,25.0,72.5
2018-08-15,70.0,22.5,22.5,70.0,70.0,22.5,22.5,70.0
2018-08-16,67.5,20.0,20.0,67.5,67.5,20.0,20.0,67.5
2018-08-17,65.0,17.5,17.5,65.0,65.0,17.5,17.5,65.0
2018-08-20,62.5,15.0,15.0,62.5,62.5,15.0,15.0,62.5
2018-08-21,60.0,12.5,12.5,60.0,60.0,12.5,12.5,60.0
2018-08-22,57.5,10.0,10.0,57.5,57.5,10.0,10.0,57.5
2018-08-23,55.0,7.5,7.5,55.0,55.0,7.5,7.5,55.0
2018-08-24,52.5,5.0,5.0,52.5,52.5,5.0,5.0,52.5
2018-08-27,100.0,2.5,2.5,100.0,100.0,2.5,2.5,100.0
2018-08-28,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0
2018-08-29,97.5,2.5,2.5,97.5,97.5,2.5,2.5,97.5
2018-08-30,95.0,0.0,0.0,95.0,95.0,0.0,0.0,95.0
2018-08-31,92.5,0.0,0.0,92.5,92.5,0.0,0.0,92.5
2018-09-04,90.0,0.0,0.0,90.0,90.0,0.0,0.0,90.0
2018-09-05,87.5,7.5,7.5,87.5,87.5,7.5,7.5,87.5
2018-09-06,85.0,5.0,5.0,85.0,85.0,5.0,5.0,85.0
2018-09-07,82.5,2.5,2.5,82.5,82.5,2.5,2.5,82.5
2018-09-10,80.0,0.0,0.0,80.0,80.0,0.0,0.0,80.0
2018-09-11,77.5,50.0,50.0,77.5,77.5,50.0,50.0,77.5
2018-09-12,75.0,47.5,47.5,75.0,75.0,47.5,47.5,75.0
2018-09-13,72.5,45.0,45.0,72.5,72.5,45.0,45.0,72.5
2018-09-14,70.0,42.5,42.5,70.0,70.0,42.5,42.5,70.0
2018-09-17,67.5,40.0,40.0,67.5,67.5,40.0,40.0,67.5
2018-09-18,65.0,100.0,100.0,65.0,65.0,100.0,100.0,65.0
2018-09-19,62.5,97.5,97.5,62.5,62.5,97.5,97.5,62.5
2018-09-20,60.0,95.0,95.0,60.0,60.0,95.0,95.0,60.0
2018-09-21,57.5,92.5,92.5,57.5,57.5,92.5,92.5,57.5
2018-09-24,55.0,90.0,90.0,55.0,55.0,90.0,90.0,55.0
2018-09-25,52.5,87.5,87.5,52.5,52.5,87.5,87.5,52.5
2018-09-26,50.0,85.0,85.0,50.0,50.0,85.0,85.0,50.0
2018-09-27,47.5,82.5,82.5,47.5,47.5,82.5,82.5,47.5
2018-09-28,45.0,100.0,100.0,45.0,45.0,100.0,100.0,45.0
2018-10-01,42.5,97.5,97.5,42.5,42.5,97.5,97.5,42.5
2018-10-02,40.0,95.0,95.0,40.0,40.0,95.0,95.0,40.0
2018-10-03,37.5,92.5,92.5,37.5,37.5,92.5,92.5,37.5
2018-10-04,35.0,90.0,90.0,35.0,35.0,90.0,90.0,35.0
2018-10-05,32.5,87.5,87.5,32.5,32.5,87.5,87.5,32.5
2018-10-08,30.0,100.0,100.0,30.0,30.0,100.0,100.0,30.0
2018-10-09,27.5,97.5,97.5,27.5,27.5,97.5,97.5,27.5
2018-10-10,25.0,100.0,100.0,25.0,25.0,100.0,100.0,25.0
2018-10-11,22.5,100.0,100.0,22.5,22.5,100.0,100.0,22.5
2018-10-12,20.0,97.5,97.5,20.0,20.0,97.5,97.5,20.0
2018-10-15,17.5,95.0,95.0,17.5,17.5,95.0,95.0,17.5
2018-10-16,15.0,92.5,92.5,15.0,15.0,92.5,92.5,15.0
2018-10-17,12.5,90.0,90.0,12.5,12.5,90.0,90.0,12.5
2018-10-18,10.0,87.5,87.5,10.0,10.0,87.5,87.5,10.0
2018-10-19,7.5,85.0,85.0,7.5,7.5,85.0,85.0,7.5
2018-10-22,5.0,82.5,82.5,5.0,5.0,82.5,82.5,5.0
2018-10-23,2.5,80.0,80.0,2.5,2.5,80.0,80.0,2.5
2018-10-24,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0
2018-10-25,0.0,97.5,97.5,0.0,0.0,97.5,97.5,0.0
2018-10-26,0.0,95.0,95.0,0.0,0.0,95.0,95.0,0.0
2018-10-29,5.0,92.5,92.5,5.0,5.0,92.5,92.5,5.0
2018-10-30,2.5,90.0,90.0,2.5,2.5,90.0,90.0,2.5
2018-10-31,0.0,87.5,87.5,0.0,0.0,87.5,87.5,0.0
2018-11-01,0.0,85.0,85.0,0.0,0.0,85.0,85.0,0.0
2018-11-02,25.0,82.5,82.5,25.0,25.0,82.5,82.5,25.0
2018-11-05,22.5,80.0,80.0,22.5,22.5,80.0,80.0,22.5
2018-11-06,20.0,77.5,77.5,20.0,20.0,77.5,77.5,20.0
2018-11-07,17.5,75.0,75.0,17.5,17.5,75.0,75.0,17.5
2018-11-08,15.0,72.5,72.5,15.0,15.0,72.5,72.5,15.0
2018-11-09,12.5,70.0,70.0,12.5,12.5,70.0,70.0,12.5
2018-11-12,10.0,100.0,100.0,10.0,10.0,100.0,100.0,10.0
2018-11-13,7.5,100.0,100.0,7.5,7.5,100.0,100.0,7.5
2018-11-14,5.0,100.0,100.0,5.0,5.0,100.0,100.0,5.0
2018-11-15,2.5,97.5,97.5,2.5,2.5,97.5,97.5,2.5
2018-11-16,0.0,95.0,95.0,0.0,0.0,95.0,95.0,0.0
2018-11-19,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0
2018-11-20,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0
2018-11-21,77.5,97.5,97.5,77.5,77.5,97.5,97.5,77.5
2018-11-23,75.0,100.0,100.0,75.0,75.0,100.0,100.0,75.0
2018-11-26,72.5,97.5,97.5,72.5,72.5,97.5,97.5,72.5
2018-11-27,70.0,95.0,95.0,70.0,70.0,95.0,95.0,70.0
2018-11-28,67.5,92.5,92.5,67.5,67.5,92.5,92.5,67.5
2018-11-29,65.0,90.0,90.0,65.0,65.0,90.0,90.0,65.0
2018-11-30,62.5,100.0,100.0,62.5,62.5,100.0,100.0,62.5
2018-12-03,60.0,97.5,97.5,60.0,60.0,97.5,97.5,60.0
2018-12-04,57.5,100.0,100.0,57.5,57.5,100.0,100.0,57.5
2018-12-06,55.0,100.0,100.0,55.0,55.0,100.0,100.0,55.0
2018-12-07,52.5,100.0,100.0,52.5,52.5,100.0,100.0,52.5
2018-12-10,50.0,100.0,100.0,50.0,50.0,100.0,100.0,50.0
2018-12-11,47.5,97.5,97.5,47.5,47.5,97.5,97.5,47.5
2018-12-12,45.0,95.0,95.0,45.0,45.0,95.0,95.0,45.0
2018-12-13,42.5,92.5,92.5,42.5,42.5,92.5,92.5,42.5
2018-12-14,40.0,100.0,100.0,40.0,40.0,100.0,100.0,40.0
2018-12-17,37.5,100.0,100.0,37.5,37.5,100.0,100.0,37.5
2018-12-18,35.0,97.5,97.5,35.0,35.0,97.5,97.5,35.0
2018-12-19,32.5,95.0,95.0,32.5,32.5,95.0,95.0,32.5
2018-12-20,30.0,92.5,92.5,30.0,30.0,92.5,92.5,30.0
2018-12-21,27.5,100.0,100.0,27.5,27.5,100.0,100.0,27.5
2018-12-24,25.0,100.0,100.0,25.0,25.0,100.0,100.0,25.0
2018-12-26,22.5,100.0,100.0,22.5,22.5,100.0,100.0,22.5
2018-12-27,20.0,97.5,97.5,20.0,20.0,97.5,97.5,20.0
2018-12-28,17.5,95.0,95.0,17.5,17.5,95.0,95.0,17.5
2018-12-31,15.0,92.5,92.5,15.0,15.0,92.5,92.5,15.0
2019-01-02,12.5,90.0,90.0,12.5,12.5,90.0,90.0,12.5
2019-01-03,10.0,87.5,87.5,10.0,10.0,87.5,87.5,10.0
2019-01-04,7.5,85.0,85.0,7.5,7.5,85.0,85.0,7.5
2019-01-07,5.0,82.5,82.5,5.0,5.0,82.5,82.5,5.0
2019-01-08,2.5,80.0,80.0,2.5,2.5,80.0,80.0,2.5
2019-01-09,0.0,77.5,77.5,0.0,0.0,77.5,77.5,0.0
2019-01-10,0.0,75.0,75.0,0.0,0.0,75.0,75.0,0.0
2019-01-11,0.0,72.5,72.5,0.0,0.0,72.5,72.5,0.0
2019-01-14,0.0,70.0,70.0,0.0,0.0,70.0,70.0,0.0
2019-01-15,0.0,67.5,67.5,0.0,0.0,67.5,67.5,0.0
2019-01-16,2.5,65.0,65.0,2.5,2.5,65.0,65.0,2.5
2019-01-17,0.0,62.5,62.5,0.0,0.0,62.5,62.5,0.0
2019-01-18,100.0,60.0,60.0,100.0,100.0,60.0,60.0,100.0
2019-01-22,97.5,57.5,57.5,97.5,97.5,57.5,57.5,97.5
2019-01-23,95.0,55.0,55.0,95.0,95.0,55.0,55.0,95.0
2019-01-24,92.5,52.5,52.5,92.5,92.5,52.5,52.5,92.5
2019-01-25,90.0,50.0,50.0,90.0,90.0,50.0,50.0,90.0
2019-01-28,87.5,47.5,47.5,87.5,87.5,47.5,47.5,87.5
2019-01-29,85.0,45.0,45.0,85.0,85.0,45.0,45.0,85.0
2019-01-30,100.0,42.5,42.5,100.0,100.0,42.5,42.5,100.0
2019-01-31,97.5,40.0,40.0,97.5,97.5,40.0,40.0,97.5
2019-02-01,95.0,37.5,37.5,95.0,95.0,37.5,37.5,95.0
2019-02-04,92.5,35.0,35.0,92.5,92.5,35.0,35.0,92.5
2019-02-05,90.0,32.5,32.5,90.0,90.0,32.5,32.5,90.0
2019-02-06,87.5,30.0,30.0,87.5,87.5,30.0,30.0,87.5
2019-02-07,85.0,27.5,27.5,85.0,85.0,27.5,27.5,85.0
2019-02-08,82.5,25.0,25.0,82.5,82.5,25.0,25.0,82.5
2019-02-11,80.0,22.5,22.5,80.0,80.0,22.5,22.5,80.0
2019-02-12,77.5,20.0,20.0,77.5,77.5,20.0,20.0,77.5
2019-02-13,75.0,17.5,17.5,75.0,75.0,17.5,17.5,75.0
2019-02-14,72.5,15.0,15.0,72.5,72.5,15.0,15.0,72.5
2019-02-15,70.0,12.5,12.5,70.0,70.0,12.5,12.5,70.0
2019-02-19,67.5,10.0,10.0,67.5,67.5,10.0,10.0,67.5
2019-02-20,65.0,7.5,7.5,65.0,65.0,7.5,7.5,65.0
2019-02-21,62.5,5.0,5.0,62.5,62.5,5.0,5.0,62.5
2019-02-22,60.0,2.5,2.5,60.0,60.0,2.5,2.5,60.0
2019-02-25,57.5,0.0,0.0,57.5,57.5,0.0,0.0,57.5
2019-02-26,55.0,0.0,0.0,55.0,55.0,0.0,0.0,55.0
2019-02-27,52.5,0.0,0.0,52.5,52.5,0.0,0.0,52.5
2019-02-28,50.0,2.5,2.5,50.0,50.0,2.5,2.5,50.0
2019-03-01,47.5,0.0,0.0,47.5,47.5,0.0,0.0,47.5
2019-03-04,45.0,0.0,0.0,45.0,45.0,0.0,0.0,45.0
2019-03-05,42.5,0.0,0.0,42.5,42.5,0.0,0.0,42.5
2019-03-06,40.0,0.0,0.0,40.0,40.0,0.0,0.0,40.0
2019-03-07,37.5,7.5,7.5,37.5,37.5,7.5,7.5,37.5
2019-03-08,35.0,5.0,5.0,35.0,35.0,5.0,5.0,35.0
2019-03-11,32.5,2.5,2.5,32.5,32.5,2.5,2.5,32.5
2019-03-12,30.0,0.0,0.0,30.0,30.0,0.0,0.0,30.0
2019-03-13,27.5,0.0,0.0,27.5,27.5,0.0,0.0,27.5
2019-03-14,25.0,0.0,0.0,25.0,25.0,0.0,0.0,25.0
2019-03-15,22.5,0.0,0.0,22.5,22.5,0.0,0.0,22.5
2019-03-18,100.0,37.5,37.5,100.0,100.0,37.5,37.5,100.0
2019-03-19,100.0,35.0,35.0,100.0,100.0,35.0,35.0,100.0
2019-03-20,97.5,32.5,32.5,97.5,97.5,32.5,32.5,97.5
2019-03-21,95.0,30.0,30.0,95.0,95.0,30.0,30.0,95.0
2019-03-22,92.5,100.0,100.0,92.5,92.5,100.0,100.0,92.5
2019-03-25,90.0,100.0,100.0,90.0,90.0,100.0,100.0,90.0
2019-03-26,87.5,97.5,97.5,87.5,87.5,97.5,97.5,87.5
2019-03-27,85.0,95.0,95.0,85.0,85.0,95.0,95.0,85.0
2019-03-28,82.5,92.5,92.5,82.5,82.5,92.5,92.5,82.5
2019-03-29,80.0,90.0,90.0,80.0,80.0,90.0,90.0,80.0
