date,Aroon Up,Aroon Down,Aroon Down,Aroon Up,Aroon Up,Aroon Down,Aroon Down,Aroon Up
2018-01-02,87.5,22.5,22.5,87.5,87.5,22.5,22.5,87.5
2018-01-03,85.0,20.0,20.0,85.0,85.0,20.0,20.0,85.0
2018-01-04,82.5,17.5,17.5,82.5,82.5,17.5,17.5,82.5
2018-01-05,80.0,15.0,15.0,80.0,80.0,15.0,15.0,80.0
2018-01-08,77.5,12.5,12.5,77.5,77.5,12.5,12.5,77.5
2018-01-09,75.0,10.0,10.0,75.0,75.0,10.0,10.0,75.0
2018-01-10,72.5,7.5,7.5,72.5,72.5,7.5,7.5,72.5
2018-01-11,70.0,5.0,5.0,70.0,70.0,5.0,5.0,70.0
2018-01-12,67.5,2.5,2.5,67.5,67.5,2.5,2.5,67.5
2018-01-16,65.0,0.0,0.0,65.0,65.0,0.0,0.0,65.0
2018-01-17,62.5,17.5,17.5,62.5,62.5,17.5,17.5,62.5
2018-01-18,60.0,15.0,15.0,60.0,60.0,15.0,15.0,60.0
2018-01-19,57.5,12.5,12.5,57.5,57.5,12.5,12.5,57.5
2018-01-22,100.0,10.0,10.0,100.0,100.0,10.0,10.0,100.0
2018-01-23,97.5,7.5,7.5,97.5,97.5,7.5,7.5,97.5
2018-01-24,100.0,5.0,5.0,100.0,100.0,5.0,5.0,100.0
2018-01-25,100.0,2.5,2.5,100.0,100.0,2.5,2.5,100.0
2018-01-26,97.5,0.0,0.0,97.5,97.5,0.0,0.0,97.5
2018-01-29,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0
2018-01-30,97.5,0.0,0.0,97.5,97.5,0.0,0.0,97.5
2018-01-31,95.0,0.0,0.0,95.0,95.0,0.0,0.0,95.0
2018-02-01,92.5,7.5,7.5,92.5,92.5,7.5,7.5,92.5
2018-02-02,90.0,5.0,5.0,90.0,90.0,5.0,5.0,90.0
2018-02-05,87.5,100.0,100.0,87.5,87.5,100.0,100.0,87.5
2018-02-06,85.0,97.5,97.5,85.0,85.0,97.5,97.5,85.0
2018-02-07,82.5,95.0,95.0,82.5,82.5,95.0,95.0,82.5
2018-02-08,80.0,92.5,92.5,80.0,80.0,92.5,92.5,80.0
2018-02-09,77.5,100.0,100.0,77.5,77.5,100.0,100.0,77.5
2018-02-12,75.0,97.5,97.5,75.0,75.0,97.5,97.5,75.0
2018-02-13,72.5,95.0,95.0,72.5,72.5,95.0,95.0,72.5
2018-02-14,70.0,92.5,92.5,70.0,70.0,92.5,92.5,70.0
2018-02-15,67.5,90.0,90.0,67.5,67.5,90.0,90.0,67.5
2018-02-16,65.0,87.5,87.5,65.0,65.0,87.5,87.5,65.0
2018-02-20,62.5,85.0,85.0,62.5,62.5,85.0,85.0,62.5
2018-02-21,60.0,82.5,82.5,60.0,60.0,82.5,82.5,60.0
2018-02-22,57.5,80.0,80.0,57.5,57.5,80.0,80.0,57.5
2018-02-23,55.0,77.5,77.5,55.0,55.0,77.5,77.5,55.0
2018-02-26,52.5,75.0,75.0,52.5,52.5,75.0,75.0,52.5
2018-02-27,50.0,72.5,72.5,50.0,50.0,72.5,72.5,50.0
2018-02-28,47.5,70.0,70.0,47.5,47.5,70.0,70.0,47.5
2018-03-01,45.0,67.5,67.5,45.0,45.0,67.5,67.5,45.0
2018-03-02,42.5,65.0,65.0,42.5,42.5,65.0,65.0,42.5
2018-03-05,40.0,62.5,62.5,40.0,40.0,62.5,62.5,40.0
2018-03-06,37.5,60.0,60.0,37.5,37.5,60.0,60.0,37.5
2018-03-07,35.0,57.5,57.5,35.0,35.0,57.5,57.5,35.0
2018-03-08,32.5,55.0,55.0,32.5,32.5,55.0,55.0,32.5
2018-03-09,30.0,52.5,52.5,30.0,30.0,52.5,52.5,30.0
2018-03-12,100.0,50.0,50.0,100.0,100.0,50.0,50.0,100.0
2018-03-13,97.5,47.5,47.5,97.5,97.5,47.5,47.5,97.5
2018-03-14,95.0,45.0,45.0,95.0,95.0,45.0,45.0,95.0
2018-03-15,92.5,42.5,42.5,92.5,92.5,42.5,42.5,92.5
2018-03-16,90.0,40.0,40.0,90.0,90.0,40.0,40.0,90.0
2018-03-19,87.5,37.5,37.5,87.5,87.5,37.5,37.5,87.5
2018-03-20,85.0,35.0,35.0,85.0,85.0,35.0,35.0,85.0
2018-03-21,82.5,32.5,32.5,82.5,82.5,32.5,32.5,82.5
2018-03-22,80.0,30.0,30.0,80.0,80.0,30.0,30.0,80.0
2018-03-23,77.5,27.5,27.5,77.5,77.5,27.5,27.5,77.5
