date,open,low,high,close
2018-01-02,54.337,54.337,54.337,54.337
2018-01-03,54.3354,54.3354,54.3354,54.3354
2018-01-04,54.3788,54.3788,54.3788,54.3788
2018-01-05,54.4539,54.4539,54.4539,54.4539
2018-01-08,54.533,54.533,54.533,54.533
2018-01-09,54.646,54.646,54.646,54.646
2018-01-10,54.797,54.797,54.797,54.797
2018-01-11,54.9893,54.9893,54.9893,54.9893
2018-01-12,55.2046,55.2046,55.2046,55.2046
2018-01-16,55.4266,55.4266,55.4266,55.4266
2018-01-17,55.5551,55.5551,55.5551,55.5551
2018-01-18,55.6569,55.6569,55.6569,55.6569
2018-01-19,55.7816,55.7816,55.7816,55.7816
2018-01-22,55.9734,55.9734,55.9734,55.9734
2018-01-23,56.1434,56.1434,56.1434,56.1434
2018-01-24,56.355,56.355,56.355,56.355
2018-01-25,56.5729,56.5729,56.5729,56.5729
2018-01-26,56.7842,56.7842,56.7842,56.7842
2018-01-29,56.9649,56.9649,56.9649,56.9649
2018-01-30,57.0701,57.0701,57.0701,57.0701
2018-01-31,57.1324,57.1324,57.1324,57.1324
2018-02-01,57.2103,57.2103,57.2103,57.2103
2018-02-02,57.2211,57.2211,57.2211,57.2211
2018-02-05,57.0057,57.0057,57.0057,57.0057
2018-02-06,56.7935,56.7935,56.7935,56.7935
2018-02-07,56.6022,56.6022,56.6022,56.6022
2018-02-08,56.2109,56.2109,56.2109,56.2109
2018-02-09,55.9411,55.9411,55.9411,55.9411
2018-02-12,55.7063,55.7063,55.7063,55.7063
2018-02-13,55.502,55.502,55.502,55.502
2018-02-14,55.4236,55.4236,55.4236,55.4236
2018-02-15,55.3301,55.3301,55.3301,55.3301
2018-02-16,55.2901,55.2901,55.2901,55.2901
2018-02-20,55.1876,55.1876,55.1876,55.1876
2018-02-21,55.1143,55.1143,55.1143,55.1143
2018-02-22,54.9719,54.9719,54.9719,54.9719
2018-02-23,54.9622,54.9622,54.9622,54.9622
2018-02-26,54.9977,54.9977,54.9977,54.9977
2018-02-27,54.965,54.965,54.965,54.965
2018-02-28,54.8846,54.8846,54.8846,54.8846
2018-03-01,54.7053,54.7053,54.7053,54.7053
2018-03-02,54.5678,54.5678,54.5678,54.5678
2018-03-05,54.5029,54.5029,54.5029,54.5029
2018-03-06,54.471,54.471,54.471,54.471
2018-03-07,54.3926,54.3926,54.3926,54.3926
2018-03-08,54.3455,54.3455,54.3455,54.3455
2018-03-09,54.4301,54.4301,54.4301,54.4301
2018-03-12,54.4765,54.4765,54.4765,54.4765
2018-03-13,54.435,54.435,54.435,54.435
2018-03-14,54.3088,54.3088,54.3088,54.3088
2018-03-15,54.1953,54.1953,54.1953,54.1953
2018-03-16,54.0816,54.0816,54.0816,54.0816
2018-03-19,53.9329,53.9329,53.9329,53.9329
2018-03-20,53.7784,53.7784,53.7784,53.7784
2018-03-21,53.6302,53.6302,53.6302,53.6302
2018-03-22,53.3132,53.3132,53.3132,53.3132
2018-03-23,52.8801,52.8801,52.8801,52.8801
2018-03-26,52.671,52.671,52.671,52.671
2018-03-27,52.3474,52.3474,52.3474,52.3474
2018-03-28,52.0683,52.0683,52.0683,52.0683
2018-03-29,51.8506,51.8506,51.8506,51.8506
2018-04-02,51.5675,51.5675,51.5675,51.5675
2018-04-03,51.3584,51.3584,51.3584,51.3584
2018-04-04,51.2059,51.2059,51.2059,51.2059
2018-04-05,51.1081,51.1081,51.1081,51.1081
2018-04-06,50.9465,50.9465,50.9465,50.9465
2018-04-09,50.8318,50.8318,50.8318,50.8318
2018-04-10,50.786,50.786,50.786,50.786
2018-04-11,50.7086,50.7086,50.7086,50.7086
2018-04-12,50.714,50.714,50.714,50.714
2018-04-13,50.7014,50.7014,50.7014,50.7014
2018-04-16,50.7441,50.7441,50.7441,50.7441
2018-04-17,50.7585,50.7585,50.7585,50.7585
2018-04-18,50.6842,50.6842,50.6842,50.6842
2018-04-19,50.689,50.689,50.689,50.689
2018-04-20,50.6768,50.6768,50.6768,50.6768
2018-04-23,50.6762,50.6762,50.6762,50.6762
2018-04-24,50.658,50.658,50.658,50.658
2018-04-25,50.6792,50.6792,50.6792,50.6792
2018-04-26,50.695,50.695,50.695,50.695
2018-04-27,50.7522,50.7522,50.7522,50.7522
2018-04-30,50.7296,50.7296,50.7296,50.7296
2018-05-01,50.7291,50.7291,50.7291,50.7291
2018-05-02,50.6445,50.6445,50.6445,50.6445
2018-05-03,50.5753,50.5753,50.5753,50.5753
2018-05-04,50.5456,50.5456,50.5456,50.5456
2018-05-07,50.5175,50.5175,50.5175,50.5175
2018-05-08,50.4876,50.4876,50.4876,50.4876
2018-05-09,50.509,50.509,50.509,50.509
2018-05-10,50.5613,50.5613,50.5613,50.5613
2018-05-11,50.6455,50.6455,50.6455,50.6455
2018-05-14,50.6965,50.6965,50.6965,50.6965
2018-05-15,50.743,50.743,50.743,50.743
2018-05-16,50.7765,50.7765,50.7765,50.7765
2018-05-17,50.8206,50.8206,50.8206,50.8206
2018-05-18,50.8054,50.8054,50.8054,50.8054
2018-05-21,50.804,50.804,50.804,50.804
2018-05-22,50.836,50.836,50.836,50.836
2018-05-23,50.8536,50.8536,50.8536,50.8536
2018-05-24,50.8447,50.8447,50.8447,50.8447
2018-05-25,50.824,50.824,50.824,50.824
2018-05-29,50.6467,50.6467,50.6467,50.6467
2018-05-30,50.5702,50.5702,50.5702,50.5702
2018-05-31,50.5123,50.5123,50.5123,50.5123
2018-06-01,50.527,50.527,50.527,50.527
2018-06-04,50.5524,50.5524,50.5524,50.5524
2018-06-05,50.6045,50.6045,50.6045,50.6045
2018-06-06,50.705,50.705,50.705,50.705
2018-06-07,50.8042,50.8042,50.8042,50.8042
2018-06-08,50.9197,50.9197,50.9197,50.9197
2018-06-11,50.9739,50.9739,50.9739,50.9739
2018-06-12,51.0073,51.0073,51.0073,51.0073
2018-06-13,51.0262,51.0262,51.0262,51.0262
2018-06-14,51.031,51.031,51.031,51.031
2018-06-15,51.079,51.079,51.079,51.079
2018-06-18,51.1163,51.1163,51.1163,51.1163
2018-06-19,51.1854,51.1854,51.1854,51.1854
2018-06-20,51.2138,51.2138,51.2138,51.2138
2018-06-21,51.2145,51.2145,51.2145,51.2145
2018-06-22,51.193,51.193,51.193,51.193
2018-06-25,51.154,51.154,51.154,51.154
2018-06-26,51.0787,51.0787,51.0787,51.0787
2018-06-27,50.9617,50.9617,50.9617,50.9617
2018-06-28,50.8247,50.8247,50.8247,50.8247
2018-06-29,50.7276,50.7276,50.7276,50.7276
2018-07-02,50.6712,50.6712,50.6712,50.6712
2018-07-03,50.5752,50.5752,50.5752,50.5752
2018-07-05,50.4814,50.4814,50.4814,50.4814
2018-07-06,50.423,50.423,50.423,50.423
2018-07-09,50.4829,50.4829,50.4829,50.4829
2018-07-10,50.544,50.544,50.544,50.544
2018-07-11,50.597,50.597,50.597,50.597
2018-07-12,50.6595,50.6595,50.6595,50.6595
2018-07-13,50.6777,50.6777,50.6777,50.6777
2018-07-16,50.7332,50.7332,50.7332,50.7332
2018-07-17,50.789,50.789,50.789,50.789
2018-07-18,50.7896,50.7896,50.7896,50.7896
2018-07-19,50.8555,50.8555,50.8555,50.8555
2018-07-20,50.8924,50.8924,50.8924,50.8924
2018-07-23,51.0061,51.0061,51.0061,51.0061
2018-07-24,51.0936,51.0936,51.0936,51.0936
2018-07-25,51.1731,51.1731,51.1731,51.1731
2018-07-26,51.3163,51.3163,51.3163,51.3163
2018-07-27,51.4704,51.4704,51.4704,51.4704
2018-07-30,51.6464,51.6464,51.6464,51.6464
2018-07-31,51.8112,51.8112,51.8112,51.8112
2018-08-01,51.9256,51.9256,51.9256,51.9256
2018-08-02,52.0216,52.0216,52.0216,52.0216
2018-08-03,52.1395,52.1395,52.1395,52.1395
2018-08-06,52.2464,52.2464,52.2464,52.2464
2018-08-07,52.3811,52.3811,52.3811,52.3811
2018-08-08,52.5275,52.5275,52.5275,52.5275
2018-08-09,52.6593,52.6593,52.6593,52.6593
2018-08-10,52.7448,52.7448,52.7448,52.7448
2018-08-13,52.7504,52.7504,52.7504,52.7504
2018-08-14,52.827,52.827,52.827,52.827
2018-08-15,52.8396,52.8396,52.8396,52.8396
2018-08-16,52.8975,52.8975,52.8975,52.8975
2018-08-17,52.9592,52.9592,52.9592,52.9592
2018-08-20,53.0608,53.0608,53.0608,53.0608
2018-08-21,53.1883,53.1883,53.1883,53.1883
2018-08-22,53.2799,53.2799,53.2799,53.2799
2018-08-23,53.3471,53.3471,53.3471,53.3471
2018-08-24,53.4275,53.4275,53.4275,53.4275
2018-08-27,53.544,53.544,53.544,53.544
2018-08-28,53.6288,53.6288,53.6288,53.6288
2018-08-29,53.7202,53.7202,53.7202,53.7202
2018-08-30,53.7758,53.7758,53.7758,53.7758
2018-08-31,53.831,53.831,53.831,53.831
2018-09-04,53.8929,53.8929,53.8929,53.8929
2018-09-05,53.957,53.957,53.957,53.957
2018-09-06,54.0163,54.0163,54.0163,54.0163
2018-09-07,54.0584,54.0584,54.0584,54.0584
2018-09-10,54.0914,54.0914,54.0914,54.0914
2018-09-11,54.1262,54.1262,54.1262,54.1262
2018-09-12,54.0903,54.0903,54.0903,54.0903
2018-09-13,54.0974,54.0974,54.0974,54.0974
2018-09-14,54.1091,54.1091,54.1091,54.1091
2018-09-17,54.1152,54.1152,54.1152,54.1152
2018-09-18,54.1192,54.1192,54.1192,54.1192
2018-09-19,54.195,54.195,54.195,54.195
2018-09-20,54.3082,54.3082,54.3082,54.3082
2018-09-21,54.3948,54.3948,54.3948,54.3948
2018-09-24,54.4063,54.4063,54.4063,54.4063
