date,WILLR,WILLR,WILLR,WILLR
2018-01-02,-10.2564,-10.2564,-10.2564,-10.2564
2018-01-03,-2.2201,-2.2201,-2.2201,-2.2201
2018-01-04,-4.2842,-4.2842,-4.2842,-4.2842
2018-01-05,-2.1395,-2.1395,-2.1395,-2.1395
2018-01-08,-0.9848,-0.9848,-0.9848,-0.9848
2018-01-09,-4.0529,-4.0529,-4.0529,-4.0529
2018-01-10,-0.3251,-0.3251,-0.3251,-0.3251
2018-01-11,-1.6111,-1.6111,-1.6111,-1.6111
2018-01-12,-0.5849,-0.5849,-0.5849,-0.5849
2018-01-16,-8.926,-8.926,-8.926,-8.926
2018-01-17,-0.8025,-0.8025,-0.8025,-0.8025
2018-01-18,-5.9336,-5.9336,-5.9336,-5.9336
2018-01-19,-5.7961,-5.7961,-5.7961,-5.7961
2018-01-22,-0.253,-0.253,-0.253,-0.253
2018-01-23,-1.8061,-1.8061,-1.8061,-1.8061
2018-01-24,-2.8907,-2.8907,-2.8907,-2.8907
2018-01-25,-4.0425,-4.0425,-4.0425,-4.0425
2018-01-26,-0.3353,-0.3353,-0.3353,-0.3353
2018-01-29,-4.7989,-4.7989,-4.7989,-4.7989
2018-01-30,-7.1317,-7.1317,-7.1317,-7.1317
2018-01-31,-7.1984,-7.1984,-7.1984,-7.1984
2018-02-01,-0.822,-0.822,-0.822,-0.822
2018-02-02,-18.8847,-18.8847,-18.8847,-18.8847
2018-02-05,-46.2564,-46.2564,-46.2564,-46.2564
2018-02-06,-36.3919,-36.3919,-36.3919,-36.3919
2018-02-07,-38.3248,-38.3248,-38.3248,-38.3248
2018-02-08,-58.2093,-58.2093,-58.2093,-58.2093
2018-02-09,-47.9893,-47.9893,-47.9893,-47.9893
2018-02-12,-41.613,-41.613,-41.613,-41.613
2018-02-13,-43.6125,-43.6125,-43.6125,-43.6125
2018-02-14,-37.9471,-37.9471,-37.9471,-37.9471
2018-02-15,-30.4821,-30.4821,-30.4821,-30.4821
2018-02-16,-30.7265,-30.7265,-30.7265,-30.7265
2018-02-20,-32.3706,-32.3706,-32.3706,-32.3706
2018-02-21,-36.8807,-36.8807,-36.8807,-36.8807
2018-02-22,-37.525,-37.525,-37.525,-37.525
2018-02-23,-33.0149,-33.0149,-33.0149,-33.0149
2018-02-26,-15.5521,-15.5521,-15.5521,-15.5521
2018-02-27,-17.685,-17.685,-17.685,-17.685
2018-02-28,-23.1504,-23.1504,-23.1504,-23.1504
2018-03-01,-35.7476,-35.7476,-35.7476,-35.7476
2018-03-02,-36.958,-36.958,-36.958,-36.958
2018-03-05,-35.6912,-35.6912,-35.6912,-35.6912
2018-03-06,-32.6668,-32.6668,-32.6668,-32.6668
2018-03-07,-33.2917,-33.2917,-33.2917,-33.2917
2018-03-08,-31.422,-31.422,-31.422,-31.422
2018-03-09,-12.0587,-12.0587,-12.0587,-12.0587
2018-03-12,-15.5288,-15.5288,-15.5288,-15.5288
2018-03-13,-22.8349,-22.8349,-22.8349,-22.8349
2018-03-14,-28.5906,-28.5906,-28.5906,-28.5906
2018-03-15,-26.3583,-26.3583,-26.3583,-26.3583
2018-03-16,-28.6713,-28.6713,-28.6713,-28.6713
2018-03-19,-36.6595,-36.6595,-36.6595,-36.6595
2018-03-20,-34.6154,-34.6154,-34.6154,-34.6154
2018-03-21,-34.4002,-34.4002,-34.4002,-34.4002
2018-03-22,-53.7655,-53.7655,-53.7655,-53.7655
2018-03-23,-67.6708,-67.6708,-67.6708,-67.6708
2018-03-26,-49.1662,-49.1662,-49.1662,-49.1662
2018-03-27,-57.7461,-57.7461,-57.7461,-57.7461
2018-03-28,-56.3475,-56.3475,-56.3475,-56.3475
2018-03-29,-48.7897,-48.7897,-48.7897,-48.7897
2018-04-02,-60.8392,-60.8392,-60.8392,-60.8392
2018-04-03,-52.8779,-52.8779,-52.8779,-52.8779
2018-04-04,-47.0952,-47.0952,-47.0952,-47.0952
2018-04-05,-45.1049,-45.1049,-45.1049,-45.1049
2018-04-06,-59.5212,-59.5212,-59.5212,-59.5212
2018-04-09,-59.9516,-59.9516,-59.9516,-59.9516
2018-04-10,-53.3082,-53.3082,-53.3082,-53.3082
2018-04-11,-60.2474,-60.2474,-60.2474,-60.2474
