date,Aroon Up,Aroon Down,Aroon Up,Aroon Down,Aroon Up,Aroon Down,Aroon Up,Aroon Down
2018-04-18,54.5455,90.0826,54.5455,90.0826,54.5455,90.0826,54.5455,90.0826
2018-04-19,53.719,89.2562,53.719,89.2562,53.719,89.2562,53.719,89.2562
2018-04-20,52.8926,88.4298,52.8926,88.4298,52.8926,88.4298,52.8926,88.4298
2018-04-23,52.0661,87.6033,52.0661,87.6033,52.0661,87.6033,52.0661,87.6033
2018-04-24,51.2397,86.7769,51.2397,86.7769,51.2397,86.7769,51.2397,86.7769
2018-04-25,50.4132,85.9504,50.4132,85.9504,50.4132,85.9504,50.4132,85.9504
2018-04-26,49.5868,85.124,49.5868,85.124,49.5868,85.124,49.5868,85.124
2018-04-27,48.7603,84.2975,48.7603,84.2975,48.7603,84.2975,48.7603,84.2975
2018-04-30,47.9339,83.4711,47.9339,83.4711,47.9339,83.4711,47.9339,83.4711
2018-05-01,47.1074,82.6446,47.1074,82.6446,47.1074,82.6446,47.1074,82.6446
2018-05-02,46.281,81.8182,46.281,81.8182,46.281,81.8182,46.281,81.8182
2018-05-03,45.4545,80.9917,45.4545,80.9917,45.4545,80.9917,45.4545,80.9917
2018-05-04,44.6281,80.1653,44.6281,80.1653,44.6281,80.1653,44.6281,80.1653
2018-05-07,43.8017,79.3388,43.8017,79.3388,43.8017,79.3388,43.8017,79.3388
2018-05-08,42.9752,78.5124,42.9752,78.5124,42.9752,78.5124,42.9752,78.5124
2018-05-09,42.1488,77.686,42.1488,77.686,42.1488,77.686,42.1488,77.686
2018-05-10,41.3223,76.8595,41.3223,76.8595,41.3223,76.8595,41.3223,76.8595
2018-05-11,40.4959,76.0331,40.4959,76.0331,40.4959,76.0331,40.4959,76.0331
2018-05-14,39.6694,75.2066,39.6694,75.2066,39.6694,75.2066,39.6694,75.2066
2018-05-15,38.843,74.3802,38.843,74.3802,38.843,74.3802,38.843,74.3802
2018-05-16,38.0165,73.5537,38.0165,73.5537,38.0165,73.5537,38.0165,73.5537
2018-05-17,37.1901,72.7273,37.1901,72.7273,37.1901,72.7273,37.1901,72.7273
2018-05-18,36.3636,71.9008,36.3636,71.9008,36.3636,71.9008,36.3636,71.9008
2018-05-21,35.5372,71.0744,35.5372,71.0744,35.5372,71.0744,35.5372,71.0744
2018-05-22,34.7107,70.2479,34.7107,70.2479,34.7107,70.2479,34.7107,70.2479
2018-05-23,33.8843,69.4215,33.8843,69.4215,33.8843,69.4215,33.8843,69.4215
2018-05-24,33.0579,68.595,33.0579,68.595,33.0579,68.595,33.0579,68.595
2018-05-25,32.2314,67.7686,32.2314,67.7686,32.2314,67.7686,32.2314,67.7686
2018-05-29,31.405,100.0,31.405,100.0,31.405,100.0,31.405,100.0
2018-05-30,30.5785,99.1736,30.5785,99.1736,30.5785,99.1736,30.5785,99.1736
2018-05-31,29.7521,98.3471,29.7521,98.3471,29.7521,98.3471,29.7521,98.3471
2018-06-01,28.9256,97.5207,28.9256,97.5207,28.9256,97.5207,28.9256,97.5207
2018-06-04,28.0992,96.6942,28.0992,96.6942,28.0992,96.6942,28.0992,96.6942
2018-06-05,27.2727,95.8678,27.2727,95.8678,27.2727,95.8678,27.2727,95.8678
2018-06-06,26.4463,95.0413,26.4463,95.0413,26.4463,95.0413,26.4463,95.0413
2018-06-07,25.6198,94.2149,25.6198,94.2149,25.6198,94.2149,25.6198,94.2149
2018-06-08,24.7934,93.3884,24.7934,93.3884,24.7934,93.3884,24.7934,93.3884
2018-06-11,23.9669,92.562,23.9669,92.562,23.9669,92.562,23.9669,92.562
2018-06-12,23.1405,91.7355,23.1405,91.7355,23.1405,91.7355,23.1405,91.7355
2018-06-13,22.314,90.9091,22.314,90.9091,22.314,90.9091,22.314,90.9091
2018-06-14,21.4876,90.0826,21.4876,90.0826,21.4876,90.0826,21.4876,90.0826
2018-06-15,20.6612,89.2562,20.6612,89.2562,20.6612,89.2562,20.6612,89.2562
2018-06-18,19.8347,88.4298,19.8347,88.4298,19.8347,88.4298,19.8347,88.4298
2018-06-19,19.0083,87.6033,19.0083,87.6033,19.0083,87.6033,19.0083,87.6033
2018-06-20,18.1818,86.7769,18.1818,86.7769,18.1818,86.7769,18.1818,86.7769
2018-06-21,17.3554,85.9504,17.3554,85.9504,17.3554,85.9504,17.3554,85.9504
2018-06-22,16.5289,85.124,16.5289,85.124,16.5289,85.124,16.5289,85.124
2018-06-25,15.7025,84.2975,15.7025,84.2975,15.7025,84.2975,15.7025,84.2975
2018-06-26,14.876,83.4711,14.876,83.4711,14.876,83.4711,14.876,83.4711
2018-06-27,14.0496,82.6446,14.0496,82.6446,14.0496,82.6446,14.0496,82.6446
2018-06-28,13.2231,81.8182,13.2231,81.8182,13.2231,81.8182,13.2231,81.8182
2018-06-29,12.3967,80.9917,12.3967,80.9917,12.3967,80.9917,12.3967,80.9917
2018-07-02,11.5702,80.1653,11.5702,80.1653,11.5702,80.1653,11.5702,80.1653
2018-07-03,10.7438,79.3388,10.7438,79.3388,10.7438,79.3388,10.7438,79.3388
2018-07-05,9.9174,78.5124,9.9174,78.5124,9.9174,78.5124,9.9174,78.5124
2018-07-06,9.0909,77.686,9.0909,77.686,9.0909,77.686,9.0909,77.686
2018-07-09,8.2645,76.8595,8.2645,76.8595,8.2645,76.8595,8.2645,76.8595
2018-07-10,7.438,76.0331,7.438,76.0331,7.438,76.0331,7.438,76.0331
2018-07-11,6.6116,75.2066,6.6116,75.2066,6.6116,75.2066,6.6116,75.2066
2018-07-12,5.7851,74.3802,5.7851,74.3802,5.7851,74.3802,5.7851,74.3802
2018-07-13,4.9587,73.5537,4.9587,73.5537,4.9587,73.5537,4.9587,73.5537
2018-07-16,4.1322,72.7273,4.1322,72.7273,4.1322,72.7273,4.1322,72.7273
2018-07-17,3.3058,71.9008,3.3058,71.9008,3.3058,71.9008,3.3058,71.9008
2018-07-18,2.4793,71.0744,2.4793,71.0744,2.4793,71.0744,2.4793,71.0744
2018-07-19,1.6529,70.2479,1.6529,70.2479,1.6529,70.2479,1.6529,70.2479
2018-07-20,0.8264,69.4215,0.8264,69.4215,0.8264,69.4215,0.8264,69.4215
2018-07-23,0.0,68.595,0.0,68.595,0.0,68.595,0.0,68.595
2018-07-24,0.0,67.7686,0.0,67.7686,0.0,67.7686,0.0,67.7686
2018-07-25,1.6529,66.9421,1.6529,66.9421,1.6529,66.9421,1.6529,66.9421
2018-07-26,0.8264,66.1157,0.8264,66.1157,0.8264,66.1157,0.8264,66.1157
2018-07-27,0.0,65.2893,0.0,65.2893,0.0,65.2893,0.0,65.2893
2018-07-30,0.0,64.4628,0.0,64.4628,0.0,64.4628,0.0,64.4628
2018-07-31,11.5702,63.6364,11.5702,63.6364,11.5702,63.6364,11.5702,63.6364
2018-08-01,10.7438,62.8099,10.7438,62.8099,10.7438,62.8099,10.7438,62.8099
2018-08-02,9.9174,61.9835,9.9174,61.9835,9.9174,61.9835,9.9174,61.9835
2018-08-03,9.0909,61.157,9.0909,61.157,9.0909,61.157,9.0909,61.157
2018-08-06,8.2645,60.3306,8.2645,60.3306,8.2645,60.3306,8.2645,60.3306
2018-08-07,7.438,59.5041,7.438,59.5041,7.438,59.5041,7.438,59.5041
2018-08-08,6.6116,58.6777,6.6116,58.6777,6.6116,58.6777,6.6116,58.6777
2018-08-09,5.7851,57.8512,5.7851,57.8512,5.7851,57.8512,5.7851,57.8512
2018-08-10,4.9587,57.0248,4.9587,57.0248,4.9587,57.0248,4.9587,57.0248
2018-08-13,4.1322,56.1983,4.1322,56.1983,4.1322,56.1983,4.1322,56.1983
2018-08-14,3.3058,55.3719,3.3058,55.3719,3.3058,55.3719,3.3058,55.3719
2018-08-15,2.4793,54.5455,2.4793,54.5455,2.4793,54.5455,2.4793,54.5455
2018-08-16,1.6529,53.719,1.6529,53.719,1.6529,53.719,1.6529,53.719
2018-08-17,0.8264,52.8926,0.8264,52.8926,0.8264,52.8926,0.8264,52.8926
2018-08-20,0.0,52.0661,0.0,52.0661,0.0,52.0661,0.0,52.0661
2018-08-21,0.0,51.2397,0.0,51.2397,0.0,51.2397,0.0,51.2397
2018-08-22,5.7851,50.4132,5.7851,50.4132,5.7851,50.4132,5.7851,50.4132
2018-08-23,4.9587,49.5868,4.9587,49.5868,4.9587,49.5868,4.9587,49.5868
2018-08-24,4.1322,48.7603,4.1322,48.7603,4.1322,48.7603,4.1322,48.7603
2018-08-27,3.3058,47.9339,3.3058,47.9339,3.3058,47.9339,3.3058,47.9339
2018-08-28,2.4793,47.1074,2.4793,47.1074,2.4793,47.1074,2.4793,47.1074
2018-08-29,1.6529,46.281,1.6529,46.281,1.6529,46.281,1.6529,46.281
2018-08-30,0.8264,45.4545,0.8264,45.4545,0.8264,45.4545,0.8264,45.4545
2018-08-31,0.0,44.6281,0.0,44.6281,0.0,44.6281,0.0,44.6281
2018-09-04,0.0,43.8017,0.0,43.8017,0.0,43.8017,0.0,43.8017
2018-09-05,95.8678,42.9752,95.8678,42.9752,95.8678,42.9752,95.8678,42.9752
2018-09-06,95.0413,42.1488,95.0413,42.1488,95.0413,42.1488,95.0413,42.1488
2018-09-07,94.2149,41.3223,94.2149,41.3223,94.2149,41.3223,94.2149,41.3223
2018-09-10,93.3884,40.4959,93.3884,40.4959,93.3884,40.4959,93.3884,40.4959
2018-09-11,92.562,39.6694,92.562,39.6694,92.562,39.6694,92.562,39.6694
2018-09-12,91.7355,38.843,91.7355,38.843,91.7355,38.843,91.7355,38.843
2018-09-13,90.9091,38.0165,90.9091,38.0165,90.9091,38.0165,90.9091,38.0165
2018-09-14,90.0826,37.1901,90.0826,37.1901,90.0826,37.1901,90.0826,37.1901
2018-09-17,89.2562,36.3636,89.2562,36.3636,89.2562,36.3636,89.2562,36.3636
2018-09-18,88.4298,35.5372,88.4298,35.5372,88.4298,35.5372,88.4298,35.5372
2018-09-19,100.0,34.7107,100.0,34.7107,100.0,34.7107,100.0,34.7107
2018-09-20,100.0,33.8843,100.0,33.8843,100.0,33.8843,100.0,33.8843
2018-09-21,100.0,33.0579,100.0,33.0579,100.0,33.0579,100.0,33.0579
2018-09-24,99.1736,32.2314,99.1736,32.2314,99.1736,32.2314,99.1736,32.2314
2018-09-25,98.3471,31.405,98.3471,31.405,98.3471,31.405,98.3471,31.405
2018-09-26,97.5207,30.5785,97.5207,30.5785,97.5207,30.5785,97.5207,30.5785
2018-09-27,96.6942,29.7521,96.6942,29.7521,96.6942,29.7521,96.6942,29.7521
2018-09-28,95.8678,28.9256,95.8678,28.9256,95.8678,28.9256,95.8678,28.9256
2018-10-01,95.0413,28.0992,95.0413,28.0992,95.0413,28.0992,95.0413,28.0992
2018-10-02,94.2149,27.2727,94.2149,27.2727,94.2149,27.2727,94.2149,27.2727
2018-10-03,93.3884,26.4463,93.3884,26.4463,93.3884,26.4463,93.3884,26.4463
2018-10-04,92.562,25.6198,92.562,25.6198,92.562,25.6198,92.562,25.6198
2018-10-05,91.7355,24.7934,91.7355,24.7934,91.7355,24.7934,91.7355,24.7934
2018-10-08,90.9091,23.9669,90.9091,23.9669,90.9091,23.9669,90.9091,23.9669
2018-10-09,90.0826,23.1405,90.0826,23.1405,90.0826,23.1405,90.0826,23.1405
2018-10-10,89.2562,22.314,89.2562,22.314,89.2562,22.314,89.2562,22.314
2018-10-11,88.4298,21.4876,88.4298,21.4876,88.4298,21.4876,88.4298,21.4876
2018-10-12,87.6033,20.6612,87.6033,20.6612,87.6033,20.6612,87.6033,20.6612
2018-10-15,86.7769,19.8347,86.7769,19.8347,86.7769,19.8347,86.7769,19.8347
2018-10-16,85.9504,19.0083,85.9504,19.0083,85.9504,19.0083,85.9504,19.0083
2018-10-17,85.124,18.1818,85.124,18.1818,85.124,18.1818,85.124,18.1818
2018-10-18,84.2975,17.3554,84.2975,17.3554,84.2975,17.3554,84.2975,17.3554
2018-10-19,83.4711,16.5289,83.4711,16.5289,83.4711,16.5289,83.4711,16.5289
2018-10-22,82.6446,15.7025,82.6446,15.7025,82.6446,15.7025,82.6446,15.7025
2018-10-23,81.8182,14.876,81.8182,14.876,81.8182,14.876,81.8182,14.876
2018-10-24,80.9917,14.0496,80.9917,14.0496,80.9917,14.0496,80.9917,14.0496
2018-10-25,80.1653,13.2231,80.1653,13.2231,80.1653,13.2231,80.1653,13.2231
2018-10-26,79.3388,12.3967,79.3388,12.3967,79.3388,12.3967,79.3388,12.3967
2018-10-29,78.5124,11.5702,78.5124,11.5702,78.5124,11.5702,78.5124,11.5702
2018-10-30,77.686,10.7438,77.686,10.7438,77.686,10.7438,77.686,10.7438
2018-10-31,76.8595,9.9174,76.8595,9.9174,76.8595,9.9174,76.8595,9.9174
2018-11-01,76.0331,9.0909,76.0331,9.0909,76.0331,9.0909,76.0331,9.0909
2018-11-02,75.2066,8.2645,75.2066,8.2645,75.2066,8.2645,75.2066,8.2645
2018-11-05,74.3802,7.438,74.3802,7.438,74.3802,7.438,74.3802,7.438
2018-11-06,73.5537,6.6116,73.5537,6.6116,73.5537,6.6116,73.5537,6.6116
2018-11-07,72.7273,5.7851,72.7273,5.7851,72.7273,5.7851,72.7273,5.7851
2018-11-08,71.9008,4.9587,71.9008,4.9587,71.9008,4.9587,71.9008,4.9587
2018-11-09,71.0744,4.1322,71.0744,4.1322,71.0744,4.1322,71.0744,4.1322
2018-11-12,70.2479,3.3058,70.2479,3.3058,70.2479,3.3058,70.2479,3.3058
2018-11-13,69.4215,2.4793,69.4215,2.4793,69.4215,2.4793,69.4215,2.4793
2018-11-14,68.595,1.6529,68.595,1.6529,68.595,1.6529,68.595,1.6529
2018-11-15,67.7686,0.8264,67.7686,0.8264,67.7686,0.8264,67.7686,0.8264
2018-11-16,66.9421,0.0,66.9421,0.0,66.9421,0.0,66.9421,0.0
2018-11-19,66.1157,0.0,66.1157,0.0,66.1157,0.0,66.1157,0.0
2018-11-20,65.2893,16.5289,65.2893,16.5289,65.2893,16.5289,65.2893,16.5289
2018-11-21,64.4628,15.7025,64.4628,15.7025,64.4628,15.7025,64.4628,15.7025
2018-11-23,63.6364,14.876,63.6364,14.876,63.6364,14.876,63.6364,14.876
2018-11-26,62.8099,14.0496,62.8099,14.0496,62.8099,14.0496,62.8099,14.0496
2018-11-27,61.9835,13.2231,61.9835,13.2231,61.9835,13.2231,61.9835,13.2231
2018-11-28,61.157,12.3967,61.157,12.3967,61.157,12.3967,61.157,12.3967
2018-11-29,60.3306,11.5702,60.3306,11.5702,60.3306,11.5702,60.3306,11.5702
2018-11-30,59.5041,10.7438,59.5041,10.7438,59.5041,10.7438,59.5041,10.7438
2018-12-03,58.6777,9.9174,58.6777,9.9174,58.6777,9.9174,58.6777,9.9174
2018-12-04,57.8512,9.0909,57.8512,9.0909,57.8512,9.0909,57.8512,9.0909
2018-12-06,57.0248,8.2645,57.0248,8.2645,57.0248,8.2645,57.0248,8.2645
2018-12-07,56.1983,7.438,56.1983,7.438,56.1983,7.438,56.1983,7.438
2018-12-10,55.3719,6.6116,55.3719,6.6116,55.3719,6.6116,55.3719,6.6116
2018-12-11,54.5455,5.7851,54.5455,5.7851,54.5455,5.7851,54.5455,5.7851
2018-12-12,53.719,4.9587,53.719,4.9587,53.719,4.9587,53.719,4.9587
2018-12-13,52.8926,100.0,52.8926,100.0,52.8926,100.0,52.8926,100.0
2018-12-14,52.0661,100.0,52.0661,100.0,52.0661,100.0,52.0661,100.0
2018-12-17,51.2397,100.0,51.2397,100.0,51.2397,100.0,51.2397,100.0
2018-12-18,50.4132,100.0,50.4132,100.0,50.4132,100.0,50.4132,100.0
2018-12-19,49.5868,100.0,49.5868,100.0,49.5868,100.0,49.5868,100.0
2018-12-20,48.7603,100.0,48.7603,100.0,48.7603,100.0,48.7603,100.0
2018-12-21,47.9339,100.0,47.9339,100.0,47.9339,100.0,47.9339,100.0
2018-12-24,47.1074,100.0,47.1074,100.0,47.1074,100.0,47.1074,100.0
2018-12-26,46.281,100.0,46.281,100.0,46.281,100.0,46.281,100.0
2018-12-27,45.4545,99.1736,45.4545,99.1736,45.4545,99.1736,45.4545,99.1736
2018-12-28,44.6281,98.3471,44.6281,98.3471,44.6281,98.3471,44.6281,98.3471
2018-12-31,43.8017,97.5207,43.8017,97.5207,43.8017,97.5207,43.8017,97.5207
2019-01-02,42.9752,96.6942,42.9752,96.6942,42.9752,96.6942,42.9752,96.6942
2019-01-03,42.1488,95.8678,42.1488,95.8678,42.1488,95.8678,42.1488,95.8678
2019-01-04,41.3223,95.0413,41.3223,95.0413,41.3223,95.0413,41.3223,95.0413
2019-01-07,40.4959,94.2149,40.4959,94.2149,40.4959,94.2149,40.4959,94.2149
2019-01-08,39.6694,93.3884,39.6694,93.3884,39.6694,93.3884,39.6694,93.3884
2019-01-09,38.843,92.562,38.843,92.562,38.843,92.562,38.843,92.562
2019-01-10,38.0165,91.7355,38.0165,91.7355,38.0165,91.7355,38.0165,91.7355
2019-01-11,37.1901,90.9091,37.1901,90.9091,37.1901,90.9091,37.1901,90.9091
2019-01-14,36.3636,90.0826,36.3636,90.0826,36.3636,90.0826,36.3636,90.0826
2019-01-15,35.5372,89.2562,35.5372,89.2562,35.5372,89.2562,35.5372,89.2562
2019-01-16,34.7107,88.4298,34.7107,88.4298,34.7107,88.4298,34.7107,88.4298
2019-01-17,33.8843,87.6033,33.8843,87.6033,33.8843,87.6033,33.8843,87.6033
2019-01-18,33.0579,86.7769,33.0579,86.7769,33.0579,86.7769,33.0579,86.7769
2019-01-22,32.2314,85.9504,32.2314,85.9504,32.2314,85.9504,32.2314,85.9504
2019-01-23,31.405,85.124,31.405,85.124,31.405,85.124,31.405,85.124
2019-01-24,30.5785,84.2975,30.5785,84.2975,30.5785,84.2975,30.5785,84.2975
2019-01-25,29.7521,83.4711,29.7521,83.4711,29.7521,83.4711,29.7521,83.4711
2019-01-28,28.9256,82.6446,28.9256,82.6446,28.9256,82.6446,28.9256,82.6446
2019-01-29,28.0992,81.8182,28.0992,81.8182,28.0992,81.8182,28.0992,81.8182
2019-01-30,27.2727,80.9917,27.2727,80.9917,27.2727,80.9917,27.2727,80.9917
2019-01-31,26.4463,80.1653,26.4463,80.1653,26.4463,80.1653,26.4463,80.1653
2019-02-01,25.6198,79.3388,25.6198,79.3388,25.6198,79.3388,25.6198,79.3388
2019-02-04,24.7934,78.5124,24.7934,78.5124,24.7934,78.5124,24.7934,78.5124
2019-02-05,23.9669,77.686,23.9669,77.686,23.9669,77.686,23.9669,77.686
2019-02-06,23.1405,76.8595,23.1405,76.8595,23.1405,76.8595,23.1405,76.8595
2019-02-07,22.314,76.0331,22.314,76.0331,22.314,76.0331,22.314,76.0331
2019-02-08,21.4876,75.2066,21.4876,75.2066,21.4876,75.2066,21.4876,75.2066
2019-02-11,20.6612,74.3802,20.6612,74.3802,20.6612,74.3802,20.6612,74.3802
2019-02-12,19.8347,73.5537,19.8347,73.5537,19.8347,73.5537,19.8347,73.5537
2019-02-13,19.0083,72.7273,19.0083,72.7273,19.0083,72.7273,19.0083,72.7273
2019-02-14,18.1818,71.9008,18.1818,71.9008,18.1818,71.9008,18.1818,71.9008
2019-02-15,17.3554,71.0744,17.3554,71.0744,17.3554,71.0744,17.3554,71.0744
2019-02-19,16.5289,70.2479,16.5289,70.2479,16.5289,70.2479,16.5289,70.2479
2019-02-20,15.7025,69.4215,15.7025,69.4215,15.7025,69.4215,15.7025,69.4215
2019-02-21,14.876,68.595,14.876,68.595,14.876,68.595,14.876,68.595
2019-02-22,14.0496,67.7686,14.0496,67.7686,14.0496,67.7686,14.0496,67.7686
2019-02-25,13.2231,66.9421,13.2231,66.9421,13.2231,66.9421,13.2231,66.9421
2019-02-26,12.3967,66.1157,12.3967,66.1157,12.3967,66.1157,12.3967,66.1157
2019-02-27,11.5702,65.2893,11.5702,65.2893,11.5702,65.2893,11.5702,65.2893
2019-02-28,10.7438,64.4628,10.7438,64.4628,10.7438,64.4628,10.7438,64.4628
2019-03-01,9.9174,63.6364,9.9174,63.6364,9.9174,63.6364,9.9174,63.6364
2019-03-04,9.0909,62.8099,9.0909,62.8099,9.0909,62.8099,9.0909,62.8099
2019-03-05,8.2645,61.9835,8.2645,61.9835,8.2645,61.9835,8.2645,61.9835
2019-03-06,7.438,61.157,7.438,61.157,7.438,61.157,7.438,61.157
2019-03-07,6.6116,60.3306,6.6116,60.3306,6.6116,60.3306,6.6116,60.3306
2019-03-08,5.7851,59.5041,5.7851,59.5041,5.7851,59.5041,5.7851,59.5041
2019-03-11,4.9587,58.6777,4.9587,58.6777,4.9587,58.6777,4.9587,58.6777
2019-03-12,4.1322,57.8512,4.1322,57.8512,4.1322,57.8512,4.1322,57.8512
2019-03-13,3.3058,57.0248,3.3058,57.0248,3.3058,57.0248,3.3058,57.0248
2019-03-14,2.4793,56.1983,2.4793,56.1983,2.4793,56.1983,2.4793,56.1983
2019-03-15,1.6529,55.3719,1.6529,55.3719,1.6529,55.3719,1.6529,55.3719
2019-03-18,0.8264,54.5455,0.8264,54.5455,0.8264,54.5455,0.8264,54.5455
