date,WILLR,WILLR,WILLR,WILLR
2018-01-02,-36.458,-36.458,-36.458,-36.458
2018-01-03,-49.8768,-49.8768,-49.8768,-49.8768
2018-01-04,-29.9177,-29.9177,-29.9177,-29.9177
2018-01-05,-37.3037,-37.3037,-37.3037,-37.3037
2018-01-08,-69.1356,-69.1356,-69.1356,-69.1356
2018-01-09,-61.2748,-61.2748,-61.2748,-61.2748
2018-01-10,-68.1696,-68.1696,-68.1696,-68.1696
2018-01-11,-66.6232,-66.6232,-66.6232,-66.6232
2018-01-12,-48.5561,-48.5561,-48.5561,-48.5561
2018-01-16,-34.9581,-34.9581,-34.9581,-34.9581
2018-01-17,-63.8072,-63.8072,-63.8072,-63.8072
2018-01-18,-83.9578,-83.9578,-83.9578,-83.9578
2018-01-19,-45.2357,-45.2357,-45.2357,-45.2357
2018-01-22,-9.6191,-9.6191,-9.6191,-9.6191
2018-01-23,-19.809,-19.809,-19.809,-19.809
2018-01-24,-0.5902,-0.5902,-0.5902,-0.5902
2018-01-25,-6.7856,-6.7856,-6.7856,-6.7856
2018-01-26,-10.8938,-10.8938,-10.8938,-10.8938
2018-01-29,-5.2497,-5.2497,-5.2497,-5.2497
2018-01-30,-19.4361,-19.4361,-19.4361,-19.4361
2018-01-31,-23.6439,-23.6439,-23.6439,-23.6439
2018-02-01,-6.2516,-6.2516,-6.2516,-6.2516
2018-02-02,-55.1023,-55.1023,-55.1023,-55.1023
2018-02-05,-76.4323,-76.4323,-76.4323,-76.4323
2018-02-06,-46.7327,-46.7327,-46.7327,-46.7327
2018-02-07,-51.6878,-51.6878,-51.6878,-51.6878
2018-02-08,-84.9799,-84.9799,-84.9799,-84.9799
2018-02-09,-70.9855,-70.9855,-70.9855,-70.9855
2018-02-12,-59.7971,-59.7971,-59.7971,-59.7971
2018-02-13,-52.9275,-52.9275,-52.9275,-52.9275
2018-02-14,-32.4928,-32.4928,-32.4928,-32.4928
2018-02-15,-17.7101,-17.7101,-17.7101,-17.7101
2018-02-16,-17.8841,-17.8841,-17.8841,-17.8841
2018-02-20,-25.7971,-25.7971,-25.7971,-25.7971
2018-02-21,-30.1159,-30.1159,-30.1159,-30.1159
2018-02-22,-35.8261,-35.8261,-35.8261,-35.8261
2018-02-23,-20.3478,-20.3478,-20.3478,-20.3478
2018-02-26,-7.3333,-7.3333,-7.3333,-7.3333
2018-02-27,-15.3414,-15.3414,-15.3414,-15.3414
2018-02-28,-30.1212,-30.1212,-30.1212,-30.1212
2018-03-01,-48.3003,-48.3003,-48.3003,-48.3003
2018-03-02,-44.3393,-44.3393,-44.3393,-44.3393
2018-03-05,-29.5596,-29.5596,-29.5596,-29.5596
2018-03-06,-18.2974,-18.2974,-18.2974,-18.2974
2018-03-07,-22.9678,-22.9678,-22.9678,-22.9678
2018-03-08,-20.0414,-20.0414,-20.0414,-20.0414
2018-03-09,-6.9465,-6.9465,-6.9465,-6.9465
2018-03-12,-7.2858,-7.2858,-7.2858,-7.2858
2018-03-13,-27.4161,-27.4161,-27.4161,-27.4161
2018-03-14,-46.8763,-46.8763,-46.8763,-46.8763
2018-03-15,-37.4838,-37.4838,-37.4838,-37.4838
2018-03-16,-33.2184,-33.2184,-33.2184,-33.2184
2018-03-19,-55.0625,-55.0625,-55.0625,-55.0625
2018-03-20,-52.2189,-52.2189,-52.2189,-52.2189
2018-03-21,-57.9922,-57.9922,-57.9922,-57.9922
2018-03-22,-97.8458,-97.8458,-97.8458,-97.8458
2018-03-23,-98.9138,-98.9138,-98.9138,-98.9138
2018-03-26,-67.2482,-67.2482,-67.2482,-67.2482
2018-03-27,-92.3305,-92.3305,-92.3305,-92.3305
2018-03-28,-83.8397,-83.8397,-83.8397,-83.8397
2018-03-29,-75.7919,-75.7919,-75.7919,-75.7919
2018-04-02,-88.6493,-88.6493,-88.6493,-88.6493
2018-04-03,-78.4084,-78.4084,-78.4084,-78.4084
2018-04-04,-71.9404,-71.9404,-71.9404,-71.9404
2018-04-05,-61.8263,-61.8263,-61.8263,-61.8263
2018-04-06,-80.3424,-80.3424,-80.3424,-80.3424
2018-04-09,-73.3037,-73.3037,-73.3037,-73.3037
2018-04-10,-59.0531,-59.0531,-59.0531,-59.0531
2018-04-11,-66.0496,-66.0496,-66.0496,-66.0496
2018-04-12,-39.3405,-39.3405,-39.3405,-39.3405
2018-04-13,-53.4126,-53.4126,-53.4126,-53.4126
2018-04-16,-40.5394,-40.5394,-40.5394,-40.5394
2018-04-17,-56.6021,-56.6021,-56.6021,-56.6021
2018-04-18,-54.9736,-54.9736,-54.9736,-54.9736
2018-04-19,-44.4711,-44.4711,-44.4711,-44.4711
2018-04-20,-56.271,-56.271,-56.271,-56.271
2018-04-23,-84.516,-84.516,-84.516,-84.516
2018-04-24,-89.0912,-89.0912,-89.0912,-89.0912
2018-04-25,-93.117,-93.117,-93.117,-93.117
2018-04-26,-89.6755,-89.6755,-89.6755,-89.6755
2018-04-27,-90.836,-90.836,-90.836,-90.836
2018-04-30,-96.7186,-96.7186,-96.7186,-96.7186
2018-05-01,-90.5042,-90.5042,-90.5042,-90.5042
2018-05-02,-97.8335,-97.8335,-97.8335,-97.8335
2018-05-03,-82.877,-82.877,-82.877,-82.877
2018-05-04,-78.5179,-78.5179,-78.5179,-78.5179
2018-05-07,-72.079,-72.079,-72.079,-72.079
2018-05-08,-72.6488,-72.6488,-72.6488,-72.6488
2018-05-09,-59.1726,-59.1726,-59.1726,-59.1726
2018-05-10,-54.3007,-54.3007,-54.3007,-54.3007
2018-05-11,-55.4663,-55.4663,-55.4663,-55.4663
2018-05-14,-52.6255,-52.6255,-52.6255,-52.6255
2018-05-15,-52.1945,-52.1945,-52.1945,-52.1945
2018-05-16,-52.8512,-52.8512,-52.8512,-52.8512
2018-05-17,-58.628,-58.628,-58.628,-58.628
2018-05-18,-62.1302,-62.1302,-62.1302,-62.1302
2018-05-21,-52.6437,-52.6437,-52.6437,-52.6437
2018-05-22,-42.6407,-42.6407,-42.6407,-42.6407
2018-05-23,-43.6688,-43.6688,-43.6688,-43.6688
2018-05-24,-52.9221,-52.9221,-52.9221,-52.9221
2018-05-25,-58.8203,-58.8203,-58.8203,-58.8203
2018-05-29,-90.3643,-90.3643,-90.3643,-90.3643
2018-05-30,-80.1534,-80.1534,-80.1534,-80.1534
2018-05-31,-91.7852,-91.7852,-91.7852,-91.7852
2018-06-01,-80.4497,-80.4497,-80.4497,-80.4497
2018-06-04,-73.3823,-73.3823,-73.3823,-73.3823
2018-06-05,-80.4956,-80.4956,-80.4956,-80.4956
