date,Aroon Up,Aroon Down,Aroon Up,Aroon Down,Aroon Down,Aroon Up,Aroon Up,Aroon Down
2018-02-27,30.0,80.0,30.0,80.0,80.0,30.0,30.0,80.0
2018-02-28,20.0,100.0,20.0,100.0,100.0,20.0,20.0,100.0
2018-03-01,10.0,100.0,10.0,100.0,100.0,10.0,10.0,100.0
2018-03-02,0.0,100.0,0.0,100.0,100.0,0.0,0.0,100.0
2018-03-05,0.0,90.0,0.0,90.0,90.0,0.0,0.0,90.0
2018-03-06,0.0,80.0,0.0,80.0,80.0,0.0,0.0,80.0
2018-03-07,0.0,70.0,0.0,70.0,70.0,0.0,0.0,70.0
2018-03-08,20.0,60.0,20.0,60.0,60.0,20.0,20.0,60.0
2018-03-09,10.0,50.0,10.0,50.0,50.0,10.0,10.0,50.0
2018-03-12,0.0,40.0,0.0,40.0,40.0,0.0,0.0,40.0
2018-03-13,0.0,30.0,0.0,30.0,30.0,0.0,0.0,30.0
2018-03-14,0.0,20.0,0.0,20.0,20.0,0.0,0.0,20.0
2018-03-15,70.0,10.0,70.0,10.0,10.0,70.0,70.0,10.0
2018-03-16,60.0,0.0,60.0,0.0,0.0,60.0,60.0,0.0
2018-03-19,50.0,0.0,50.0,0.0,0.0,50.0,50.0,0.0
2018-03-20,40.0,90.0,40.0,90.0,90.0,40.0,40.0,90.0
2018-03-21,30.0,80.0,30.0,80.0,80.0,30.0,30.0,80.0
2018-03-22,20.0,100.0,20.0,100.0,100.0,20.0,20.0,100.0
2018-03-23,10.0,100.0,10.0,100.0,100.0,10.0,10.0,100.0
2018-03-26,0.0,90.0,0.0,90.0,90.0,0.0,0.0,90.0
2018-03-27,0.0,80.0,0.0,80.0,80.0,0.0,0.0,80.0
2018-03-28,0.0,70.0,0.0,70.0,70.0,0.0,0.0,70.0
2018-03-29,10.0,60.0,10.0,60.0,60.0,10.0,10.0,60.0
2018-04-02,0.0,100.0,0.0,100.0,100.0,0.0,0.0,100.0
2018-04-03,10.0,90.0,10.0,90.0,90.0,10.0,10.0,90.0
2018-04-04,0.0,80.0,0.0,80.0,80.0,0.0,0.0,80.0
2018-04-05,0.0,70.0,0.0,70.0,70.0,0.0,0.0,70.0
2018-04-06,0.0,60.0,0.0,60.0,60.0,0.0,0.0,60.0
2018-04-09,30.0,50.0,30.0,50.0,50.0,30.0,30.0,50.0
2018-04-10,20.0,40.0,20.0,40.0,40.0,20.0,20.0,40.0
2018-04-11,10.0,30.0,10.0,30.0,30.0,10.0,10.0,30.0
2018-04-12,0.0,20.0,0.0,20.0,20.0,0.0,0.0,20.0
2018-04-13,0.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0
2018-04-16,30.0,0.0,30.0,0.0,0.0,30.0,30.0,0.0
2018-04-17,100.0,10.0,100.0,10.0,10.0,100.0,100.0,10.0
2018-04-18,90.0,0.0,90.0,0.0,0.0,90.0,90.0,0.0
2018-04-19,100.0,60.0,100.0,60.0,60.0,100.0,100.0,60.0
2018-04-20,100.0,50.0,100.0,50.0,50.0,100.0,100.0,50.0
2018-04-23,100.0,40.0,100.0,40.0,40.0,100.0,100.0,40.0
2018-04-24,90.0,30.0,90.0,30.0,30.0,90.0,90.0,30.0
2018-04-25,100.0,20.0,100.0,20.0,20.0,100.0,100.0,20.0
2018-04-26,90.0,10.0,90.0,10.0,10.0,90.0,90.0,10.0
2018-04-27,80.0,0.0,80.0,0.0,0.0,80.0,80.0,0.0
2018-04-30,70.0,0.0,70.0,0.0,0.0,70.0,70.0,0.0
2018-05-01,60.0,100.0,60.0,100.0,100.0,60.0,60.0,100.0
2018-05-02,50.0,100.0,50.0,100.0,100.0,50.0,50.0,100.0
2018-05-03,40.0,100.0,40.0,100.0,100.0,40.0,40.0,100.0
2018-05-04,30.0,90.0,30.0,90.0,90.0,30.0,30.0,90.0
2018-05-07,20.0,80.0,20.0,80.0,80.0,20.0,20.0,80.0
2018-05-08,10.0,70.0,10.0,70.0,70.0,10.0,10.0,70.0
2018-05-09,0.0,60.0,0.0,60.0,60.0,0.0,0.0,60.0
2018-05-10,20.0,50.0,20.0,50.0,50.0,20.0,20.0,50.0
2018-05-11,10.0,40.0,10.0,40.0,40.0,10.0,10.0,40.0
2018-05-14,0.0,30.0,0.0,30.0,30.0,0.0,0.0,30.0
2018-05-15,90.0,20.0,90.0,20.0,20.0,90.0,90.0,20.0
2018-05-16,80.0,10.0,80.0,10.0,10.0,80.0,80.0,10.0
2018-05-17,70.0,0.0,70.0,0.0,0.0,70.0,70.0,0.0
2018-05-18,60.0,0.0,60.0,0.0,0.0,60.0,60.0,0.0
2018-05-21,50.0,0.0,50.0,0.0,0.0,50.0,50.0,0.0
2018-05-22,40.0,0.0,40.0,0.0,0.0,40.0,40.0,0.0
2018-05-23,30.0,0.0,30.0,0.0,0.0,30.0,30.0,0.0
2018-05-24,20.0,100.0,20.0,100.0,100.0,20.0,20.0,100.0
2018-05-25,10.0,90.0,10.0,90.0,90.0,10.0,10.0,90.0
2018-05-29,0.0,100.0,0.0,100.0,100.0,0.0,0.0,100.0
2018-05-30,0.0,90.0,0.0,90.0,90.0,0.0,0.0,90.0
2018-05-31,40.0,80.0,40.0,80.0,80.0,40.0,40.0,80.0
2018-06-01,30.0,70.0,30.0,70.0,70.0,30.0,30.0,70.0
2018-06-04,20.0,60.0,20.0,60.0,60.0,20.0,20.0,60.0
2018-06-05,10.0,50.0,10.0,50.0,50.0,10.0,10.0,50.0
2018-06-06,0.0,100.0,0.0,100.0,100.0,0.0,0.0,100.0
2018-06-07,0.0,90.0,0.0,90.0,90.0,0.0,0.0,90.0
2018-06-08,10.0,80.0,10.0,80.0,80.0,10.0,10.0,80.0
2018-06-11,0.0,70.0,0.0,70.0,70.0,0.0,0.0,70.0
2018-06-12,100.0,60.0,100.0,60.0,60.0,100.0,100.0,60.0
2018-06-13,90.0,50.0,90.0,50.0,50.0,90.0,90.0,50.0
2018-06-14,80.0,40.0,80.0,40.0,40.0,80.0,80.0,40.0
2018-06-15,70.0,30.0,70.0,30.0,30.0,70.0,70.0,30.0
2018-06-18,60.0,100.0,60.0,100.0,100.0,60.0,60.0,100.0
2018-06-19,50.0,90.0,50.0,90.0,90.0,50.0,50.0,90.0
2018-06-20,40.0,100.0,40.0,100.0,100.0,40.0,40.0,100.0
2018-06-21,30.0,100.0,30.0,100.0,100.0,30.0,30.0,100.0
2018-06-22,20.0,90.0,20.0,90.0,90.0,20.0,20.0,90.0
2018-06-25,10.0,100.0,10.0,100.0,100.0,10.0,10.0,100.0
2018-06-26,0.0,90.0,0.0,90.0,90.0,0.0,0.0,90.0
2018-06-27,0.0,80.0,0.0,80.0,80.0,0.0,0.0,80.0
2018-06-28,0.0,70.0,0.0,70.0,70.0,0.0,0.0,70.0
2018-06-29,0.0,60.0,0.0,60.0,60.0,0.0,0.0,60.0
2018-07-02,20.0,50.0,20.0,50.0,50.0,20.0,20.0,50.0
2018-07-03,10.0,40.0,10.0,40.0,40.0,10.0,10.0,40.0
2018-07-05,0.0,30.0,0.0,30.0,30.0,0.0,0.0,30.0
2018-07-06,100.0,20.0,100.0,20.0,20.0,100.0,100.0,20.0
2018-07-09,100.0,10.0,100.0,10.0,10.0,100.0,100.0,10.0
2018-07-10,100.0,0.0,100.0,0.0,0.0,100.0,100.0,0.0
2018-07-11,90.0,10.0,90.0,10.0,10.0,90.0,90.0,10.0
2018-07-12,80.0,0.0,80.0,0.0,0.0,80.0,80.0,0.0
2018-07-13,70.0,0.0,70.0,0.0,0.0,70.0,70.0,0.0
2018-07-16,60.0,10.0,60.0,10.0,10.0,60.0,60.0,10.0
2018-07-17,100.0,0.0,100.0,0.0,0.0,100.0,100.0,0.0
2018-07-18,100.0,0.0,100.0,0.0,0.0,100.0,100.0,0.0
2018-07-19,90.0,0.0,90.0,0.0,0.0,90.0,90.0,0.0
2018-07-20,80.0,0.0,80.0,0.0,0.0,80.0,80.0,0.0
2018-07-23,70.0,0.0,70.0,0.0,0.0,70.0,70.0,0.0
2018-07-24,100.0,30.0,100.0,30.0,30.0,100.0,100.0,30.0
2018-07-25,100.0,20.0,100.0,20.0,20.0,100.0,100.0,20.0
2018-07-26,100.0,10.0,100.0,10.0,10.0,100.0,100.0,10.0
2018-07-27,100.0,0.0,100.0,0.0,0.0,100.0,100.0,0.0
2018-07-30,100.0,70.0,100.0,70.0,70.0,100.0,100.0,70.0
2018-07-31,100.0,60.0,100.0,60.0,60.0,100.0,100.0,60.0
2018-08-01,100.0,50.0,100.0,50.0,50.0,100.0,100.0,50.0
2018-08-02,90.0,40.0,90.0,40.0,40.0,90.0,90.0,40.0
2018-08-03,80.0,30.0,80.0,30.0,30.0,80.0,80.0,30.0
2018-08-06,70.0,20.0,70.0,20.0,20.0,70.0,70.0,20.0
2018-08-07,60.0,10.0,60.0,10.0,10.0,60.0,60.0,10.0
2018-08-08,50.0,0.0,50.0,0.0,0.0,50.0,50.0,0.0
2018-08-09,40.0,0.0,40.0,0.0,0.0,40.0,40.0,0.0
2018-08-10,30.0,100.0,30.0,100.0,100.0,30.0,30.0,100.0
2018-08-13,20.0,100.0,20.0,100.0,100.0,20.0,20.0,100.0
2018-08-14,10.0,100.0,10.0,100.0,100.0,10.0,10.0,100.0
2018-08-15,0.0,100.0,0.0,100.0,100.0,0.0,0.0,100.0
2018-08-16,30.0,90.0,30.0,90.0,90.0,30.0,30.0,90.0
2018-08-17,20.0,80.0,20.0,80.0,80.0,20.0,20.0,80.0
2018-08-20,10.0,70.0,10.0,70.0,70.0,10.0,10.0,70.0
2018-08-21,0.0,60.0,0.0,60.0,60.0,0.0,0.0,60.0
2018-08-22,0.0,50.0,0.0,50.0,50.0,0.0,0.0,50.0
2018-08-23,0.0,40.0,0.0,40.0,40.0,0.0,0.0,40.0
2018-08-24,0.0,30.0,0.0,30.0,30.0,0.0,0.0,30.0
2018-08-27,100.0,20.0,100.0,20.0,20.0,100.0,100.0,20.0
2018-08-28,100.0,10.0,100.0,10.0,10.0,100.0,100.0,10.0
2018-08-29,90.0,0.0,90.0,0.0,0.0,90.0,90.0,0.0
2018-08-30,80.0,40.0,80.0,40.0,40.0,80.0,80.0,40.0
2018-08-31,70.0,30.0,70.0,30.0,30.0,70.0,70.0,30.0
2018-09-04,60.0,20.0,60.0,20.0,20.0,60.0,60.0,20.0
2018-09-05,100.0,10.0,100.0,10.0,10.0,100.0,100.0,10.0
2018-09-06,90.0,0.0,90.0,0.0,0.0,90.0,90.0,0.0
2018-09-07,80.0,0.0,80.0,0.0,0.0,80.0,80.0,0.0
2018-09-10,70.0,0.0,70.0,0.0,0.0,70.0,70.0,0.0
2018-09-11,60.0,40.0,60.0,40.0,40.0,60.0,60.0,40.0
2018-09-12,50.0,30.0,50.0,30.0,30.0,50.0,50.0,30.0
2018-09-13,40.0,20.0,40.0,20.0,20.0,40.0,40.0,20.0
2018-09-14,100.0,10.0,100.0,10.0,10.0,100.0,100.0,10.0
2018-09-17,100.0,0.0,100.0,0.0,0.0,100.0,100.0,0.0
2018-09-18,100.0,50.0,100.0,50.0,50.0,100.0,100.0,50.0
2018-09-19,100.0,40.0,100.0,40.0,40.0,100.0,100.0,40.0
2018-09-20,90.0,30.0,90.0,30.0,30.0,90.0,90.0,30.0
2018-09-21,80.0,20.0,80.0,20.0,20.0,80.0,80.0,20.0
2018-09-24,70.0,10.0,70.0,10.0,10.0,70.0,70.0,10.0
2018-09-25,60.0,0.0,60.0,0.0,0.0,60.0,60.0,0.0
2018-09-26,50.0,100.0,50.0,100.0,100.0,50.0,50.0,100.0
2018-09-27,40.0,100.0,40.0,100.0,100.0,40.0,40.0,100.0
2018-09-28,30.0,100.0,30.0,100.0,100.0,30.0,30.0,100.0
2018-10-01,20.0,90.0,20.0,90.0,90.0,20.0,20.0,90.0
2018-10-02,10.0,80.0,10.0,80.0,80.0,10.0,10.0,80.0
2018-10-03,0.0,70.0,0.0,70.0,70.0,0.0,0.0,70.0
2018-10-04,0.0,60.0,0.0,60.0,60.0,0.0,0.0,60.0
2018-10-05,0.0,50.0,0.0,50.0,50.0,0.0,0.0,50.0
2018-10-08,0.0,40.0,0.0,40.0,40.0,0.0,0.0,40.0
2018-10-09,0.0,30.0,0.0,30.0,30.0,0.0,0.0,30.0
2018-10-10,80.0,20.0,80.0,20.0,20.0,80.0,80.0,20.0
2018-10-11,70.0,100.0,70.0,100.0,100.0,70.0,70.0,100.0
2018-10-12,60.0,100.0,60.0,100.0,100.0,60.0,60.0,100.0
2018-10-15,50.0,90.0,50.0,90.0,90.0,50.0,50.0,90.0
2018-10-16,40.0,80.0,40.0,80.0,80.0,40.0,40.0,80.0
2018-10-17,30.0,70.0,30.0,70.0,70.0,30.0,30.0,70.0
2018-10-18,20.0,60.0,20.0,60.0,60.0,20.0,20.0,60.0
2018-10-19,10.0,50.0,10.0,50.0,50.0,10.0,10.0,50.0
2018-10-22,0.0,40.0,0.0,40.0,40.0,0.0,0.0,40.0
2018-10-23,0.0,30.0,0.0,30.0,30.0,0.0,0.0,30.0
2018-10-24,0.0,100.0,0.0,100.0,100.0,0.0,0.0,100.0
2018-10-25,0.0,90.0,0.0,90.0,90.0,0.0,0.0,90.0
2018-10-26,40.0,80.0,40.0,80.0,80.0,40.0,40.0,80.0
2018-10-29,30.0,70.0,30.0,70.0,70.0,30.0,30.0,70.0
2018-10-30,20.0,60.0,20.0,60.0,60.0,20.0,20.0,60.0
2018-10-31,10.0,50.0,10.0,50.0,50.0,10.0,10.0,50.0
2018-11-01,0.0,40.0,0.0,40.0,40.0,0.0,0.0,40.0
2018-11-02,0.0,30.0,0.0,30.0,30.0,0.0,0.0,30.0
2018-11-05,100.0,20.0,100.0,20.0,20.0,100.0,100.0,20.0
2018-11-06,100.0,10.0,100.0,10.0,10.0,100.0,100.0,10.0
2018-11-07,100.0,0.0,100.0,0.0,0.0,100.0,100.0,0.0
2018-11-08,100.0,10.0,100.0,10.0,10.0,100.0,100.0,10.0
2018-11-09,90.0,0.0,90.0,0.0,0.0,90.0,90.0,0.0
2018-11-12,80.0,0.0,80.0,0.0,0.0,80.0,80.0,0.0
2018-11-13,70.0,0.0,70.0,0.0,0.0,70.0,70.0,0.0
2018-11-14,60.0,10.0,60.0,10.0,10.0,60.0,60.0,10.0
2018-11-15,50.0,0.0,50.0,0.0,0.0,50.0,50.0,0.0
2018-11-16,100.0,0.0,100.0,0.0,0.0,100.0,100.0,0.0
2018-11-19,100.0,80.0,100.0,80.0,80.0,100.0,100.0,80.0
2018-11-20,100.0,70.0,100.0,70.0,70.0,100.0,100.0,70.0
2018-11-21,90.0,60.0,90.0,60.0,60.0,90.0,90.0,60.0
2018-11-23,80.0,50.0,80.0,50.0,50.0,80.0,80.0,50.0
2018-11-26,70.0,40.0,70.0,40.0,40.0,70.0,70.0,40.0
2018-11-27,60.0,30.0,60.0,30.0,30.0,60.0,60.0,30.0
2018-11-28,100.0,20.0,100.0,20.0,20.0,100.0,100.0,20.0
2018-11-29,90.0,10.0,90.0,10.0,10.0,90.0,90.0,10.0
2018-11-30,80.0,0.0,80.0,0.0,0.0,80.0,80.0,0.0
2018-12-03,70.0,0.0,70.0,0.0,0.0,70.0,70.0,0.0
2018-12-04,60.0,30.0,60.0,30.0,30.0,60.0,60.0,30.0
2018-12-06,50.0,100.0,50.0,100.0,100.0,50.0,50.0,100.0
2018-12-07,40.0,90.0,40.0,90.0,90.0,40.0,40.0,90.0
2018-12-10,30.0,100.0,30.0,100.0,100.0,30.0,30.0,100.0
2018-12-11,20.0,90.0,20.0,90.0,90.0,20.0,20.0,90.0
2018-12-12,10.0,100.0,10.0,100.0,100.0,10.0,10.0,100.0
2018-12-13,0.0,100.0,0.0,100.0,100.0,0.0,0.0,100.0
2018-12-14,0.0,90.0,0.0,90.0,90.0,0.0,0.0,90.0
2018-12-17,20.0,80.0,20.0,80.0,80.0,20.0,20.0,80.0
2018-12-18,10.0,100.0,10.0,100.0,100.0,10.0,10.0,100.0
2018-12-19,0.0,100.0,0.0,100.0,100.0,0.0,0.0,100.0
2018-12-20,10.0,100.0,10.0,100.0,100.0,10.0,10.0,100.0
2018-12-21,0.0,90.0,0.0,90.0,90.0,0.0,0.0,90.0
2018-12-24,10.0,100.0,10.0,100.0,100.0,10.0,10.0,100.0
2018-12-26,0.0,100.0,0.0,100.0,100.0,0.0,0.0,100.0
2018-12-27,0.0,90.0,0.0,90.0,90.0,0.0,0.0,90.0
2018-12-28,20.0,80.0,20.0,80.0,80.0,20.0,20.0,80.0
2018-12-31,10.0,70.0,10.0,70.0,70.0,10.0,10.0,70.0
2019-01-02,0.0,60.0,0.0,60.0,60.0,0.0,0.0,60.0
2019-01-03,80.0,50.0,80.0,50.0,50.0,80.0,80.0,50.0
2019-01-04,70.0,40.0,70.0,40.0,40.0,70.0,70.0,40.0
2019-01-07,60.0,30.0,60.0,30.0,30.0,60.0,60.0,30.0
2019-01-08,50.0,20.0,50.0,20.0,20.0,50.0,50.0,20.0
2019-01-09,40.0,10.0,40.0,10.0,10.0,40.0,40.0,10.0
2019-01-10,100.0,0.0,100.0,0.0,0.0,100.0,100.0,0.0
2019-01-11,100.0,0.0,100.0,0.0,0.0,100.0,100.0,0.0
2019-01-14,100.0,30.0,100.0,30.0,30.0,100.0,100.0,30.0
2019-01-15,100.0,20.0,100.0,20.0,20.0,100.0,100.0,20.0
2019-01-16,100.0,10.0,100.0,10.0,10.0,100.0,100.0,10.0
2019-01-17,90.0,0.0,90.0,0.0,0.0,90.0,90.0,0.0
2019-01-18,100.0,20.0,100.0,20.0,20.0,100.0,100.0,20.0
2019-01-22,90.0,10.0,90.0,10.0,10.0,90.0,90.0,10.0
2019-01-23,80.0,0.0,80.0,0.0,0.0,80.0,80.0,0.0
2019-01-24,70.0,0.0,70.0,0.0,0.0,70.0,70.0,0.0
2019-01-25,100.0,0.0,100.0,0.0,0.0,100.0,100.0,0.0
2019-01-28,90.0,0.0,90.0,0.0,0.0,90.0,90.0,0.0
2019-01-29,80.0,0.0,80.0,0.0,0.0,80.0,80.0,0.0
2019-01-30,70.0,50.0,70.0,50.0,50.0,70.0,70.0,50.0
2019-01-31,60.0,40.0,60.0,40.0,40.0,60.0,60.0,40.0
2019-02-01,50.0,30.0,50.0,30.0,30.0,50.0,50.0,30.0
2019-02-04,40.0,20.0,40.0,20.0,20.0,40.0,40.0,20.0
2019-02-05,100.0,10.0,100.0,10.0,10.0,100.0,100.0,10.0
2019-02-06,90.0,100.0,90.0,100.0,100.0,90.0,90.0,100.0
2019-02-07,80.0,100.0,80.0,100.0,100.0,80.0,80.0,100.0
2019-02-08,70.0,100.0,70.0,100.0,100.0,70.0,70.0,100.0
2019-02-11,60.0,90.0,60.0,90.0,90.0,60.0,60.0,90.0
2019-02-12,50.0,80.0,50.0,80.0,80.0,50.0,50.0,80.0
2019-02-13,40.0,70.0,40.0,70.0,70.0,40.0,40.0,70.0
2019-02-14,30.0,60.0,30.0,60.0,60.0,30.0,30.0,60.0
2019-02-15,20.0,50.0,20.0,50.0,50.0,20.0,20.0,50.0
2019-02-19,10.0,40.0,10.0,40.0,40.0,10.0,10.0,40.0
2019-02-20,100.0,30.0,100.0,30.0,30.0,100.0,100.0,30.0
2019-02-21,100.0,20.0,100.0,20.0,20.0,100.0,100.0,20.0
2019-02-22,90.0,10.0,90.0,10.0,10.0,90.0,90.0,10.0
2019-02-25,100.0,0.0,100.0,0.0,0.0,100.0,100.0,0.0
2019-02-26,100.0,0.0,100.0,0.0,0.0,100.0,100.0,0.0
2019-02-27,90.0,20.0,90.0,20.0,20.0,90.0,90.0,20.0
2019-02-28,80.0,10.0,80.0,10.0,10.0,80.0,80.0,10.0
2019-03-01,70.0,0.0,70.0,0.0,0.0,70.0,70.0,0.0
2019-03-04,60.0,0.0,60.0,0.0,0.0,60.0,60.0,0.0
2019-03-05,50.0,0.0,50.0,0.0,0.0,50.0,50.0,0.0
2019-03-06,40.0,80.0,40.0,80.0,80.0,40.0,40.0,80.0
2019-03-07,30.0,100.0,30.0,100.0,100.0,30.0,30.0,100.0
2019-03-08,20.0,100.0,20.0,100.0,100.0,20.0,20.0,100.0
2019-03-11,10.0,90.0,10.0,90.0,90.0,10.0,10.0,90.0
2019-03-12,0.0,80.0,0.0,80.0,80.0,0.0,0.0,80.0
2019-03-13,20.0,70.0,20.0,70.0,70.0,20.0,20.0,70.0
2019-03-14,100.0,60.0,100.0,60.0,60.0,100.0,100.0,60.0
2019-03-15,100.0,50.0,100.0,50.0,50.0,100.0,100.0,50.0
2019-03-18,100.0,40.0,100.0,40.0,40.0,100.0,100.0,40.0
2019-03-19,100.0,30.0,100.0,30.0,30.0,100.0,100.0,30.0
2019-03-20,90.0,20.0,90.0,20.0,20.0,90.0,90.0,20.0
2019-03-21,80.0,10.0,80.0,10.0,10.0,80.0,80.0,10.0
2019-03-22,100.0,0.0,100.0,0.0,0.0,100.0,100.0,0.0
2019-03-25,90.0,0.0,90.0,0.0,0.0,90.0,90.0,0.0
2019-03-26,80.0,70.0,80.0,70.0,70.0,80.0,80.0,70.0
2019-03-27,100.0,60.0,100.0,60.0,60.0,100.0,100.0,60.0
2019-03-28,90.0,50.0,90.0,50.0,50.0,90.0,90.0,50.0
2019-03-29,100.0,40.0,100.0,40.0,40.0,100.0,100.0,40.0
