date,Aroon Down,Aroon Up,Aroon Up,Aroon Down,Aroon Down,Aroon Up,Aroon Up,Aroon Down
2018-03-26,50.0,83.3333,83.3333,50.0,50.0,83.3333,83.3333,50.0
2018-03-27,48.3333,81.6667,81.6667,48.3333,48.3333,81.6667,81.6667,48.3333
2018-03-28,46.6667,80.0,80.0,46.6667,46.6667,80.0,80.0,46.6667
2018-03-29,45.0,78.3333,78.3333,45.0,45.0,78.3333,78.3333,45.0
2018-04-02,43.3333,76.6667,76.6667,43.3333,43.3333,76.6667,76.6667,43.3333
2018-04-03,41.6667,75.0,75.0,41.6667,41.6667,75.0,75.0,41.6667
2018-04-04,40.0,73.3333,73.3333,40.0,40.0,73.3333,73.3333,40.0
2018-04-05,38.3333,71.6667,71.6667,38.3333,38.3333,71.6667,71.6667,38.3333
2018-04-06,36.6667,70.0,70.0,36.6667,36.6667,70.0,70.0,36.6667
2018-04-09,35.0,68.3333,68.3333,35.0,35.0,68.3333,68.3333,35.0
2018-04-10,33.3333,66.6667,66.6667,33.3333,33.3333,66.6667,66.6667,33.3333
2018-04-11,31.6667,65.0,65.0,31.6667,31.6667,65.0,65.0,31.6667
2018-04-12,30.0,63.3333,63.3333,30.0,30.0,63.3333,63.3333,30.0
2018-04-13,28.3333,61.6667,61.6667,28.3333,28.3333,61.6667,61.6667,28.3333
2018-04-16,26.6667,60.0,60.0,26.6667,26.6667,60.0,60.0,26.6667
2018-04-17,25.0,58.3333,58.3333,25.0,25.0,58.3333,58.3333,25.0
2018-04-18,23.3333,56.6667,56.6667,23.3333,23.3333,56.6667,56.6667,23.3333
2018-04-19,21.6667,55.0,55.0,21.6667,21.6667,55.0,55.0,21.6667
2018-04-20,20.0,53.3333,53.3333,20.0,20.0,53.3333,53.3333,20.0
2018-04-23,18.3333,51.6667,51.6667,18.3333,18.3333,51.6667,51.6667,18.3333
2018-04-24,16.6667,50.0,50.0,16.6667,16.6667,50.0,50.0,16.6667
2018-04-25,100.0,48.3333,48.3333,100.0,100.0,48.3333,48.3333,100.0
2018-04-26,98.3333,46.6667,46.6667,98.3333,98.3333,46.6667,46.6667,98.3333
2018-04-27,96.6667,45.0,45.0,96.6667,96.6667,45.0,45.0,96.6667
2018-04-30,95.0,43.3333,43.3333,95.0,95.0,43.3333,43.3333,95.0
2018-05-01,100.0,41.6667,41.6667,100.0,100.0,41.6667,41.6667,100.0
2018-05-02,100.0,40.0,40.0,100.0,100.0,40.0,40.0,100.0
2018-05-03,100.0,38.3333,38.3333,100.0,100.0,38.3333,38.3333,100.0
2018-05-04,98.3333,36.6667,36.6667,98.3333,98.3333,36.6667,36.6667,98.3333
2018-05-07,96.6667,35.0,35.0,96.6667,96.6667,35.0,35.0,96.6667
2018-05-08,95.0,33.3333,33.3333,95.0,95.0,33.3333,33.3333,95.0
2018-05-09,93.3333,31.6667,31.6667,93.3333,93.3333,31.6667,31.6667,93.3333
2018-05-10,91.6667,30.0,30.0,91.6667,91.6667,30.0,30.0,91.6667
2018-05-11,90.0,28.3333,28.3333,90.0,90.0,28.3333,28.3333,90.0
2018-05-14,88.3333,26.6667,26.6667,88.3333,88.3333,26.6667,26.6667,88.3333
2018-05-15,86.6667,25.0,25.0,86.6667,86.6667,25.0,25.0,86.6667
2018-05-16,85.0,23.3333,23.3333,85.0,85.0,23.3333,23.3333,85.0
2018-05-17,83.3333,21.6667,21.6667,83.3333,83.3333,21.6667,21.6667,83.3333
2018-05-18,81.6667,20.0,20.0,81.6667,81.6667,20.0,20.0,81.6667
2018-05-21,80.0,18.3333,18.3333,80.0,80.0,18.3333,18.3333,80.0
2018-05-22,78.3333,16.6667,16.6667,78.3333,78.3333,16.6667,16.6667,78.3333
2018-05-23,76.6667,15.0,15.0,76.6667,76.6667,15.0,15.0,76.6667
2018-05-24,75.0,13.3333,13.3333,75.0,75.0,13.3333,13.3333,75.0
2018-05-25,73.3333,11.6667,11.6667,73.3333,73.3333,11.6667,11.6667,73.3333
2018-05-29,100.0,10.0,10.0,100.0,100.0,10.0,10.0,100.0
2018-05-30,98.3333,8.3333,8.3333,98.3333,98.3333,8.3333,8.3333,98.3333
2018-05-31,100.0,6.6667,6.6667,100.0,100.0,6.6667,6.6667,100.0
2018-06-01,98.3333,5.0,5.0,98.3333,98.3333,5.0,5.0,98.3333
2018-06-04,96.6667,3.3333,3.3333,96.6667,96.6667,3.3333,3.3333,96.6667
2018-06-05,95.0,1.6667,1.6667,95.0,95.0,1.6667,1.6667,95.0
2018-06-06,93.3333,0.0,0.0,93.3333,93.3333,0.0,0.0,93.3333
2018-06-07,91.6667,0.0,0.0,91.6667,91.6667,0.0,0.0,91.6667
2018-06-08,90.0,0.0,0.0,90.0,90.0,0.0,0.0,90.0
2018-06-11,88.3333,1.6667,1.6667,88.3333,88.3333,1.6667,1.6667,88.3333
2018-06-12,86.6667,0.0,0.0,86.6667,86.6667,0.0,0.0,86.6667
2018-06-13,85.0,0.0,0.0,85.0,85.0,0.0,0.0,85.0
2018-06-14,83.3333,1.6667,1.6667,83.3333,83.3333,1.6667,1.6667,83.3333
2018-06-15,81.6667,0.0,0.0,81.6667,81.6667,0.0,0.0,81.6667
2018-06-18,80.0,25.0,25.0,80.0,80.0,25.0,25.0,80.0
2018-06-19,78.3333,23.3333,23.3333,78.3333,78.3333,23.3333,23.3333,78.3333
2018-06-20,76.6667,21.6667,21.6667,76.6667,76.6667,21.6667,21.6667,76.6667
2018-06-21,75.0,20.0,20.0,75.0,75.0,20.0,20.0,75.0
2018-06-22,73.3333,18.3333,18.3333,73.3333,73.3333,18.3333,18.3333,73.3333
2018-06-25,100.0,16.6667,16.6667,100.0,100.0,16.6667,16.6667,100.0
2018-06-26,100.0,15.0,15.0,100.0,100.0,15.0,15.0,100.0
2018-06-27,98.3333,13.3333,13.3333,98.3333,98.3333,13.3333,13.3333,98.3333
2018-06-28,96.6667,11.6667,11.6667,96.6667,96.6667,11.6667,11.6667,96.6667
2018-06-29,95.0,10.0,10.0,95.0,95.0,10.0,10.0,95.0
2018-07-02,100.0,8.3333,8.3333,100.0,100.0,8.3333,8.3333,100.0
2018-07-03,98.3333,6.6667,6.6667,98.3333,98.3333,6.6667,6.6667,98.3333
2018-07-05,96.6667,5.0,5.0,96.6667,96.6667,5.0,5.0,96.6667
2018-07-06,95.0,3.3333,3.3333,95.0,95.0,3.3333,3.3333,95.0
2018-07-09,93.3333,1.6667,1.6667,93.3333,93.3333,1.6667,1.6667,93.3333
2018-07-10,91.6667,0.0,0.0,91.6667,91.6667,0.0,0.0,91.6667
2018-07-11,90.0,1.6667,1.6667,90.0,90.0,1.6667,1.6667,90.0
2018-07-12,88.3333,0.0,0.0,88.3333,88.3333,0.0,0.0,88.3333
2018-07-13,86.6667,0.0,0.0,86.6667,86.6667,0.0,0.0,86.6667
2018-07-16,85.0,0.0,0.0,85.0,85.0,0.0,0.0,85.0
2018-07-17,83.3333,0.0,0.0,83.3333,83.3333,0.0,0.0,83.3333
2018-07-18,81.6667,0.0,0.0,81.6667,81.6667,0.0,0.0,81.6667
2018-07-19,80.0,0.0,0.0,80.0,80.0,0.0,0.0,80.0
2018-07-20,78.3333,21.6667,21.6667,78.3333,78.3333,21.6667,21.6667,78.3333
2018-07-23,76.6667,20.0,20.0,76.6667,76.6667,20.0,20.0,76.6667
2018-07-24,75.0,18.3333,18.3333,75.0,75.0,18.3333,18.3333,75.0
2018-07-25,73.3333,16.6667,16.6667,73.3333,73.3333,16.6667,16.6667,73.3333
2018-07-26,71.6667,15.0,15.0,71.6667,71.6667,15.0,15.0,71.6667
2018-07-27,70.0,13.3333,13.3333,70.0,70.0,13.3333,13.3333,70.0
2018-07-30,68.3333,11.6667,11.6667,68.3333,68.3333,11.6667,11.6667,68.3333
2018-07-31,66.6667,10.0,10.0,66.6667,66.6667,10.0,10.0,66.6667
2018-08-01,65.0,8.3333,8.3333,65.0,65.0,8.3333,8.3333,65.0
2018-08-02,63.3333,6.6667,6.6667,63.3333,63.3333,6.6667,6.6667,63.3333
2018-08-03,61.6667,5.0,5.0,61.6667,61.6667,5.0,5.0,61.6667
2018-08-06,60.0,3.3333,3.3333,60.0,60.0,3.3333,3.3333,60.0
2018-08-07,58.3333,1.6667,1.6667,58.3333,58.3333,1.6667,1.6667,58.3333
2018-08-08,56.6667,0.0,0.0,56.6667,56.6667,0.0,0.0,56.6667
2018-08-09,55.0,0.0,0.0,55.0,55.0,0.0,0.0,55.0
2018-08-10,53.3333,1.6667,1.6667,53.3333,53.3333,1.6667,1.6667,53.3333
2018-08-13,51.6667,0.0,0.0,51.6667,51.6667,0.0,0.0,51.6667
2018-08-14,50.0,3.3333,3.3333,50.0,50.0,3.3333,3.3333,50.0
2018-08-15,48.3333,1.6667,1.6667,48.3333,48.3333,1.6667,1.6667,48.3333
2018-08-16,46.6667,0.0,0.0,46.6667,46.6667,0.0,0.0,46.6667
2018-08-17,45.0,76.6667,76.6667,45.0,45.0,76.6667,76.6667,45.0
2018-08-20,43.3333,75.0,75.0,43.3333,43.3333,75.0,75.0,43.3333
2018-08-21,41.6667,73.3333,73.3333,41.6667,41.6667,73.3333,73.3333,41.6667
2018-08-22,40.0,71.6667,71.6667,40.0,40.0,71.6667,71.6667,40.0
2018-08-23,38.3333,70.0,70.0,38.3333,38.3333,70.0,70.0,38.3333
2018-08-24,36.6667,68.3333,68.3333,36.6667,36.6667,68.3333,68.3333,36.6667
2018-08-27,35.0,100.0,100.0,35.0,35.0,100.0,100.0,35.0
2018-08-28,33.3333,100.0,100.0,33.3333,33.3333,100.0,100.0,33.3333
2018-08-29,31.6667,98.3333,98.3333,31.6667,31.6667,98.3333,98.3333,31.6667
2018-08-30,30.0,96.6667,96.6667,30.0,30.0,96.6667,96.6667,30.0
2018-08-31,28.3333,95.0,95.0,28.3333,28.3333,95.0,95.0,28.3333
2018-09-04,26.6667,93.3333,93.3333,26.6667,26.6667,93.3333,93.3333,26.6667
2018-09-05,25.0,91.6667,91.6667,25.0,25.0,91.6667,91.6667,25.0
2018-09-06,23.3333,90.0,90.0,23.3333,23.3333,90.0,90.0,23.3333
2018-09-07,21.6667,88.3333,88.3333,21.6667,21.6667,88.3333,88.3333,21.6667
2018-09-10,20.0,86.6667,86.6667,20.0,20.0,86.6667,86.6667,20.0
2018-09-11,18.3333,85.0,85.0,18.3333,18.3333,85.0,85.0,18.3333
2018-09-12,16.6667,83.3333,83.3333,16.6667,16.6667,83.3333,83.3333,16.6667
2018-09-13,15.0,81.6667,81.6667,15.0,15.0,81.6667,81.6667,15.0
2018-09-14,13.3333,80.0,80.0,13.3333,13.3333,80.0,80.0,13.3333
2018-09-17,11.6667,78.3333,78.3333,11.6667,11.6667,78.3333,78.3333,11.6667
2018-09-18,10.0,76.6667,76.6667,10.0,10.0,76.6667,76.6667,10.0
2018-09-19,8.3333,75.0,75.0,8.3333,8.3333,75.0,75.0,8.3333
2018-09-20,6.6667,73.3333,73.3333,6.6667,6.6667,73.3333,73.3333,6.6667
2018-09-21,5.0,71.6667,71.6667,5.0,5.0,71.6667,71.6667,5.0
2018-09-24,3.3333,70.0,70.0,3.3333,3.3333,70.0,70.0,3.3333
2018-09-25,1.6667,68.3333,68.3333,1.6667,1.6667,68.3333,68.3333,1.6667
2018-09-26,0.0,66.6667,66.6667,0.0,0.0,66.6667,66.6667,0.0
2018-09-27,1.6667,65.0,65.0,1.6667,1.6667,65.0,65.0,1.6667
2018-09-28,0.0,63.3333,63.3333,0.0,0.0,63.3333,63.3333,0.0
2018-10-01,0.0,61.6667,61.6667,0.0,0.0,61.6667,61.6667,0.0
2018-10-02,0.0,60.0,60.0,0.0,0.0,60.0,60.0,0.0
2018-10-03,95.0,58.3333,58.3333,95.0,95.0,58.3333,58.3333,95.0
2018-10-04,93.3333,56.6667,56.6667,93.3333,93.3333,56.6667,56.6667,93.3333
2018-10-05,91.6667,55.0,55.0,91.6667,91.6667,55.0,55.0,91.6667
2018-10-08,100.0,53.3333,53.3333,100.0,100.0,53.3333,53.3333,100.0
2018-10-09,98.3333,51.6667,51.6667,98.3333,98.3333,51.6667,51.6667,98.3333
2018-10-10,100.0,50.0,50.0,100.0,100.0,50.0,50.0,100.0
2018-10-11,100.0,48.3333,48.3333,100.0,100.0,48.3333,48.3333,100.0
2018-10-12,98.3333,46.6667,46.6667,98.3333,98.3333,46.6667,46.6667,98.3333
2018-10-15,96.6667,45.0,45.0,96.6667,96.6667,45.0,45.0,96.6667
2018-10-16,95.0,43.3333,43.3333,95.0,95.0,43.3333,43.3333,95.0
2018-10-17,93.3333,41.6667,41.6667,93.3333,93.3333,41.6667,41.6667,93.3333
2018-10-18,91.6667,40.0,40.0,91.6667,91.6667,40.0,40.0,91.6667
2018-10-19,90.0,38.3333,38.3333,90.0,90.0,38.3333,38.3333,90.0
2018-10-22,88.3333,36.6667,36.6667,88.3333,88.3333,36.6667,36.6667,88.3333
2018-10-23,86.6667,35.0,35.0,86.6667,86.6667,35.0,35.0,86.6667
2018-10-24,100.0,33.3333,33.3333,100.0,100.0,33.3333,33.3333,100.0
2018-10-25,98.3333,31.6667,31.6667,98.3333,98.3333,31.6667,31.6667,98.3333
2018-10-26,96.6667,30.0,30.0,96.6667,96.6667,30.0,30.0,96.6667
2018-10-29,95.0,28.3333,28.3333,95.0,95.0,28.3333,28.3333,95.0
2018-10-30,93.3333,26.6667,26.6667,93.3333,93.3333,26.6667,26.6667,93.3333
2018-10-31,91.6667,25.0,25.0,91.6667,91.6667,25.0,25.0,91.6667
2018-11-01,90.0,23.3333,23.3333,90.0,90.0,23.3333,23.3333,90.0
2018-11-02,88.3333,21.6667,21.6667,88.3333,88.3333,21.6667,21.6667,88.3333
2018-11-05,86.6667,20.0,20.0,86.6667,86.6667,20.0,20.0,86.6667
2018-11-06,85.0,18.3333,18.3333,85.0,85.0,18.3333,18.3333,85.0
2018-11-07,83.3333,16.6667,16.6667,83.3333,83.3333,16.6667,16.6667,83.3333
2018-11-08,81.6667,15.0,15.0,81.6667,81.6667,15.0,15.0,81.6667
2018-11-09,80.0,13.3333,13.3333,80.0,80.0,13.3333,13.3333,80.0
2018-11-12,100.0,11.6667,11.6667,100.0,100.0,11.6667,11.6667,100.0
2018-11-13,100.0,10.0,10.0,100.0,100.0,10.0,10.0,100.0
2018-11-14,100.0,8.3333,8.3333,100.0,100.0,8.3333,8.3333,100.0
2018-11-15,98.3333,6.6667,6.6667,98.3333,98.3333,6.6667,6.6667,98.3333
2018-11-16,96.6667,5.0,5.0,96.6667,96.6667,5.0,5.0,96.6667
2018-11-19,100.0,3.3333,3.3333,100.0,100.0,3.3333,3.3333,100.0
2018-11-20,100.0,1.6667,1.6667,100.0,100.0,1.6667,1.6667,100.0
2018-11-21,98.3333,0.0,0.0,98.3333,98.3333,0.0,0.0,98.3333
2018-11-23,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0
2018-11-26,98.3333,0.0,0.0,98.3333,98.3333,0.0,0.0,98.3333
2018-11-27,96.6667,3.3333,3.3333,96.6667,96.6667,3.3333,3.3333,96.6667
2018-11-28,95.0,1.6667,1.6667,95.0,95.0,1.6667,1.6667,95.0
2018-11-29,93.3333,0.0,0.0,93.3333,93.3333,0.0,0.0,93.3333
2018-11-30,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0
2018-12-03,98.3333,16.6667,16.6667,98.3333,98.3333,16.6667,16.6667,98.3333
2018-12-04,100.0,15.0,15.0,100.0,100.0,15.0,15.0,100.0
2018-12-06,100.0,13.3333,13.3333,100.0,100.0,13.3333,13.3333,100.0
2018-12-07,100.0,11.6667,11.6667,100.0,100.0,11.6667,11.6667,100.0
2018-12-10,100.0,10.0,10.0,100.0,100.0,10.0,10.0,100.0
2018-12-11,98.3333,8.3333,8.3333,98.3333,98.3333,8.3333,8.3333,98.3333
2018-12-12,96.6667,6.6667,6.6667,96.6667,96.6667,6.6667,6.6667,96.6667
2018-12-13,95.0,5.0,5.0,95.0,95.0,5.0,5.0,95.0
2018-12-14,100.0,3.3333,3.3333,100.0,100.0,3.3333,3.3333,100.0
2018-12-17,100.0,1.6667,1.6667,100.0,100.0,1.6667,1.6667,100.0
2018-12-18,98.3333,0.0,0.0,98.3333,98.3333,0.0,0.0,98.3333
2018-12-19,96.6667,0.0,0.0,96.6667,96.6667,0.0,0.0,96.6667
2018-12-20,95.0,0.0,0.0,95.0,95.0,0.0,0.0,95.0
2018-12-21,100.0,51.6667,51.6667,100.0,100.0,51.6667,51.6667,100.0
2018-12-24,100.0,50.0,50.0,100.0,100.0,50.0,50.0,100.0
2018-12-26,100.0,48.3333,48.3333,100.0,100.0,48.3333,48.3333,100.0
2018-12-27,98.3333,46.6667,46.6667,98.3333,98.3333,46.6667,46.6667,98.3333
2018-12-28,96.6667,45.0,45.0,96.6667,96.6667,45.0,45.0,96.6667
2018-12-31,95.0,43.3333,43.3333,95.0,95.0,43.3333,43.3333,95.0
2019-01-02,93.3333,41.6667,41.6667,93.3333,93.3333,41.6667,41.6667,93.3333
2019-01-03,91.6667,40.0,40.0,91.6667,91.6667,40.0,40.0,91.6667
2019-01-04,90.0,38.3333,38.3333,90.0,90.0,38.3333,38.3333,90.0
2019-01-07,88.3333,36.6667,36.6667,88.3333,88.3333,36.6667,36.6667,88.3333
2019-01-08,86.6667,35.0,35.0,86.6667,86.6667,35.0,35.0,86.6667
2019-01-09,85.0,33.3333,33.3333,85.0,85.0,33.3333,33.3333,85.0
2019-01-10,83.3333,31.6667,31.6667,83.3333,83.3333,31.6667,31.6667,83.3333
2019-01-11,81.6667,30.0,30.0,81.6667,81.6667,30.0,30.0,81.6667
2019-01-14,80.0,28.3333,28.3333,80.0,80.0,28.3333,28.3333,80.0
2019-01-15,78.3333,26.6667,26.6667,78.3333,78.3333,26.6667,26.6667,78.3333
2019-01-16,76.6667,25.0,25.0,76.6667,76.6667,25.0,25.0,76.6667
2019-01-17,75.0,23.3333,23.3333,75.0,75.0,23.3333,23.3333,75.0
2019-01-18,73.3333,21.6667,21.6667,73.3333,73.3333,21.6667,21.6667,73.3333
2019-01-22,71.6667,20.0,20.0,71.6667,71.6667,20.0,20.0,71.6667
2019-01-23,70.0,18.3333,18.3333,70.0,70.0,18.3333,18.3333,70.0
2019-01-24,68.3333,16.6667,16.6667,68.3333,68.3333,16.6667,16.6667,68.3333
2019-01-25,66.6667,15.0,15.0,66.6667,66.6667,15.0,15.0,66.6667
2019-01-28,65.0,13.3333,13.3333,65.0,65.0,13.3333,13.3333,65.0
2019-01-29,63.3333,11.6667,11.6667,63.3333,63.3333,11.6667,11.6667,63.3333
2019-01-30,61.6667,10.0,10.0,61.6667,61.6667,10.0,10.0,61.6667
2019-01-31,60.0,8.3333,8.3333,60.0,60.0,8.3333,8.3333,60.0
2019-02-01,58.3333,6.6667,6.6667,58.3333,58.3333,6.6667,6.6667,58.3333
2019-02-04,56.6667,5.0,5.0,56.6667,56.6667,5.0,5.0,56.6667
2019-02-05,55.0,3.3333,3.3333,55.0,55.0,3.3333,3.3333,55.0
2019-02-06,53.3333,1.6667,1.6667,53.3333,53.3333,1.6667,1.6667,53.3333
2019-02-07,51.6667,0.0,0.0,51.6667,51.6667,0.0,0.0,51.6667
2019-02-08,50.0,0.0,0.0,50.0,50.0,0.0,0.0,50.0
2019-02-11,48.3333,0.0,0.0,48.3333,48.3333,0.0,0.0,48.3333
2019-02-12,46.6667,0.0,0.0,46.6667,46.6667,0.0,0.0,46.6667
2019-02-13,45.0,0.0,0.0,45.0,45.0,0.0,0.0,45.0
2019-02-14,43.3333,1.6667,1.6667,43.3333,43.3333,1.6667,1.6667,43.3333
2019-02-15,41.6667,0.0,0.0,41.6667,41.6667,0.0,0.0,41.6667
2019-02-19,40.0,78.3333,78.3333,40.0,40.0,78.3333,78.3333,40.0
2019-02-20,38.3333,76.6667,76.6667,38.3333,38.3333,76.6667,76.6667,38.3333
2019-02-21,36.6667,75.0,75.0,36.6667,36.6667,75.0,75.0,36.6667
2019-02-22,35.0,73.3333,73.3333,35.0,35.0,73.3333,73.3333,35.0
2019-02-25,33.3333,71.6667,71.6667,33.3333,33.3333,71.6667,71.6667,33.3333
2019-02-26,31.6667,70.0,70.0,31.6667,31.6667,70.0,70.0,31.6667
2019-02-27,30.0,68.3333,68.3333,30.0,30.0,68.3333,68.3333,30.0
2019-02-28,28.3333,66.6667,66.6667,28.3333,28.3333,66.6667,66.6667,28.3333
2019-03-01,26.6667,65.0,65.0,26.6667,26.6667,65.0,65.0,26.6667
2019-03-04,25.0,63.3333,63.3333,25.0,25.0,63.3333,63.3333,25.0
2019-03-05,23.3333,61.6667,61.6667,23.3333,23.3333,61.6667,61.6667,23.3333
2019-03-06,21.6667,60.0,60.0,21.6667,21.6667,60.0,60.0,21.6667
2019-03-07,20.0,58.3333,58.3333,20.0,20.0,58.3333,58.3333,20.0
2019-03-08,18.3333,56.6667,56.6667,18.3333,18.3333,56.6667,56.6667,18.3333
2019-03-11,16.6667,55.0,55.0,16.6667,16.6667,55.0,55.0,16.6667
2019-03-12,15.0,53.3333,53.3333,15.0,15.0,53.3333,53.3333,15.0
2019-03-13,13.3333,51.6667,51.6667,13.3333,13.3333,51.6667,51.6667,13.3333
2019-03-14,11.6667,50.0,50.0,11.6667,11.6667,50.0,50.0,11.6667
2019-03-15,10.0,48.3333,48.3333,10.0,10.0,48.3333,48.3333,10.0
2019-03-18,8.3333,100.0,100.0,8.3333,8.3333,100.0,100.0,8.3333
2019-03-19,6.6667,100.0,100.0,6.6667,6.6667,100.0,100.0,6.6667
2019-03-20,5.0,98.3333,98.3333,5.0,5.0,98.3333,98.3333,5.0
2019-03-21,3.3333,96.6667,96.6667,3.3333,3.3333,96.6667,96.6667,3.3333
2019-03-22,1.6667,95.0,95.0,1.6667,1.6667,95.0,95.0,1.6667
2019-03-25,0.0,93.3333,93.3333,0.0,0.0,93.3333,93.3333,0.0
2019-03-26,0.0,91.6667,91.6667,0.0,0.0,91.6667,91.6667,0.0
2019-03-27,0.0,90.0,90.0,0.0,0.0,90.0,90.0,0.0
2019-03-28,1.6667,88.3333,88.3333,1.6667,1.6667,88.3333,88.3333,1.6667
2019-03-29,0.0,86.6667,86.6667,0.0,0.0,86.6667,86.6667,0.0
