date,WILLR,WILLR,WILLR,WILLR
2018-01-02,-10.7822,-10.7822,-10.7822,-10.7822
2018-01-03,-9.0336,-9.0336,-9.0336,-9.0336
2018-01-04,-15.7143,-15.7143,-15.7143,-15.7143
2018-01-05,-26.8254,-26.8254,-26.8254,-26.8254
2018-01-08,-26.8893,-26.8893,-26.8893,-26.8893
2018-01-09,-18.1818,-18.1818,-18.1818,-18.1818
2018-01-10,-7.4257,-7.4257,-7.4257,-7.4257
2018-01-11,-1.4152,-1.4152,-1.4152,-1.4152
2018-01-12,-2.1924,-2.1924,-2.1924,-2.1924
2018-01-16,-14.0948,-14.0948,-14.0948,-14.0948
2018-01-17,-5.9946,-5.9946,-5.9946,-5.9946
2018-01-18,-6.0608,-6.0608,-6.0608,-6.0608
2018-01-19,-16.1212,-16.1212,-16.1212,-16.1212
2018-01-22,-0.7509,-0.7509,-0.7509,-0.7509
2018-01-23,-5.2184,-5.2184,-5.2184,-5.2184
2018-01-24,-3.4375,-3.4375,-3.4375,-3.4375
2018-01-25,-4.9474,-4.9474,-4.9474,-4.9474
2018-01-26,-0.0,-0.0,-0.0,-0.0
2018-01-29,-10.9308,-10.9308,-10.9308,-10.9308
2018-01-30,-21.2652,-21.2652,-21.2652,-21.2652
2018-01-31,-17.0457,-17.0457,-17.0457,-17.0457
2018-02-01,-5.0026,-5.0026,-5.0026,-5.0026
2018-02-02,-31.834,-31.834,-31.834,-31.834
2018-02-05,-63.957,-63.957,-63.957,-63.957
2018-02-06,-39.2054,-39.2054,-39.2054,-39.2054
2018-02-07,-33.5223,-33.5223,-33.5223,-33.5223
2018-02-08,-70.8365,-70.8365,-70.8365,-70.8365
2018-02-09,-54.6845,-54.6845,-54.6845,-54.6845
2018-02-12,-41.9722,-41.9722,-41.9722,-41.9722
2018-02-13,-36.8125,-36.8125,-36.8125,-36.8125
2018-02-14,-17.3702,-17.3702,-17.3702,-17.3702
2018-02-15,-13.7809,-13.7809,-13.7809,-13.7809
2018-02-16,-19.9874,-19.9874,-19.9874,-19.9874
2018-02-20,-19.7631,-19.7631,-19.7631,-19.7631
2018-02-21,-16.778,-16.778,-16.778,-16.778
2018-02-22,-18.337,-18.337,-18.337,-18.337
2018-02-23,-1.0393,-1.0393,-1.0393,-1.0393
2018-02-26,-0.8713,-0.8713,-0.8713,-0.8713
2018-02-27,-12.8339,-12.8339,-12.8339,-12.8339
2018-02-28,-24.9511,-24.9511,-24.9511,-24.9511
2018-03-01,-38.4365,-38.4365,-38.4365,-38.4365
2018-03-02,-39.1531,-39.1531,-39.1531,-39.1531
2018-03-05,-27.8176,-27.8176,-27.8176,-27.8176
2018-03-06,-31.8318,-31.8318,-31.8318,-31.8318
2018-03-07,-35.1142,-35.1142,-35.1142,-35.1142
2018-03-08,-35.0379,-35.0379,-35.0379,-35.0379
2018-03-09,-9.8473,-9.8473,-9.8473,-9.8473
2018-03-12,-18.0346,-18.0346,-18.0346,-18.0346
2018-03-13,-36.1079,-36.1079,-36.1079,-36.1079
2018-03-14,-53.3496,-53.3496,-53.3496,-53.3496
2018-03-15,-49.8173,-49.8173,-49.8173,-49.8173
2018-03-16,-47.3812,-47.3812,-47.3812,-47.3812
2018-03-19,-58.4653,-58.4653,-58.4653,-58.4653
2018-03-20,-57.1255,-57.1255,-57.1255,-57.1255
2018-03-21,-55.9074,-55.9074,-55.9074,-55.9074
2018-03-22,-95.8121,-95.8121,-95.8121,-95.8121
2018-03-23,-98.0111,-98.0111,-98.0111,-98.0111
2018-03-26,-71.7582,-71.7582,-71.7582,-71.7582
2018-03-27,-88.2402,-88.2402,-88.2402,-88.2402
2018-03-28,-88.843,-88.843,-88.843,-88.843
2018-03-29,-72.562,-72.562,-72.562,-72.562
2018-04-02,-86.03,-86.03,-86.03,-86.03
2018-04-03,-74.3489,-74.3489,-74.3489,-74.3489
2018-04-04,-61.247,-61.247,-61.247,-61.247
2018-04-05,-54.2226,-54.2226,-54.2226,-54.2226
2018-04-06,-76.2431,-76.2431,-76.2431,-76.2431
2018-04-09,-65.9037,-65.9037,-65.9037,-65.9037
2018-04-10,-48.1033,-48.1033,-48.1033,-48.1033
2018-04-11,-56.9668,-56.9668,-56.9668,-56.9668
2018-04-12,-30.9005,-30.9005,-30.9005,-30.9005
2018-04-13,-60.0,-60.0,-60.0,-60.0
2018-04-16,-60.8531,-60.8531,-60.8531,-60.8531
2018-04-17,-60.8531,-60.8531,-60.8531,-60.8531
2018-04-18,-69.2891,-69.2891,-69.2891,-69.2891
2018-04-19,-37.817,-37.817,-37.817,-37.817
2018-04-20,-40.5733,-40.5733,-40.5733,-40.5733
2018-04-23,-46.527,-46.527,-46.527,-46.527
2018-04-24,-52.2602,-52.2602,-52.2602,-52.2602
2018-04-25,-56.8908,-56.8908,-56.8908,-56.8908
2018-04-26,-55.6781,-55.6781,-55.6781,-55.6781
2018-04-27,-63.3958,-63.3958,-63.3958,-63.3958
2018-04-30,-78.3518,-78.3518,-78.3518,-78.3518
2018-05-01,-78.3518,-78.3518,-78.3518,-78.3518
2018-05-02,-95.0066,-95.0066,-95.0066,-95.0066
2018-05-03,-79.346,-79.346,-79.346,-79.346
2018-05-04,-67.409,-67.409,-67.409,-67.409
2018-05-07,-57.9797,-57.9797,-57.9797,-57.9797
2018-05-08,-41.7294,-41.7294,-41.7294,-41.7294
2018-05-09,-17.4541,-17.4541,-17.4541,-17.4541
2018-05-10,-8.6267,-8.6267,-8.6267,-8.6267
2018-05-11,-9.1109,-9.1109,-9.1109,-9.1109
2018-05-14,-8.692,-8.692,-8.692,-8.692
2018-05-15,-17.8029,-17.8029,-17.8029,-17.8029
2018-05-16,-14.5565,-14.5565,-14.5565,-14.5565
2018-05-17,-18.536,-18.536,-18.536,-18.536
2018-05-18,-37.7003,-37.7003,-37.7003,-37.7003
2018-05-21,-27.0185,-27.0185,-27.0185,-27.0185
2018-05-22,-18.0124,-18.0124,-18.0124,-18.0124
2018-05-23,-23.458,-23.458,-23.458,-23.458
2018-05-24,-36.6531,-36.6531,-36.6531,-36.6531
2018-05-25,-42.6223,-42.6223,-42.6223,-42.6223
2018-05-29,-90.0256,-90.0256,-90.0256,-90.0256
2018-05-30,-65.2685,-65.2685,-65.2685,-65.2685
2018-05-31,-78.977,-78.977,-78.977,-78.977
2018-06-01,-64.757,-64.757,-64.757,-64.757
2018-06-04,-64.2455,-64.2455,-64.2455,-64.2455
2018-06-05,-70.4859,-70.4859,-70.4859,-70.4859
2018-06-06,-44.7059,-44.7059,-44.7059,-44.7059
2018-06-07,-40.2046,-40.2046,-40.2046,-40.2046
