date,WILLR,WILLR,WILLR,WILLR
2018-01-02,-1.7857,-1.7857,-1.7857,-1.7857
2018-01-03,-3.1593,-3.1593,-3.1593,-3.1593
2018-01-04,-3.251,-3.251,-3.251,-3.251
2018-01-05,-1.4304,-1.4304,-1.4304,-1.4304
2018-01-08,-4.1612,-4.1612,-4.1612,-4.1612
2018-01-09,-3.466,-3.466,-3.466,-3.466
2018-01-10,-2.2556,-2.2556,-2.2556,-2.2556
2018-01-11,-0.8772,-0.8772,-0.8772,-0.8772
2018-01-12,-0.1183,-0.1183,-0.1183,-0.1183
2018-01-16,-6.0841,-6.0841,-6.0841,-6.0841
2018-01-17,-6.7478,-6.7478,-6.7478,-6.7478
2018-01-18,-3.4292,-3.4292,-3.4292,-3.4292
2018-01-19,-0.7743,-0.7743,-0.7743,-0.7743
2018-01-22,-0.0,-0.0,-0.0,-0.0
2018-01-23,-2.2388,-2.2388,-2.2388,-2.2388
2018-01-24,-1.2685,-1.2685,-1.2685,-1.2685
2018-01-25,-1.6842,-1.6842,-1.6842,-1.6842
2018-01-26,-0.5263,-0.5263,-0.5263,-0.5263
2018-01-29,-1.7526,-1.7526,-1.7526,-1.7526
2018-01-30,-5.8763,-5.8763,-5.8763,-5.8763
2018-01-31,-4.6392,-4.6392,-4.6392,-4.6392
2018-02-01,-0.0,-0.0,-0.0,-0.0
2018-02-02,-7.2581,-7.2581,-7.2581,-7.2581
2018-02-05,-24.2944,-24.2944,-24.2944,-24.2944
2018-02-06,-14.8185,-14.8185,-14.8185,-14.8185
2018-02-07,-14.3145,-14.3145,-14.3145,-14.3145
2018-02-08,-29.5363,-29.5363,-29.5363,-29.5363
2018-02-09,-23.5887,-23.5887,-23.5887,-23.5887
2018-02-12,-15.625,-15.625,-15.625,-15.625
2018-02-13,-15.0202,-15.0202,-15.0202,-15.0202
2018-02-14,-6.754,-6.754,-6.754,-6.754
2018-02-15,-4.6371,-4.6371,-4.6371,-4.6371
2018-02-16,-7.0565,-7.0565,-7.0565,-7.0565
2018-02-20,-7.4597,-7.4597,-7.4597,-7.4597
2018-02-21,-8.0645,-8.0645,-8.0645,-8.0645
2018-02-22,-9.879,-9.879,-9.879,-9.879
2018-02-23,-6.4516,-6.4516,-6.4516,-6.4516
2018-02-26,-2.5202,-2.5202,-2.5202,-2.5202
2018-02-27,-5.1485,-5.1485,-5.1485,-5.1485
2018-02-28,-7.4257,-7.4257,-7.4257,-7.4257
2018-03-01,-13.5644,-13.5644,-13.5644,-13.5644
2018-03-02,-12.2,-12.2,-12.2,-12.2
2018-03-05,-7.3695,-7.3695,-7.3695,-7.3695
2018-03-06,-7.8723,-7.8723,-7.8723,-7.8723
2018-03-07,-7.4619,-7.4619,-7.4619,-7.4619
2018-03-08,-7.4713,-7.4713,-7.4713,-7.4713
2018-03-09,-1.4943,-1.4943,-1.4943,-1.4943
2018-03-12,-2.4306,-2.4306,-2.4306,-2.4306
2018-03-13,-8.1464,-8.1464,-8.1464,-8.1464
2018-03-14,-10.7438,-10.7438,-10.7438,-10.7438
2018-03-15,-11.2161,-11.2161,-11.2161,-11.2161
2018-03-16,-10.3896,-10.3896,-10.3896,-10.3896
2018-03-19,-12.6328,-12.6328,-12.6328,-12.6328
2018-03-20,-12.7914,-12.7914,-12.7914,-12.7914
2018-03-21,-14.8802,-14.8802,-14.8802,-14.8802
2018-03-22,-31.5259,-31.5259,-31.5259,-31.5259
2018-03-23,-48.9281,-48.9281,-48.9281,-48.9281
2018-03-26,-32.913,-32.913,-32.913,-32.913
2018-03-27,-44.5145,-44.5145,-44.5145,-44.5145
2018-03-28,-46.1538,-46.1538,-46.1538,-46.1538
2018-03-29,-38.5876,-38.5876,-38.5876,-38.5876
2018-04-02,-47.1627,-47.1627,-47.1627,-47.1627
2018-04-03,-43.6318,-43.6318,-43.6318,-43.6318
2018-04-04,-39.9748,-39.9748,-39.9748,-39.9748
2018-04-05,-34.4262,-34.4262,-34.4262,-34.4262
2018-04-06,-43.1274,-43.1274,-43.1274,-43.1274
2018-04-09,-40.1009,-40.1009,-40.1009,-40.1009
2018-04-10,-35.4972,-35.4972,-35.4972,-35.4972
2018-04-11,-43.5083,-43.5083,-43.5083,-43.5083
2018-04-12,-33.1492,-33.1492,-33.1492,-33.1492
2018-04-13,-44.8895,-44.8895,-44.8895,-44.8895
2018-04-16,-43.0939,-43.0939,-43.0939,-43.0939
2018-04-17,-41.5746,-41.5746,-41.5746,-41.5746
2018-04-18,-48.6188,-48.6188,-48.6188,-48.6188
2018-04-19,-39.6409,-39.6409,-39.6409,-39.6409
2018-04-20,-38.5359,-38.5359,-38.5359,-38.5359
2018-04-23,-37.7072,-37.7072,-37.7072,-37.7072
2018-04-24,-39.5028,-39.5028,-39.5028,-39.5028
2018-04-25,-40.1934,-40.1934,-40.1934,-40.1934
2018-04-26,-41.1602,-41.1602,-41.1602,-41.1602
2018-04-27,-40.0552,-40.0552,-40.0552,-40.0552
2018-04-30,-43.232,-43.232,-43.232,-43.232
2018-05-01,-42.8177,-42.8177,-42.8177,-42.8177
2018-05-02,-47.9282,-47.9282,-47.9282,-47.9282
2018-05-03,-53.1768,-53.1768,-53.1768,-53.1768
2018-05-04,-51.7956,-51.7956,-51.7956,-51.7956
2018-05-07,-47.0994,-47.0994,-47.0994,-47.0994
2018-05-08,-43.0939,-43.0939,-43.0939,-43.0939
2018-05-09,-32.1823,-32.1823,-32.1823,-32.1823
2018-05-10,-29.8343,-29.8343,-29.8343,-29.8343
2018-05-11,-32.2468,-32.2468,-32.2468,-32.2468
