date,WILLR,WILLR,WILLR,WILLR
2018-01-02,-47.0399,-47.0399,-47.0399,-47.0399
2018-01-03,-28.992,-28.992,-28.992,-28.992
2018-01-04,-17.7778,-17.7778,-17.7778,-17.7778
2018-01-05,-12.6667,-12.6667,-12.6667,-12.6667
2018-01-08,-33.3333,-33.3333,-33.3333,-33.3333
2018-01-09,-25.1111,-25.1111,-25.1111,-25.1111
2018-01-10,-9.5556,-9.5556,-9.5556,-9.5556
2018-01-11,-20.4444,-20.4444,-20.4444,-20.4444
2018-01-12,-15.1111,-15.1111,-15.1111,-15.1111
2018-01-16,-41.3549,-41.3549,-41.3549,-41.3549
2018-01-17,-38.1904,-38.1904,-38.1904,-38.1904
2018-01-18,-59.342,-59.342,-59.342,-59.342
2018-01-19,-72.1325,-72.1325,-72.1325,-72.1325
2018-01-22,-67.3292,-67.3292,-67.3292,-67.3292
2018-01-23,-72.9607,-72.9607,-72.9607,-72.9607
2018-01-24,-51.0973,-51.0973,-51.0973,-51.0973
2018-01-25,-44.6377,-44.6377,-44.6377,-44.6377
2018-01-26,-45.6315,-45.6315,-45.6315,-45.6315
2018-01-29,-49.2754,-49.2754,-49.2754,-49.2754
2018-01-30,-60.8696,-60.8696,-60.8696,-60.8696
2018-01-31,-49.441,-49.441,-49.441,-49.441
2018-02-01,-39.5031,-39.5031,-39.5031,-39.5031
2018-02-02,-94.4928,-94.4928,-94.4928,-94.4928
2018-02-05,-75.3176,-75.3176,-75.3176,-75.3176
2018-02-06,-59.1373,-59.1373,-59.1373,-59.1373
2018-02-07,-63.2455,-63.2455,-63.2455,-63.2455
2018-02-08,-99.5746,-99.5746,-99.5746,-99.5746
2018-02-09,-71.8424,-71.8424,-71.8424,-71.8424
2018-02-12,-51.7683,-51.7683,-51.7683,-51.7683
2018-02-13,-47.8455,-47.8455,-47.8455,-47.8455
2018-02-14,-34.6617,-34.6617,-34.6617,-34.6617
2018-02-15,-28.6392,-28.6392,-28.6392,-28.6392
2018-02-16,-26.8196,-26.8196,-26.8196,-26.8196
2018-02-20,-23.6551,-23.6551,-23.6551,-23.6551
2018-02-21,-21.2025,-21.2025,-21.2025,-21.2025
2018-02-22,-22.3892,-22.3892,-22.3892,-22.3892
2018-02-23,-10.9177,-10.9177,-10.9177,-10.9177
2018-02-26,-0.2476,-0.2476,-0.2476,-0.2476
2018-02-27,-17.4211,-17.4211,-17.4211,-17.4211
2018-02-28,-31.6187,-31.6187,-31.6187,-31.6187
2018-03-01,-47.8738,-47.8738,-47.8738,-47.8738
2018-03-02,-44.7188,-44.7188,-44.7188,-44.7188
2018-03-05,-37.4486,-37.4486,-37.4486,-37.4486
2018-03-06,-41.4952,-41.4952,-41.4952,-41.4952
2018-03-07,-44.4444,-44.4444,-44.4444,-44.4444
2018-03-08,-37.9287,-37.9287,-37.9287,-37.9287
2018-03-09,-21.0562,-21.0562,-21.0562,-21.0562
2018-03-12,-45.8763,-45.8763,-45.8763,-45.8763
2018-03-13,-72.5814,-72.5814,-72.5814,-72.5814
2018-03-14,-85.0897,-85.0897,-85.0897,-85.0897
2018-03-15,-86.6592,-86.6592,-86.6592,-86.6592
2018-03-16,-72.9821,-72.9821,-72.9821,-72.9821
2018-03-19,-81.6143,-81.6143,-81.6143,-81.6143
2018-03-20,-80.3812,-80.3812,-80.3812,-80.3812
2018-03-21,-82.7354,-82.7354,-82.7354,-82.7354
2018-03-22,-97.3636,-97.3636,-97.3636,-97.3636
2018-03-23,-99.6584,-99.6584,-99.6584,-99.6584
2018-03-26,-81.1272,-81.1272,-81.1272,-81.1272
2018-03-27,-89.8492,-89.8492,-89.8492,-89.8492
2018-03-28,-80.6233,-80.6233,-80.6233,-80.6233
2018-03-29,-69.1049,-69.1049,-69.1049,-69.1049
2018-04-02,-89.3053,-89.3053,-89.3053,-89.3053
2018-04-03,-71.4432,-71.4432,-71.4432,-71.4432
2018-04-04,-62.8202,-62.8202,-62.8202,-62.8202
2018-04-05,-56.4555,-56.4555,-56.4555,-56.4555
2018-04-06,-79.9637,-79.9637,-79.9637,-79.9637
2018-04-09,-77.6026,-77.6026,-77.6026,-77.6026
2018-04-10,-63.2269,-63.2269,-63.2269,-63.2269
2018-04-11,-74.4737,-74.4737,-74.4737,-74.4737
2018-04-12,-47.2652,-47.2652,-47.2652,-47.2652
2018-04-13,-52.2404,-52.2404,-52.2404,-52.2404
2018-04-16,-42.3017,-42.3017,-42.3017,-42.3017
