date,4. close
2018-01-03,99.55
2018-01-04,100.85
2018-01-05,101.08
2018-01-08,100.15
2018-01-09,100.52
2018-01-10,101.22
2018-01-11,100.73
2018-01-12,100.97
2018-01-16,100.34
2018-01-17,100.76
2018-01-18,99.86
2018-01-19,98.03
2018-01-22,98.32
2018-01-23,97.98
2018-01-24,99.3
2018-01-25,99.69
2018-01-26,99.63
2018-01-29,99.41
2018-01-30,98.71
2018-01-31,99.4
2018-02-01,100.0
2018-02-02,96.68
2018-02-05,92.01
2018-02-06,94.18
2018-02-07,93.61
2018-02-08,88.34
2018-02-09,91.72
2018-02-12,94.7
2018-02-13,94.56
2018-02-14,96.23
2018-02-15,96.56
2018-02-16,96.79
2018-02-20,97.19
2018-02-21,97.5
2018-02-22,97.35
2018-02-23,98.8
2018-02-26,101.64
2018-02-27,99.58
2018-02-28,97.51
2018-03-01,95.14
2018-03-02,95.6
2018-03-05,96.66
2018-03-06,96.07
2018-03-07,95.64
2018-03-08,96.59
2018-03-09,99.05
2018-03-12,97.67
2018-03-13,95.37
2018-03-14,94.53
2018-03-15,94.39
2018-03-16,95.61
2018-03-19,94.84
2018-03-20,94.95
2018-03-21,94.74
2018-03-22,91.41
2018-03-23,90.45
2018-03-26,92.62
2018-03-27,91.42
2018-03-28,92.21
2018-03-29,93.28
2018-04-02,91.0
2018-04-03,92.74
2018-04-04,93.58
2018-04-05,94.2
2018-04-06,91.91
2018-04-09,92.14
2018-04-10,93.0
2018-04-11,91.6
2018-04-12,93.35
2018-04-13,93.03
2018-04-16,93.6
2018-04-17,93.86
2018-04-18,95.15
2018-04-19,102.37
2018-04-20,100.79
2018-04-23,100.61
2018-04-24,100.44
2018-04-25,98.78
2018-04-26,100.23
2018-04-27,99.61
2018-04-30,98.75
2018-05-01,98.58
2018-05-02,97.63
2018-05-03,97.14
2018-05-04,98.35
2018-05-07,98.58
2018-05-08,99.74
2018-05-09,100.5
2018-05-10,101.38
2018-05-11,101.42
2018-05-14,101.29
2018-05-15,100.74
2018-05-16,100.59
2018-05-17,101.22
2018-05-18,100.99
2018-05-21,102.04
2018-05-22,102.7
2018-05-23,101.93
2018-05-24,102.01
2018-05-25,101.1
2018-05-29,97.72
2018-05-30,98.99
2018-05-31,98.3
2018-06-01,98.25
2018-06-04,99.45
2018-06-05,99.31
2018-06-06,100.97
2018-06-07,101.48
2018-06-08,101.0
2018-06-11,101.2
2018-06-12,100.73
2018-06-13,100.02
2018-06-14,99.76
2018-06-15,98.52
2018-06-18,98.47
2018-06-19,97.14
2018-06-20,96.42
2018-06-21,96.63
