date,4. close
2018-01-03,199.79
2018-01-04,200.69
2018-01-05,201.42
2018-01-08,202.74
2018-01-09,203.02
2018-01-10,205.61
2018-01-11,206.69
2018-01-12,210.16
2018-01-16,210.29
2018-01-17,214.16
2018-01-18,213.19
2018-01-19,213.25
2018-01-22,215.97
2018-01-23,215.56
2018-01-24,215.61
2018-01-25,215.1
2018-01-26,217.19
2018-01-29,215.46
2018-01-30,214.41
2018-01-31,214.38
2018-02-01,217.25
2018-02-02,209.12
2018-02-05,196.8
2018-02-06,201.24
2018-02-07,200.37
2018-02-08,191.42
2018-02-09,196.02
2018-02-12,198.89
2018-02-13,197.99
2018-02-14,200.54
2018-02-15,203.9
2018-02-16,203.79
2018-02-20,203.05
2018-02-21,201.02
2018-02-22,200.73
2018-02-23,202.76
2018-02-26,210.62
2018-02-27,209.66
2018-02-28,207.2
2018-03-01,201.53
2018-03-02,201.34
2018-03-05,203.24
2018-03-06,204.55
2018-03-07,204.3
2018-03-08,205.29
2018-03-09,212.94
2018-03-12,211.82
2018-03-13,209.13
2018-03-14,206.99
2018-03-15,207.82
2018-03-16,206.96
2018-03-19,203.99
2018-03-20,204.75
2018-03-21,204.83
2018-03-22,197.63
2018-03-23,192.46
2018-03-26,199.34
2018-03-27,196.15
2018-03-28,196.67
2018-03-29,199.48
2018-04-02,195.0
2018-04-03,197.96
2018-04-04,200.11
2018-04-05,200.85
2018-04-06,195.49
2018-04-09,195.33
2018-04-10,197.8
2018-04-11,195.22
2018-04-12,198.13
2018-04-13,197.0
2018-04-16,198.22
2018-04-17,199.27
2018-04-18,199.51
2018-04-19,200.38
2018-04-20,200.13
2018-04-23,199.42
2018-04-24,196.8
2018-04-25,196.8
2018-04-26,197.03
2018-04-27,197.23
2018-04-30,193.73
2018-05-01,195.11
2018-05-02,193.31
2018-05-03,191.61
2018-05-04,195.64
2018-05-07,197.06
2018-05-08,196.24
2018-05-09,199.87
2018-05-10,201.2
2018-05-11,199.3
2018-05-14,199.18
2018-05-15,197.36
2018-05-16,197.83
2018-05-17,197.49
2018-05-18,196.06
2018-05-21,197.91
2018-05-22,198.13
2018-05-23,195.95
2018-05-24,194.83
2018-05-25,194.15
2018-05-29,189.87
2018-05-30,194.1
2018-05-31,191.53
2018-06-01,192.23
2018-06-04,191.3
2018-06-05,190.77
2018-06-06,193.99
2018-06-07,195.57
2018-06-08,196.01
2018-06-11,195.33
2018-06-12,195.27
2018-06-13,194.55
2018-06-14,192.5
2018-06-15,191.76
2018-06-18,191.11
2018-06-19,190.35
2018-06-20,189.5
2018-06-21,188.86
2018-06-22,188.91
2018-06-25,186.73
2018-06-26,186.44
2018-06-27,184.91
2018-06-28,187.09
2018-06-29,186.65
2018-07-02,187.83
2018-07-03,186.02
2018-07-05,187.5
2018-07-06,187.56
2018-07-09,189.64
2018-07-10,189.9
2018-07-11,189.91
2018-07-12,189.96
2018-07-13,190.96
2018-07-16,192.0
2018-07-17,190.41
2018-07-18,200.44
2018-07-19,197.49
2018-07-20,196.78
2018-07-23,197.85
2018-07-24,198.46
2018-07-25,197.61
2018-07-26,197.46
2018-07-27,197.95
2018-07-30,199.09
2018-07-31,197.87
2018-08-01,197.85
2018-08-02,198.06
2018-08-03,200.24
2018-08-06,206.06
2018-08-07,208.72
2018-08-08,208.94
2018-08-09,209.1
2018-08-10,206.63
2018-08-13,205.17
2018-08-14,205.83
2018-08-15,204.5
2018-08-16,207.56
2018-08-17,208.14
2018-08-20,208.46
2018-08-21,208.49
2018-08-22,207.33
2018-08-23,207.24
2018-08-24,207.98
2018-08-27,210.51
2018-08-28,210.77
2018-08-29,211.27
2018-08-30,209.75
2018-08-31,208.72
2018-09-04,210.05
2018-09-05,212.26
2018-09-06,212.88
2018-09-07,214.04
2018-09-10,215.11
2018-09-11,215.1
2018-09-12,214.59
2018-09-13,214.89
2018-09-14,216.37
2018-09-17,216.29
2018-09-18,218.3
2018-09-19,220.95
2018-09-20,221.68
2018-09-21,220.52
2018-09-24,218.13
2018-09-25,218.05
2018-09-26,216.11
2018-09-27,216.7
2018-09-28,214.11
2018-10-01,214.78
2018-10-02,215.29
2018-10-03,216.4
2018-10-04,218.97
2018-10-05,219.46
2018-10-08,222.06
2018-10-09,223.76
2018-10-10,213.1
2018-10-11,205.19
2018-10-12,206.8
2018-10-15,205.03
2018-10-16,209.83
2018-10-17,210.52
2018-10-18,208.7
2018-10-19,209.83
2018-10-22,206.19
2018-10-23,204.0
2018-10-24,199.81
2018-10-25,201.98
2018-10-26,198.49
2018-10-29,200.04
2018-10-30,203.35
2018-10-31,205.28
2018-11-01,205.86
2018-11-02,206.57
2018-11-05,216.24
2018-11-06,218.51
2018-11-07,221.24
2018-11-08,222.42
2018-11-09,219.63
2018-11-12,215.42
2018-11-13,217.92
2018-11-14,216.03
2018-11-15,217.38
2018-11-16,218.41
2018-11-19,217.94
2018-11-20,210.71
2018-11-21,210.86
2018-11-23,207.07
2018-11-26,210.63
2018-11-27,212.53
2018-11-28,217.5
2018-11-29,217.7
2018-11-30,218.24
2018-12-03,220.81
2018-12-04,210.12
2018-12-06,207.96
2018-12-07,204.88
2018-12-10,203.26
2018-12-11,202.28
2018-12-12,202.48
2018-12-13,202.42
2018-12-14,200.0
2018-12-17,197.92
2018-12-18,196.52
2018-12-19,195.17
2018-12-20,193.58
2018-12-21,192.1
2018-12-24,187.76
2018-12-26,197.57
2018-12-27,200.12
2018-12-28,202.08
2018-12-31,204.18
2019-01-02,202.8
2019-01-03,191.66
2019-01-04,195.2
2019-01-07,196.91
2019-01-08,196.31
2019-01-09,196.37
2019-01-10,196.58
2019-01-11,196.29
2019-01-14,195.78
2019-01-15,196.94
2019-01-16,198.41
2019-01-17,198.78
2019-01-18,204.48
2019-01-22,200.72
2019-01-23,201.15
2019-01-24,201.02
2019-01-25,202.75
2019-01-28,200.95
2019-01-29,202.05
2019-01-30,205.96
2019-01-31,205.54
2019-02-01,209.19
2019-02-04,208.52
2019-02-05,207.82
2019-02-06,206.01
2019-02-07,201.73
2019-02-08,200.92
2019-02-11,203.05
2019-02-12,206.15
2019-02-13,205.8
2019-02-14,202.78
2019-02-15,205.29
2019-02-19,205.69
2019-02-20,206.16
2019-02-21,205.33
2019-02-22,201.91
2019-02-25,202.31
2019-02-26,201.9
2019-02-27,202.29
2019-02-28,201.3
2019-03-01,203.13
2019-03-04,201.81
2019-03-05,201.47
2019-03-06,200.67
2019-03-07,199.3
2019-03-08,198.7
2019-03-11,202.09
2019-03-12,202.5
2019-03-13,204.06
2019-03-14,203.38
2019-03-15,204.31
2019-03-18,206.68
2019-03-19,205.15
2019-03-20,203.27
2019-03-21,204.43
2019-03-22,200.55
2019-03-25,199.44
2019-03-26,200.62
2019-03-27,199.21
2019-03-28,200.66
2019-03-29,200.89
2019-04-01,205.0
