date,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient
2018-01-02,257.77,257.91,253.92,255.67,251.167,2256166.0,0.0,1.0
2018-01-03,255.48,256.14,253.22,253.29,248.8289,2978387.0,0.0,1.0
2018-01-04,255.23,259.72,254.32,256.83,252.3066,2567353.0,0.0,1.0
2018-01-05,257.18,257.49,253.691,255.52,251.0197,2585240.0,0.0,1.0
2018-01-08,254.75,255.18,251.62,251.81,247.375,2933032.0,0.0,1.0
2018-01-09,252.8,255.5988,252.62,253.94,249.4675,2635986.0,0.0,1.0
2018-01-10,255.0,255.15,252.35,254.33,249.8506,2910289.0,0.0,1.0
2018-01-11,255.75,255.89,252.97,255.13,250.6365,2415227.0,0.0,1.0
2018-01-12,255.75,257.3,254.09,257.03,252.5031,2829639.0,0.0,1.0
2018-01-16,259.25,261.77,256.3958,258.46,253.9079,4437024.0,0.0,1.0
2018-01-17,260.98,262.0,248.8364,253.65,249.1826,8595367.0,0.0,1.0
2018-01-18,254.49,254.54,250.6,250.97,246.5498,4967092.0,0.0,1.0
2018-01-19,251.0,256.14,250.26,256.12,251.6091,4631716.0,0.0,1.0
2018-01-22,255.45,262.8699,255.19,261.52,256.914,4675331.0,0.0,1.0
2018-01-23,258.0,260.26,256.85,260.09,255.5092,4002531.0,0.0,1.0
2018-01-24,260.74,265.78,260.3,265.68,261.0007,4300836.0,0.0,1.0
2018-01-25,266.35,270.5,265.01,269.03,264.2917,4870208.0,0.0,1.0
2018-01-26,267.49,269.0,266.05,268.14,263.4174,3321668.0,0.0,1.0
2018-01-29,269.04,273.79,268.81,272.48,267.681,3476724.0,0.0,1.0
2018-01-30,270.39,272.0,267.111,268.94,264.2033,3935274.0,0.0,1.0
2018-01-31,268.55,270.0,266.33,267.89,263.1718,3702043.0,0.0,1.0
2018-02-01,266.15,272.59,266.001,272.23,267.4354,3383620.0,0.0,1.0
2018-02-02,270.0,271.75,259.35,260.04,255.4601,5829923.0,0.0,1.0
2018-02-05,257.51,263.3,241.5,249.11,244.7226,6450834.0,0.0,1.0
2018-02-06,244.21,258.75,242.11,258.7,254.1437,6710075.0,0.0,1.0
2018-02-07,255.9,261.95,255.66,257.1,252.5718,4073759.0,0.0,1.0
2018-02-08,257.93,258.78,246.05,246.35,242.0112,4150315.0,0.0,1.0
2018-02-09,249.62,251.67,239.29,249.3,244.9092,5965301.0,0.0,1.0
2018-02-12,251.15,256.15,248.82,253.16,248.7012,3684800.0,0.0,1.0
