date,4. close
2018-01-03,61.56
2018-01-04,62.33
2018-01-05,62.75
2018-01-08,62.04
2018-01-09,62.26
2018-01-10,63.12
2018-01-11,63.01
2018-01-12,62.55
2018-01-16,62.5
2018-01-17,63.88
2018-01-18,63.95
2018-01-19,64.22
2018-01-22,64.73
2018-01-23,64.49
2018-01-24,65.48
2018-01-25,65.65
2018-01-26,65.93
2018-01-29,65.82
2018-01-30,65.28
2018-01-31,65.78
2018-02-01,65.51
2018-02-02,64.07
2018-02-05,58.16
2018-02-06,57.28
2018-02-07,57.54
2018-02-08,55.4
2018-02-09,56.13
2018-02-12,56.5
2018-02-13,58.0
2018-02-14,59.55
2018-02-15,60.02
2018-02-16,59.95
2018-02-20,59.95
2018-02-21,59.73
2018-02-22,58.81
2018-02-23,59.17
2018-02-26,59.97
2018-02-27,59.21
2018-02-28,58.41
2018-03-01,57.31
2018-03-02,57.41
2018-03-05,57.59
2018-03-06,57.07
2018-03-07,56.6
2018-03-08,56.72
2018-03-09,58.23
2018-03-12,58.02
2018-03-13,57.56
2018-03-14,56.63
2018-03-15,56.83
2018-03-16,55.9
2018-03-19,55.48
2018-03-20,54.9
2018-03-21,54.79
2018-03-22,52.53
2018-03-23,50.98
2018-03-26,52.29
2018-03-27,51.1
2018-03-28,51.48
2018-03-29,52.41
2018-04-02,51.35
2018-04-03,52.08
2018-04-04,52.91
2018-04-05,53.26
2018-04-06,52.23
2018-04-09,52.25
2018-04-10,52.62
2018-04-11,51.93
2018-04-12,52.7
2018-04-13,50.89
2018-04-16,50.8
2018-04-17,50.57
2018-04-18,50.39
2018-04-19,51.54
2018-04-20,52.56
2018-04-23,52.61
2018-04-24,52.51
2018-04-25,53.11
2018-04-26,52.44
2018-04-27,52.36
2018-04-30,51.96
2018-05-01,52.56
2018-05-02,52.19
2018-05-03,51.54
2018-05-04,52.41
2018-05-07,52.66
2018-05-08,53.19
2018-05-09,53.76
2018-05-10,54.65
2018-05-11,54.45
2018-05-14,54.48
2018-05-15,54.75
2018-05-16,55.04
2018-05-17,54.22
2018-05-18,53.7
2018-05-21,54.54
2018-05-22,55.26
2018-05-23,56.18
2018-05-24,54.67
2018-05-25,54.9
2018-05-29,52.95
2018-05-30,54.23
2018-05-31,53.99
2018-06-01,54.69
2018-06-04,54.83
2018-06-05,54.5
2018-06-06,55.58
2018-06-07,55.63
2018-06-08,55.68
2018-06-11,55.51
2018-06-12,55.38
2018-06-13,55.16
2018-06-14,54.74
2018-06-15,54.98
2018-06-18,55.08
2018-06-19,55.08
2018-06-20,54.48
2018-06-21,54.37
2018-06-22,53.94
2018-06-25,53.96
2018-06-26,53.43
2018-06-27,53.28
2018-06-28,53.63
2018-06-29,55.44
2018-07-02,56.32
2018-07-03,55.56
2018-07-05,55.24
2018-07-06,55.89
2018-07-09,56.77
2018-07-10,56.62
2018-07-11,56.07
2018-07-12,56.03
2018-07-13,55.36
2018-07-16,56.99
2018-07-17,56.56
2018-07-18,56.57
2018-07-19,56.33
2018-07-20,56.41
2018-07-23,58.0
2018-07-24,58.35
2018-07-25,58.23
2018-07-26,58.31
2018-07-27,58.63
2018-07-30,58.49
2018-07-31,57.29
