date,4. close
2018-01-03,147.11
2018-01-04,148.68
2018-01-05,149.65
2018-01-08,151.73
2018-01-09,152.63
2018-01-10,152.9
2018-01-11,152.81
2018-01-12,152.73
2018-01-16,152.2
2018-01-17,151.45
2018-01-18,152.21
2018-01-19,154.28
2018-01-22,155.45
2018-01-23,154.25
2018-01-24,154.99
2018-01-25,154.17
2018-01-26,155.16
2018-01-29,153.45
2018-01-30,153.33
2018-01-31,153.48
2018-02-01,158.91
2018-02-02,159.11
2018-02-05,153.96
2018-02-06,157.65
2018-02-07,159.93
2018-02-08,153.04
2018-02-09,156.85
2018-02-12,160.13
2018-02-13,160.16
2018-02-14,162.15
2018-02-15,165.11
2018-02-16,162.38
2018-02-20,163.35
2018-02-21,161.78
2018-02-22,160.53
2018-02-23,164.02
2018-02-26,166.9
2018-02-27,166.69
2018-02-28,166.16
2018-03-01,162.26
2018-03-02,166.26
2018-03-05,168.49
2018-03-06,169.59
2018-03-07,168.58
2018-03-08,168.44
2018-03-09,171.42
2018-03-12,169.18
2018-03-13,164.81
2018-03-14,162.95
2018-03-15,165.39
2018-03-16,165.12
2018-03-19,163.54
2018-03-20,164.18
2018-03-21,164.5
2018-03-22,160.16
2018-03-23,158.12
2018-03-26,161.71
2018-03-27,159.0
2018-03-28,158.84
2018-03-29,161.74
2018-04-02,157.7
2018-04-03,160.57
2018-04-04,160.49
2018-04-05,162.99
2018-04-06,158.26
2018-04-09,159.18
2018-04-10,163.59
2018-04-11,161.26
2018-04-12,164.21
2018-04-13,163.42
2018-04-16,164.02
2018-04-17,164.76
2018-04-18,165.2
2018-04-19,164.47
2018-04-20,165.08
2018-04-23,164.2
2018-04-24,161.6
2018-04-25,161.08
2018-04-26,159.45
2018-04-27,157.36
2018-04-30,157.68
2018-05-01,156.5
2018-05-02,156.38
2018-05-03,157.02
2018-05-04,159.16
2018-05-07,159.22
2018-05-08,158.46
2018-05-09,161.47
2018-05-10,159.96
2018-05-11,159.29
2018-05-14,161.03
2018-05-15,160.45
2018-05-16,160.67
2018-05-17,160.7
2018-05-18,159.78
2018-05-21,161.38
2018-05-22,160.86
2018-05-23,160.11
2018-05-24,160.01
2018-05-25,159.6
2018-05-29,158.68
2018-05-30,165.49
2018-05-31,162.9
2018-06-01,167.53
2018-06-04,170.3
2018-06-05,170.46
2018-06-06,173.54
2018-06-07,171.74
2018-06-08,170.97
2018-06-11,170.63
