,date,4. close,0
0,2018-01-03,99.55,99.6374580235
1,2018-01-04,100.85,100.48806098799999
2,2018-01-05,101.08,102.29589622149999
3,2018-01-08,100.15,102.597842203
4,2018-01-09,100.52,101.48816642199999
5,2018-01-10,101.22,101.93866178649999
6,2018-01-11,100.73,102.8671378945
7,2018-01-12,100.97,101.9248027135
8,2018-01-16,100.34,102.69929716
9,2018-01-17,100.76,101.86617059349999
10,2018-01-18,99.86,102.018617251
11,2018-01-19,98.03,100.4236191295
12,2018-01-22,98.32,98.1691008775
13,2018-01-23,97.98,98.654851006
14,2018-01-24,99.3,98.530024984
15,2018-01-25,99.69,100.0112000425
16,2018-01-26,99.63,100.74589762299999
17,2018-01-29,99.41,100.72091291649998
18,2018-01-30,98.71,100.3240137265
19,2018-01-31,99.4,99.17908003599999
20,2018-02-01,100.0,100.02601534749999
21,2018-02-02,96.68,101.355438904
22,2018-02-05,92.01,96.7600219372
23,2018-02-06,94.18,92.66940015774999
24,2018-02-07,93.61,94.64808165099998
25,2018-02-08,88.34,94.20685827685
26,2018-02-09,91.72,88.3327323355
27,2018-02-12,94.7,92.41517801679998
28,2018-02-13,94.56,96.10551447549999
29,2018-02-14,96.23,95.413929118
30,2018-02-15,96.56,96.9596120905
31,2018-02-16,96.79,98.22159927249999
32,2018-02-20,97.19,98.40861812050001
33,2018-02-21,97.5,98.78099971075
34,2018-02-22,97.35,99.13298116074999
35,2018-02-23,98.8,98.6935261867
36,2018-02-26,101.64,100.38336931149999
37,2018-02-27,99.58,102.677706448
38,2018-02-28,97.51,100.99403353599999
39,2018-03-01,95.14,98.6972177455
40,2018-03-02,95.6,96.5585922955
41,2018-03-05,96.66,96.3244475665
42,2018-03-06,96.07,97.01429031699999
43,2018-03-07,95.64,97.0675404865
44,2018-03-08,96.59,96.77116204
45,2018-03-09,99.05,98.16695721925
46,2018-03-12,97.67,100.52160774549999
47,2018-03-13,95.37,99.06278995734999
48,2018-03-14,94.53,96.54003290185
49,2018-03-15,94.39,95.2823308345
50,2018-03-16,95.61,94.37710626249999
51,2018-03-19,94.84,95.1020811025
52,2018-03-20,94.95,94.469165611
53,2018-03-21,94.74,95.07504867549999
54,2018-03-22,91.41,94.7314594195
55,2018-03-23,90.45,91.34913786999999
56,2018-03-26,92.62,89.91664791685
57,2018-03-27,91.42,91.87811975049999
58,2018-03-28,92.21,90.9620494945
59,2018-03-29,93.28,92.05159407549999
60,2018-04-02,91.0,93.4498518667
61,2018-04-03,92.74,91.14693380619998
62,2018-04-04,93.58,92.69662131474999
63,2018-04-05,94.2,93.9777649063
64,2018-04-06,91.91,94.84203003549999
65,2018-04-09,92.14,92.0279587885
66,2018-04-10,93.0,92.5420781815
67,2018-04-11,91.6,93.34490729199999
68,2018-04-12,93.35,91.14848799775
69,2018-04-13,93.03,93.28646075649999
70,2018-04-16,93.6,93.11664464799999
71,2018-04-17,93.86,93.92043942699999
72,2018-04-18,95.15,94.030160758
73,2018-04-19,102.37,95.929199764
74,2018-04-20,100.79,100.85029362249999
75,2018-04-23,100.61,100.32075498849998
76,2018-04-24,100.44,100.489155622
77,2018-04-25,98.78,100.56795668800001
78,2018-04-26,100.23,98.6557493608
79,2018-04-27,99.61,99.2712954013
80,2018-04-30,98.75,99.09900189700001
81,2018-05-01,98.58,98.3051626255
82,2018-05-02,97.63,98.1660371605
83,2018-05-03,97.14,97.2132513703
84,2018-05-04,98.35,96.595806706
85,2018-05-07,98.58,97.9994495932
86,2018-05-08,99.74,98.60477558964999
87,2018-05-09,100.5,99.74099844700001
88,2018-05-10,101.38,101.093966071
89,2018-05-11,101.42,101.880510928
90,2018-05-14,101.29,101.827515544
91,2018-05-15,100.74,101.81309657199999
92,2018-05-16,100.59,100.9294344025
93,2018-05-17,101.22,100.59565281549999
94,2018-05-18,100.99,100.98471656499999
95,2018-05-21,102.04,100.9262448655
96,2018-05-22,102.7,102.381488422
97,2018-05-23,101.93,103.076115478
98,2018-05-24,102.01,102.0740881435
99,2018-05-25,101.1,102.04530052749999
100,2018-05-29,97.72,100.82728429
101,2018-05-30,98.99,98.056815964
102,2018-05-31,98.3,99.24002818765
103,2018-06-01,98.25,98.65009815549999
104,2018-06-04,99.45,98.6478459775
105,2018-06-05,99.31,100.10047562349999
106,2018-06-06,100.97,99.84206650750001
107,2018-06-07,101.48,101.4953853445
108,2018-06-08,101.0,102.28099284249998
109,2018-06-11,101.2,101.740020316
110,2018-06-12,100.73,102.0636136285
111,2018-06-13,100.02,101.23613638
112,2018-06-14,99.76,100.084260571
113,2018-06-15,98.52,100.0202527915
114,2018-06-18,98.47,97.867513483
115,2018-06-19,97.14,97.97243635375
116,2018-06-20,96.42,95.95216820499999
117,2018-06-21,96.63,95.067729097
118,2018-06-22,97.23,95.639933293
119,2018-06-25,98.54,96.9330389065
120,2018-06-26,98.21,98.45330152074999
121,2018-06-27,96.96,98.67161840829999
122,2018-06-28,96.97,96.8658510265
123,2018-06-29,98.0,96.6615885475
124,2018-07-02,99.0,98.49940448515
125,2018-07-03,97.84,98.936473912
126,2018-07-05,98.53,97.6808060395
127,2018-07-06,98.52,98.59420891149999
128,2018-07-09,99.91,98.70643814965
129,2018-07-10,99.91,100.5155809675
130,2018-07-11,100.3,100.440696049
131,2018-07-12,101.15,101.238835219
132,2018-07-13,100.5,102.325586596
133,2018-07-16,100.69,101.31001788399999
134,2018-07-17,101.15,101.3452443385
135,2018-07-18,102.98,102.2307403345
136,2018-07-19,100.17,104.1963695755
137,2018-07-20,100.15,100.40759909799999
138,2018-07-23,101.22,100.010114845
139,2018-07-24,101.71,101.29581909699999
140,2018-07-25,102.63,102.08502190149999
141,2018-07-26,102.5,103.2159360985
142,2018-07-27,103.85,103.49756844099998
143,2018-07-30,100.85,104.98715142100001
144,2018-07-31,99.52,100.738694428
145,2018-08-01,99.45,99.54869515899999
146,2018-08-02,99.73,99.03707801124999
147,2018-08-03,100.79,99.225941695
148,2018-08-06,100.92,100.4497079065
149,2018-08-07,101.97,100.76596276749999
150,2018-08-08,102.78,102.2380001485
151,2018-08-09,102.99,103.24044583450001
152,2018-08-10,101.58,103.4723887135
153,2018-08-13,101.81,101.32812023649998
154,2018-08-14,102.18,101.766706738
155,2018-08-15,101.51,102.563958877
156,2018-08-16,102.65,101.50624361050001
157,2018-08-17,103.03,103.62736120749999
158,2018-08-20,103.83,104.13431200599999
159,2018-08-21,104.81,105.07671638799998
160,2018-08-22,105.83,105.67091391999999
161,2018-08-23,105.37,106.515663109
162,2018-08-24,105.76,106.0894572955
163,2018-08-27,107.05,106.65450547900001
164,2018-08-28,107.28,107.8198534645
165,2018-08-29,106.71,108.1721746285
166,2018-08-30,106.23,107.4105106765
167,2018-08-31,105.98,106.77076945
168,2018-09-04,107.01,106.52918246799999
169,2018-09-05,105.68,107.665003645
170,2018-09-06,105.4,105.5520612025
171,2018-09-07,106.08,105.09671862249999
172,2018-09-10,107.29,106.17422852050001
173,2018-09-11,108.31,107.964134404
174,2018-09-12,107.88,108.7203660775
175,2018-09-13,108.66,108.5525410705
176,2018-09-14,109.56,109.344247693
177,2018-09-17,109.2,110.119141618
