,date,4. close,0
0,2018-01-03,54.56,52.95743137799999
1,2018-01-04,54.98,53.557102737499996
2,2018-01-05,55.32,54.115513782499995
3,2018-01-08,55.4,54.57919283199998
4,2018-01-09,55.78,54.755824897499984
5,2018-01-10,56.2,55.21152422249999
6,2018-01-11,56.68,55.663542249999985
7,2018-01-12,56.98,56.22070964999999
8,2018-01-16,57.17,56.64088296499999
9,2018-01-17,56.34,56.909203434999995
10,2018-01-18,56.15,55.81490305199999
11,2018-01-19,56.46,55.559144659999994
12,2018-01-22,57.26,55.742122022499984
13,2018-01-23,57.18,56.604578999999994
14,2018-01-24,57.75,56.646198689999984
15,2018-01-25,57.98,57.24305081999999
16,2018-01-26,58.11,57.533410339999996
17,2018-01-29,57.99,57.66734855999999
18,2018-01-30,57.4,57.53736148499999
19,2018-01-31,57.14,56.953341099999996
20,2018-02-01,57.46,56.577561759999995
21,2018-02-02,56.9,56.72616921499999
22,2018-02-05,54.62,56.16973825499999
23,2018-02-06,54.62,54.22742107499999
24,2018-02-07,54.8,54.231707047499995
25,2018-02-08,52.65,54.40627022199999
26,2018-02-09,53.75,53.232849288499985
27,2018-02-12,53.97,53.57769146999999
28,2018-02-13,54.14,53.65491297999999
29,2018-02-14,55.31,53.73695383999999
30,2018-02-15,55.1,54.613960019999986
31,2018-02-16,55.61,54.653715144999985
32,2018-02-20,54.91,55.074254874999994
33,2018-02-21,55.1,54.68373662699999
34,2018-02-22,54.27,54.64542405799999
35,2018-02-23,55.49,54.047482429999995
36,2018-02-26,55.84,54.838805259999994
37,2018-02-27,55.01,55.114772973499996
38,2018-02-28,54.36,54.63516515999999
39,2018-03-01,53.17,54.096428614999994
40,2018-03-02,53.41,53.13015976999999
41,2018-03-05,53.97,53.114555544999995
42,2018-03-06,54.17,53.49116626799999
43,2018-03-07,53.66,53.848616554999985
44,2018-03-08,53.94,53.408138794999985
45,2018-03-09,55.28,53.68427310999999
46,2018-03-12,55.01,55.04244716499999
47,2018-03-13,54.15,54.75395581999999
48,2018-03-14,53.27,54.04750408999999
49,2018-03-15,53.36,53.4101161725
50,2018-03-16,53.26,53.034337734999994
51,2018-03-19,52.8,52.98704853999999
52,2018-03-20,52.6,52.38106130499999
53,2018-03-21,52.55,52.27207901499999
54,2018-03-22,50.65,52.139481909999986
55,2018-03-23,49.25,51.19543315649999
56,2018-03-26,51.29,50.08069620249999
57,2018-03-27,49.86,51.28794139199999
58,2018-03-28,50.07,50.70935333499999
