,date,4. close,0
0,2018-01-03,253.29,256.269399577
1,2018-01-04,256.83,253.7294462065
2,2018-01-05,255.52,258.9820563625
3,2018-01-08,251.81,258.2698527823
4,2018-01-09,253.94,252.52854395485
5,2018-01-10,254.33,254.9129490007
6,2018-01-11,255.13,255.0757876105
7,2018-01-12,257.03,255.55646636170002
8,2018-01-16,258.46,258.088080055
9,2018-01-17,253.65,260.62556115834997
10,2018-01-18,250.97,253.84416009549997
11,2018-01-19,256.12,250.6353081145
12,2018-01-22,261.52,256.10012250069997
13,2018-01-23,260.09,262.60204299099996
14,2018-01-24,265.68,261.741212221
15,2018-01-25,269.03,266.78229752199996
16,2018-01-26,268.14,269.22337753749997
17,2018-01-29,272.48,269.54638405000003
18,2018-01-30,268.94,272.8059205405
19,2018-01-31,267.89,270.516989374
20,2018-02-01,272.23,270.052951849
21,2018-02-02,260.04,273.650971435
22,2018-02-05,249.11,262.700032465
23,2018-02-06,258.7,255.932138317
24,2018-02-07,257.1,261.771888091
25,2018-02-08,246.35,261.0206325685
26,2018-02-09,249.3,254.545762303
27,2018-02-12,253.16,253.85216268474997
28,2018-02-13,255.53,256.2499507288
29,2018-02-14,262.58,257.6738951515
30,2018-02-15,267.68,262.9465226125
31,2018-02-16,267.62,266.9888050525
32,2018-02-20,264.89,268.35506844099996
33,2018-02-21,263.4,266.59473277449996
34,2018-02-22,261.43,266.003771671
35,2018-02-23,266.77,264.2562262825
36,2018-02-26,271.26,266.3863794925
37,2018-02-27,267.93,269.754234733
38,2018-02-28,262.93,268.05487819
39,2018-03-01,256.78,265.0291022275
40,2018-03-02,258.12,258.1612480708
41,2018-03-05,263.12,258.77535819099995
42,2018-03-06,266.93,263.5829342635
43,2018-03-07,265.35,267.71694102099997
44,2018-03-08,266.34,266.46796517499996
45,2018-03-09,270.77,268.2011604955
46,2018-03-12,273.38,272.7862498555
47,2018-03-13,268.53,275.5499204395
48,2018-03-14,264.43,271.83320949999995
49,2018-03-15,266.61,268.854166579
50,2018-03-16,267.6,269.4393911215
51,2018-03-19,262.53,268.777806193
52,2018-03-20,263.19,263.3385325015
53,2018-03-21,261.85,264.22724885049996
54,2018-03-22,252.6,263.478991591
55,2018-03-23,245.26,256.6069641295
56,2018-03-26,254.88,251.15249981649998
57,2018-03-27,247.26,256.8398182462
58,2018-03-28,249.37,252.8249967757
59,2018-03-29,251.86,252.9897071335
60,2018-04-02,247.35,254.883370183
61,2018-04-03,250.58,251.306338438
62,2018-04-04,252.62,253.27692513099998
63,2018-04-05,255.81,254.4525301885
64,2018-04-06,249.97,257.94456204399995
65,2018-04-09,252.19,254.2225824805
66,2018-04-10,256.57,255.18341572014998
67,2018-04-11,252.94,257.26700399935
68,2018-04-12,259.59,255.97467465684997
69,2018-04-13,255.92,260.53426405
70,2018-04-16,257.88,258.53605174300003
71,2018-04-17,253.63,259.68480241599997
72,2018-04-18,254.0,256.5093559375
73,2018-04-19,254.17,256.20276794784996
74,2018-04-20,251.96,255.20434896849997
75,2018-04-23,246.67,253.76626331634998
76,2018-04-24,242.49,250.14862763799997
77,2018-04-25,239.23,246.59286103000002
78,2018-04-26,240.09,244.3624913125
79,2018-04-27,239.8,244.39493754415
80,2018-04-30,238.33,243.9908921422
81,2018-05-01,236.67,242.90195161675
82,2018-05-02,234.05,240.1761536005
83,2018-05-03,233.41,239.0842486075
84,2018-05-04,234.94,237.75571220634998
85,2018-05-07,237.2,239.3857161532
86,2018-05-08,237.0,241.4359613215
87,2018-05-09,241.73,241.51739535775002
88,2018-05-10,243.44,245.174994589
89,2018-05-11,242.92,245.7082469287
90,2018-05-14,243.91,245.3961086863
91,2018-05-15,241.56,245.93021457774998
92,2018-05-16,240.96,244.4369626195
93,2018-05-17,239.1,243.9360135307
94,2018-05-18,237.0,240.2495330545
95,2018-05-21,237.7,238.33646795049998
96,2018-05-22,238.0,239.391067966
97,2018-05-23,237.81,239.76989156365
98,2018-05-24,236.1,239.7778404268
99,2018-05-25,235.01,238.00626907299997
100,2018-05-29,227.03,237.31930722775
101,2018-05-30,229.16,232.31190039249998
102,2018-05-31,225.88,233.6784670735
103,2018-06-01,228.35,230.72302377519998
104,2018-06-04,229.89,232.67055417235
105,2018-06-05,228.34,233.79742099165
106,2018-06-06,232.23,231.9631486795
107,2018-06-07,233.45,235.506948232
108,2018-06-08,233.39,236.99219500135
109,2018-06-11,234.09,235.804573495
110,2018-06-12,232.63,236.5495551955
111,2018-06-13,233.83,235.03929286074998
112,2018-06-14,233.65,236.749112995
113,2018-06-15,231.92,234.875250613
114,2018-06-18,231.39,231.9151071475
115,2018-06-19,228.32,231.59998017414998
116,2018-06-20,227.82,228.9939151045
117,2018-06-21,226.98,228.43665413050002
118,2018-06-22,226.02,227.9021140975
119,2018-06-25,221.54,227.2125136075
120,2018-06-26,221.58,223.898973721
121,2018-06-27,220.18,224.50070950719999
122,2018-06-28,223.42,223.21874930200002
123,2018-06-29,220.57,226.59468425469998
124,2018-07-02,223.26,224.21394731499998
125,2018-07-03,220.38,225.28558976935003
126,2018-07-05,220.74,222.8398191187
127,2018-07-06,221.79,222.36842978349998
128,2018-07-09,227.99,223.708159411
129,2018-07-10,226.85,229.67443761669998
130,2018-07-11,225.66,228.59120332299997
131,2018-07-12,227.22,226.99943242869998
132,2018-07-13,226.41,228.711983062
133,2018-07-16,231.44,227.9711608015
134,2018-07-17,231.02,232.388633395
135,2018-07-18,231.24,232.02610353699998
136,2018-07-19,229.63,233.14919826415
137,2018-07-20,231.69,232.045704898
138,2018-07-23,233.76,234.5972180455
139,2018-07-24,235.88,236.81006612200002
140,2018-07-25,236.69,238.86063538
141,2018-07-26,237.11,239.17811330350003
142,2018-07-27,237.64,241.10673817929998
143,2018-07-30,238.95,242.1584733805
144,2018-07-31,237.43,243.6386672968
145,2018-08-01,236.04,241.49906349249997
146,2018-08-02,233.99,240.4266905365
147,2018-08-03,234.09,235.95747190974998
148,2018-08-06,235.93,235.68207192115
149,2018-08-07,237.83,237.1816999543
150,2018-08-08,236.37,240.079680589
151,2018-08-09,233.78,239.05508053449998
152,2018-08-10,229.61,236.4403005715
153,2018-08-13,226.86,230.6722838065
154,2018-08-14,229.56,227.3596537975
155,2018-08-15,229.25,230.1468598795
156,2018-08-16,233.0,229.8767042515
157,2018-08-17,233.38,233.5083598423
158,2018-08-20,235.78,234.35900345049998
159,2018-08-21,238.65,236.86137454750002
160,2018-08-22,239.34,239.40249776049998
161,2018-08-23,236.34,240.56610110050002
162,2018-08-24,235.11,237.9825394678
163,2018-08-27,242.6,236.843566945
164,2018-08-28,242.37,243.387579235
165,2018-08-29,241.4,243.05212039900002
166,2018-08-30,239.4,242.7997151812
167,2018-08-31,237.81,241.21661411965
168,2018-09-04,237.66,239.61984583150002
169,2018-09-05,237.56,237.347847052
170,2018-09-06,234.52,237.62559365799999
171,2018-09-07,233.91,234.1686224155
172,2018-09-10,231.91,233.540416993
173,2018-09-11,230.21,232.0984223338
174,2018-09-12,228.15,230.58316520485
175,2018-09-13,228.33,228.36233880249998
176,2018-09-14,229.24,228.2681101555
177,2018-09-17,227.89,229.48803058
178,2018-09-18,228.89,226.68834184525
179,2018-09-19,235.58,228.1936735105
180,2018-09-20,237.4,235.06668883899997
181,2018-09-21,235.34,237.272665174
182,2018-09-24,232.9,236.055821002
183,2018-09-25,232.5,234.2289810892
184,2018-09-26,228.88,233.3896927522
185,2018-09-27,227.74,227.95346151775
186,2018-09-28,224.24,226.724134693
187,2018-10-01,225.33,224.44196781579998
188,2018-10-02,226.07,225.4741276525
189,2018-10-03,227.78,225.82624157950002
190,2018-10-04,227.48,227.50752795535
191,2018-10-05,225.71,228.21970467249997
