,date,4. close,0
0,2018-01-03,74.59,101.2043322295
1,2018-01-04,75.51,101.7914272225
2,2018-01-05,75.41,102.51597742
3,2018-01-08,74.53,102.6408757885
4,2018-01-09,75.31,101.86561069449999
5,2018-01-10,75.65,101.69334109599998
6,2018-01-11,75.56,102.81376190499999
7,2018-01-12,76.84,102.37347368799999
8,2018-01-16,77.11,102.903849025
9,2018-01-17,77.47,102.46417103499999
10,2018-01-18,77.39,103.166743624
11,2018-01-19,78.3,102.66366493599999
12,2018-01-22,78.59,101.7179231785
13,2018-01-23,78.55,102.10662204999998
14,2018-01-24,79.45,102.000197203
15,2018-01-25,79.44,102.820065487
16,2018-01-26,80.08,103.09377431499999
17,2018-01-29,79.96,103.469862877
18,2018-01-30,78.62,103.727026375
19,2018-01-31,78.48,103.5500259445
20,2018-02-01,79.2,104.01990702549999
21,2018-02-02,77.02,104.973908866
22,2018-02-05,73.27,102.27967802349998
23,2018-02-06,74.82,100.816564426
24,2018-02-07,74.99,101.46906065499999
25,2018-02-08,71.87,101.22779451400001
26,2018-02-09,73.68,99.687977899
27,2018-02-12,74.76,99.359663191
28,2018-02-13,75.18,99.969663715
29,2018-02-14,76.71,100.202732683
30,2018-02-15,77.08,100.53962831499999
31,2018-02-16,76.82,101.06296402299999
32,2018-02-20,76.46,101.10679656549999
33,2018-02-21,77.0,102.14032293699998
34,2018-02-22,76.27,101.98069824849999
35,2018-02-23,77.08,102.056312923
36,2018-02-26,77.65,102.9260719825
37,2018-02-27,76.38,103.9942963645
38,2018-02-28,75.49,102.93094121649999
39,2018-03-01,73.66,102.30645566499999
40,2018-03-02,73.68,101.3775549145
41,2018-03-05,74.42,100.927543957
42,2018-03-06,74.06,100.969190377
43,2018-03-07,73.92,100.9006279135
44,2018-03-08,74.11,101.14349825949999
45,2018-03-09,76.11,100.986465463
46,2018-03-12,76.02,102.3951178735
47,2018-03-13,74.91,102.55754834799998
48,2018-03-14,73.47,101.787278308
49,2018-03-15,73.34,101.605072075
50,2018-03-16,73.47,101.5696443085
51,2018-03-19,72.7,101.40863245450001
52,2018-03-20,72.92,100.96262571850001
53,2018-03-21,73.32,100.64898162249999
54,2018-03-22,70.31,100.336831639
55,2018-03-23,67.9,100.3105950235
56,2018-03-26,69.78,98.32650169749999
57,2018-03-27,68.28,99.18540249099999
58,2018-03-28,68.26,98.81240186634999
59,2018-03-29,67.5,98.59533940419999
60,2018-04-02,67.71,98.7662866345
61,2018-04-03,68.48,98.064069487
62,2018-04-04,69.31,98.2352117383
