date,Aroon Up,Aroon Down
2010-01-04,97.5207,9.0909
2010-01-05,100.0,8.2645
2010-01-06,99.1736,7.438
2010-01-07,98.3471,6.6116
2010-01-08,100.0,5.7851
2010-01-11,100.0,4.9587
2010-01-12,99.1736,4.1322
2010-01-13,98.3471,3.3058
2010-01-14,97.5207,2.4793
2010-01-15,96.6942,1.6529
2010-01-19,95.8678,0.8264
2010-01-20,95.0413,0.0
2010-01-21,94.2149,22.314
2010-01-22,93.3884,21.4876
2010-01-25,92.562,20.6612
2010-01-26,91.7355,19.8347
2010-01-27,90.9091,19.0083
2010-01-28,90.0826,18.1818
2010-01-29,89.2562,17.3554
2010-02-01,88.4298,16.5289
2010-02-02,87.6033,15.7025
2010-02-03,86.7769,14.876
2010-02-04,85.9504,14.0496
2010-02-05,85.124,13.2231
2010-02-08,84.2975,12.3967
2010-02-09,83.4711,11.5702
2010-02-10,82.6446,10.7438
2010-02-11,81.8182,9.9174
2010-02-12,80.9917,9.0909
2010-02-16,80.1653,8.2645
2010-02-17,79.3388,7.438
2010-02-18,78.5124,6.6116
2010-02-19,77.686,5.7851
2010-02-22,76.8595,4.9587
2010-02-23,76.0331,4.1322
2010-02-24,75.2066,3.3058
2010-02-25,74.3802,2.4793
2010-02-26,73.5537,1.6529
2010-03-01,72.7273,0.8264
2010-03-02,71.9008,0.0
2010-03-03,71.0744,85.124
2010-03-04,70.2479,84.2975
2010-03-05,69.4215,83.4711
2010-03-08,68.595,82.6446
2010-03-09,67.7686,81.8182
2010-03-10,66.9421,80.9917
2010-03-11,66.1157,80.1653
2010-03-12,65.2893,79.3388
2010-03-15,64.4628,78.5124
2010-03-16,63.6364,77.686
2010-03-17,62.8099,76.8595
2010-03-18,61.9835,76.0331
2010-03-19,61.157,75.2066
2010-03-22,60.3306,74.3802
2010-03-23,59.5041,73.5537
2010-03-24,58.6777,72.7273
2010-03-25,57.8512,71.9008
2010-03-26,57.0248,71.0744
2010-03-29,56.1983,70.2479
2010-03-30,55.3719,69.4215
2010-03-31,54.5455,68.595
2010-04-01,53.719,67.7686
2010-04-05,52.8926,66.9421
2010-04-06,52.0661,66.1157
2010-04-07,51.2397,65.2893
2010-04-08,50.4132,64.4628
2010-04-09,49.5868,63.6364
2010-04-12,48.7603,62.8099
2010-04-13,47.9339,61.9835
2010-04-14,47.1074,61.157
2010-04-15,46.281,60.3306
2010-04-16,45.4545,59.5041
2010-04-19,44.6281,58.6777
2010-04-20,43.8017,57.8512
2010-04-21,42.9752,57.0248
2010-04-22,42.1488,56.1983
2010-04-23,41.3223,55.3719
2010-04-26,40.4959,54.5455
2010-04-27,39.6694,53.719
2010-04-28,38.843,52.8926
2010-04-29,38.0165,52.0661
2010-04-30,37.1901,51.2397
2010-05-03,36.3636,50.4132
2010-05-04,35.5372,49.5868
2010-05-05,34.7107,48.7603
2010-05-06,33.8843,47.9339
2010-05-07,33.0579,47.1074
2010-05-10,32.2314,46.281
2010-05-11,31.405,45.4545
2010-05-12,30.5785,44.6281
