date,Aroon Up,Aroon Down
2010-01-04,8.3333,83.3333
2010-01-05,6.6667,81.6667
2010-01-06,5.0,80.0
2010-01-07,3.3333,78.3333
2010-01-08,1.6667,76.6667
2010-01-11,0.0,75.0
2010-01-12,0.0,73.3333
2010-01-13,0.0,71.6667
2010-01-14,0.0,70.0
2010-01-15,0.0,68.3333
2010-01-19,3.3333,66.6667
2010-01-20,1.6667,65.0
2010-01-21,0.0,63.3333
2010-01-22,0.0,61.6667
2010-01-25,3.3333,60.0
2010-01-26,1.6667,58.3333
2010-01-27,0.0,56.6667
2010-01-28,21.6667,55.0
2010-01-29,20.0,53.3333
2010-02-01,18.3333,51.6667
2010-02-02,16.6667,50.0
2010-02-03,15.0,48.3333
2010-02-04,13.3333,46.6667
2010-02-05,11.6667,45.0
2010-02-08,10.0,43.3333
2010-02-09,8.3333,100.0
2010-02-10,6.6667,98.3333
2010-02-11,5.0,96.6667
2010-02-12,3.3333,95.0
2010-02-16,1.6667,93.3333
2010-02-17,0.0,91.6667
2010-02-18,5.0,90.0
2010-02-19,3.3333,88.3333
2010-02-22,1.6667,86.6667
2010-02-23,0.0,85.0
2010-02-24,0.0,83.3333
2010-02-25,6.6667,81.6667
2010-02-26,5.0,80.0
2010-03-01,3.3333,78.3333
2010-03-02,1.6667,76.6667
2010-03-03,0.0,75.0
2010-03-04,1.6667,73.3333
2010-03-05,0.0,71.6667
2010-03-08,0.0,70.0
2010-03-09,3.3333,68.3333
2010-03-10,100.0,66.6667
2010-03-11,100.0,65.0
2010-03-12,100.0,63.3333
2010-03-15,98.3333,61.6667
2010-03-16,96.6667,60.0
2010-03-17,95.0,58.3333
2010-03-18,93.3333,56.6667
2010-03-19,91.6667,55.0
2010-03-22,90.0,53.3333
2010-03-23,88.3333,51.6667
2010-03-24,86.6667,50.0
2010-03-25,100.0,48.3333
2010-03-26,98.3333,46.6667
2010-03-29,100.0,45.0
2010-03-30,98.3333,43.3333
2010-03-31,96.6667,41.6667
2010-04-01,95.0,40.0
2010-04-05,93.3333,38.3333
2010-04-06,91.6667,36.6667
2010-04-07,90.0,35.0
2010-04-08,100.0,33.3333
2010-04-09,100.0,31.6667
2010-04-12,100.0,30.0
2010-04-13,100.0,28.3333
2010-04-14,100.0,26.6667
2010-04-15,100.0,25.0
2010-04-16,98.3333,23.3333
2010-04-19,96.6667,21.6667
2010-04-20,95.0,20.0
2010-04-21,93.3333,18.3333
2010-04-22,91.6667,16.6667
2010-04-23,90.0,15.0
2010-04-26,88.3333,13.3333
2010-04-27,86.6667,11.6667
2010-04-28,85.0,10.0
2010-04-29,83.3333,8.3333
2010-04-30,81.6667,6.6667
2010-05-03,80.0,5.0
2010-05-04,78.3333,3.3333
2010-05-05,76.6667,1.6667
2010-05-06,75.0,0.0
2010-05-07,73.3333,0.0
2010-05-10,71.6667,1.6667
2010-05-11,70.0,0.0
2010-05-12,68.3333,0.0
2010-05-13,66.6667,13.3333
2010-05-14,65.0,11.6667
2010-05-17,63.3333,10.0
2010-05-18,61.6667,8.3333
2010-05-19,60.0,6.6667
2010-05-20,58.3333,5.0
2010-05-21,56.6667,3.3333
2010-05-24,55.0,1.6667
2010-05-25,53.3333,0.0
2010-05-26,51.6667,3.3333
2010-05-27,50.0,1.6667
2010-05-28,48.3333,0.0
2010-06-01,46.6667,0.0
2010-06-02,45.0,88.3333
2010-06-03,43.3333,86.6667
2010-06-04,41.6667,85.0
2010-06-07,40.0,83.3333
2010-06-08,38.3333,81.6667
2010-06-09,36.6667,80.0
2010-06-10,35.0,78.3333
2010-06-11,33.3333,76.6667
2010-06-14,31.6667,75.0
2010-06-15,30.0,73.3333
2010-06-16,28.3333,71.6667
2010-06-17,26.6667,70.0
2010-06-18,25.0,68.3333
2010-06-21,23.3333,66.6667
2010-06-22,21.6667,65.0
2010-06-23,20.0,63.3333
2010-06-24,18.3333,61.6667
2010-06-25,16.6667,60.0
2010-06-28,15.0,58.3333
2010-06-29,13.3333,56.6667
2010-06-30,11.6667,55.0
2010-07-01,10.0,53.3333
2010-07-02,8.3333,51.6667
2010-07-06,6.6667,50.0
2010-07-07,5.0,48.3333
2010-07-08,3.3333,46.6667
2010-07-09,1.6667,45.0
2010-07-12,0.0,43.3333
2010-07-13,3.3333,41.6667
2010-07-14,1.6667,40.0
2010-07-15,0.0,38.3333
2010-07-16,0.0,36.6667
2010-07-19,1.6667,35.0
2010-07-20,0.0,33.3333
2010-07-21,0.0,31.6667
2010-07-22,3.3333,30.0
2010-07-23,1.6667,28.3333
2010-07-26,0.0,26.6667
2010-07-27,0.0,25.0
2010-07-28,0.0,23.3333
2010-07-29,0.0,21.6667
2010-07-30,5.0,20.0
2010-08-02,3.3333,18.3333
2010-08-03,1.6667,16.6667
2010-08-04,0.0,15.0
2010-08-05,71.6667,13.3333
2010-08-06,70.0,11.6667
2010-08-09,68.3333,10.0
2010-08-10,66.6667,8.3333
2010-08-11,65.0,6.6667
2010-08-12,63.3333,5.0
2010-08-13,61.6667,3.3333
2010-08-16,60.0,1.6667
2010-08-17,58.3333,0.0
2010-08-18,56.6667,1.6667
2010-08-19,55.0,0.0
2010-08-20,53.3333,41.6667
2010-08-23,51.6667,40.0
2010-08-24,50.0,38.3333
2010-08-25,48.3333,36.6667
2010-08-26,46.6667,35.0
2010-08-27,45.0,33.3333
2010-08-30,43.3333,31.6667
2010-08-31,41.6667,30.0
2010-09-01,40.0,28.3333
2010-09-02,38.3333,26.6667
2010-09-03,36.6667,25.0
2010-09-07,35.0,23.3333
2010-09-08,33.3333,21.6667
2010-09-09,31.6667,20.0
2010-09-10,30.0,18.3333
2010-09-13,28.3333,16.6667
2010-09-14,26.6667,15.0
2010-09-15,25.0,13.3333
2010-09-16,23.3333,11.6667
2010-09-17,21.6667,10.0
2010-09-20,20.0,8.3333
2010-09-21,18.3333,6.6667
