date,4. close
2010-01-05,48.16
2010-01-06,47.5
2010-01-07,47.77
2010-01-08,47.5
2010-01-11,48.01
2010-01-12,48.11
2010-01-13,48.27
2010-01-14,48.73
2010-01-15,48.21
2010-01-19,48.82
2010-01-20,48.74
2010-01-21,48.41
2010-01-22,47.89
2010-01-25,48.44
2010-01-26,48.55
2010-01-27,48.96
2010-01-28,48.83
2010-01-29,49.27
2010-02-01,49.02
2010-02-02,49.56
2010-02-03,49.66
2010-02-04,48.13
2010-02-05,48.33
2010-02-08,48.31
2010-02-09,48.7
2010-02-10,48.79
2010-02-11,48.78
2010-02-12,48.81
2010-02-16,49.49
2010-02-17,49.75
2010-02-18,50.32
2010-02-19,50.39
2010-02-22,50.7
2010-02-23,50.29
2010-02-24,50.33
2010-02-25,50.37
2010-02-26,49.99
2010-03-01,50.43
2010-03-02,50.35
2010-03-03,50.55
2010-03-04,50.85
2010-03-05,51.49
2010-03-08,51.82
2010-03-09,50.43
2010-03-10,49.94
2010-03-11,50.24
2010-03-12,50.2
2010-03-15,50.81
2010-03-16,51.26
2010-03-17,51.5
2010-03-18,51.52
2010-03-19,52.7
2010-03-22,52.43
2010-03-23,52.79
2010-03-24,52.88
2010-03-25,52.67
2010-03-26,52.76
2010-03-29,52.69
2010-03-30,52.61
2010-03-31,52.3
2010-04-01,52.82
2010-04-05,52.56
2010-04-06,52.73
2010-04-07,53.56
2010-04-08,53.3
2010-04-09,53.44
2010-04-12,53.05
2010-04-13,53.4
2010-04-14,53.89
2010-04-15,53.35
2010-04-16,52.62
2010-04-19,52.42
2010-04-20,52.71
2010-04-21,52.45
2010-04-22,52.2
2010-04-23,53.13
2010-04-26,52.65
2010-04-27,52.4
2010-04-28,53.65
2010-04-29,53.14
2010-04-30,53.19
2010-05-03,52.87
2010-05-04,52.08
2010-05-05,52.26
2010-05-06,50.62
2010-05-07,50.54
2010-05-10,51.54
2010-05-11,51.63
2010-05-12,53.79
2010-05-13,53.72
2010-05-14,53.03
2010-05-17,53.31
2010-05-18,52.75
2010-05-19,52.83
2010-05-20,49.96
2010-05-21,49.94
2010-05-24,49.15
2010-05-25,48.71
2010-05-26,48.43
2010-05-27,49.81
2010-05-28,49.16
2010-06-01,48.56
2010-06-02,49.33
2010-06-03,50.09
2010-06-04,48.44
2010-06-07,48.49
2010-06-08,49.37
2010-06-09,49.43
2010-06-10,50.63
2010-06-11,51.26
2010-06-14,51.39
2010-06-15,52.32
2010-06-16,52.11
2010-06-17,52.55
2010-06-18,53.08
2010-06-21,53.36
2010-06-22,53.5
2010-06-23,52.88
2010-06-24,52.79
2010-06-25,53.2
2010-06-28,53.38
2010-06-29,51.77
2010-06-30,51.48
2010-07-01,51.2
2010-07-02,50.83
2010-07-06,50.86
2010-07-07,51.89
2010-07-08,52.22
2010-07-09,54.69
2010-07-12,55.02
2010-07-13,55.88
2010-07-14,55.2
2010-07-15,55.0
2010-07-16,53.73
2010-07-19,53.32
2010-07-20,53.5
2010-07-21,52.47
2010-07-22,52.91
2010-07-23,52.75
2010-07-26,52.82
2010-07-27,53.47
2010-07-28,52.97
2010-07-29,52.97
2010-07-30,53.08
2010-08-02,53.26
2010-08-03,53.32
2010-08-04,54.25
2010-08-05,53.74
2010-08-06,53.56
2010-08-09,54.2
2010-08-10,54.16
2010-08-11,52.43
2010-08-12,52.97
2010-08-13,53.42
2010-08-16,53.52
2010-08-17,54.55
2010-08-18,54.4
2010-08-19,53.32
2010-08-20,53.51
2010-08-23,53.48
2010-08-24,52.88
2010-08-25,53.39
2010-08-26,53.44
2010-08-27,54.34
2010-08-30,53.43
2010-08-31,53.47
2010-09-01,54.62
2010-09-02,54.53
2010-09-03,55.24
2010-09-07,54.2
2010-09-08,55.03
2010-09-09,56.06
2010-09-10,56.05
2010-09-13,56.68
2010-09-14,57.36
2010-09-15,57.71
2010-09-16,57.79
2010-09-17,57.9
2010-09-20,58.8
2010-09-21,58.71
2010-09-22,57.63
2010-09-23,56.85
2010-09-24,58.05
2010-09-27,57.57
2010-09-28,58.42
2010-09-29,57.74
2010-09-30,58.25
2010-10-01,58.19
2010-10-04,58.1
2010-10-05,59.5
2010-10-06,59.1
2010-10-07,59.01
2010-10-08,58.91
2010-10-11,59.18
2010-10-12,59.69
2010-10-13,57.13
2010-10-14,57.45
2010-10-15,59.67
2010-10-18,60.4
2010-10-19,59.41
2010-10-20,60.57
2010-10-21,60.43
2010-10-22,60.38
2010-10-25,60.72
2010-10-26,61.26
2010-10-27,60.45
2010-10-28,59.69
2010-10-29,59.42
2010-11-01,60.3
2010-11-02,60.57
2010-11-03,60.54
2010-11-04,62.26
2010-11-05,61.88
2010-11-08,61.11
2010-11-09,60.24
2010-11-10,61.08
2010-11-11,60.16
2010-11-12,59.8
2010-11-15,60.07
2010-11-16,58.89
2010-11-17,58.99
2010-11-18,60.27
2010-11-19,60.45
2010-11-22,60.14
2010-11-23,58.77
2010-11-24,59.68
2010-11-26,58.91
2010-11-29,59.27
2010-11-30,58.52
2010-12-01,59.48
2010-12-02,59.84
2010-12-03,59.43
2010-12-06,59.06
2010-12-07,59.24
2010-12-08,59.4
2010-12-09,59.5
2010-12-10,60.28
2010-12-13,60.95
2010-12-14,60.68
2010-12-15,60.78
2010-12-16,61.49
2010-12-17,61.05
2010-12-20,60.96
2010-12-21,61.8
2010-12-22,62.14
2010-12-23,62.13
2010-12-27,62.06
