date,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient
2010-01-04,338.48,343.48,337.52,342.41,46.6068,532100.0,0.0,1.0
2010-01-05,340.43,344.28,337.94,342.13,46.5687,567000.0,0.0,1.0
2010-01-06,340.51,342.0,338.08,339.81,46.2529,504500.0,0.0,1.0
2010-01-07,339.43,342.11,338.12,340.23,46.3101,588100.0,0.0,1.0
2010-01-08,339.41,350.05,337.6975,349.32,47.5474,894100.0,0.0,1.0
2010-01-11,350.12,353.029,346.21,349.25,47.5379,448500.0,0.0,1.0
2010-01-12,348.79,351.3,341.34,342.17,46.5742,486600.0,0.0,1.0
2010-01-13,343.44,344.49,334.51,343.23,46.7185,620200.0,0.0,1.0
2010-01-14,342.0,344.23,339.99,341.75,46.517,317100.0,0.0,1.0
2010-01-15,341.75,343.0099,337.0,337.24,45.9031,461300.0,0.0,1.0
2010-01-19,337.05,341.11,334.65,338.19,46.0324,503800.0,0.0,1.0
2010-01-20,333.7,335.99,328.21,329.99,44.9163,609900.0,0.0,1.0
2010-01-21,330.67,330.67,305.85,311.02,42.3342,1816000.0,0.0,1.0
2010-01-22,308.16,318.0,308.15,312.13,42.4853,1153700.0,0.0,1.0
2010-01-25,316.43,318.06,306.56,306.99,41.7857,736000.0,0.0,1.0
2010-01-26,301.3,301.62,286.04,286.2,38.9559,1366500.0,0.0,1.0
2010-01-27,287.59,295.5,283.61,294.33,40.0625,1329800.0,0.0,1.0
2010-01-28,298.48,300.0,289.2619,290.51,39.5425,1051300.0,0.0,1.0
2010-01-29,293.61,296.38,285.84,286.82,39.0403,780600.0,0.0,1.0
2010-02-01,288.09,292.65,283.53,291.22,39.6392,744400.0,0.0,1.0
2010-02-02,290.17,295.72,288.11,293.21,39.91,694000.0,0.0,1.0
2010-02-03,292.29,295.9824,290.08,292.11,39.7603,691000.0,0.0,1.0
2010-02-04,286.5,286.5,265.75,269.29,36.6542,2244600.0,0.0,1.0
2010-02-05,271.0,282.67,271.0,280.8,38.2208,1708900.0,0.0,1.0
2010-02-08,285.0,293.83,280.18,280.28,38.1501,1420000.0,0.0,1.0
2010-02-09,284.7,287.8,280.21,283.18,38.5448,755900.0,0.0,1.0
2010-02-10,281.52,281.58,275.92,276.35,37.6151,1056400.0,0.0,1.0
2010-02-11,280.45,286.45,278.18,285.07,38.8021,1059900.0,0.0,1.0
2010-02-12,282.99,291.58,281.21,291.07,39.6187,900600.0,0.0,1.0
2010-02-16,295.02,298.4899,292.5,297.15,40.4463,656700.0,0.0,1.0
2010-02-17,298.25,298.34,292.07,293.08,39.8923,417900.0,0.0,1.0
2010-02-18,292.66,294.36,290.505,291.69,39.7031,502200.0,0.0,1.0
2010-02-19,290.33,298.49,289.5,291.8,39.7181,1041200.0,0.0,1.0
2010-02-22,289.42,293.049,285.85,287.04,39.0702,812700.0,0.0,1.0
2010-02-23,287.44,289.3199,276.04,276.57,37.6451,941300.0,0.0,1.0
2010-02-24,279.27,291.28,278.19,290.57,39.5507,1325900.0,0.0,1.0
2010-02-25,287.05,295.7,286.82,295.44,40.2136,1078400.0,0.0,1.0
2010-02-26,296.95,301.692,293.86,301.69,41.0643,1092400.0,0.0,1.0
2010-03-01,302.02,302.99,297.5,301.03,40.9744,692400.0,0.0,1.0
2010-03-02,301.75,312.68,300.0815,309.46,42.1219,881500.0,0.0,1.0
2010-03-03,309.9,311.135,302.37,305.86,41.6319,728800.0,0.0,1.0
2010-03-04,306.75,309.21,302.19,307.52,41.8578,604500.0,0.0,1.0
2010-03-05,310.0,311.89,308.33,310.13,42.2131,423100.0,0.0,1.0
2010-03-08,310.22,314.0,305.6,313.13,42.7779,1000900.0,1.15,1.0
2010-03-09,310.71,311.0,306.22,308.14,42.0962,1171900.0,0.0,1.0
2010-03-10,307.54,309.11,305.14,307.9,42.0635,672500.0,0.0,1.0
2010-03-11,306.95,313.28,305.92,313.28,42.7984,568200.0,0.0,1.0
2010-03-12,315.95,317.95,313.32,314.42,42.9542,507300.0,0.0,1.0
2010-03-15,312.88,314.56,309.6008,314.15,42.9173,494800.0,0.0,1.0
2010-03-16,314.67,315.99,311.98,314.33,42.9419,430400.0,0.0,1.0
2010-03-17,315.0,317.55,314.5,316.0,43.17,356600.0,0.0,1.0
2010-03-18,316.59,316.59,310.07,310.89,42.4719,522400.0,0.0,1.0
2010-03-19,314.98,314.99,309.62,311.64,42.5744,793300.0,0.0,1.0
2010-03-22,310.09,313.3,309.06,311.61,42.5703,353000.0,0.0,1.0
2010-03-23,312.0,312.9,308.37,310.59,42.4309,866400.0,0.0,1.0
2010-03-24,309.64,321.894,309.15,318.9,43.5662,776300.0,0.0,1.0
2010-03-25,320.586,325.0,319.1,319.85,43.696,569700.0,0.0,1.0
2010-03-26,321.0,324.85,314.39,315.7,43.129,711700.0,0.0,1.0
2010-03-29,315.8,318.0,314.0,315.64,43.1209,547900.0,0.0,1.0
2010-03-30,316.18,317.4,313.5,316.15,43.1905,429900.0,0.0,1.0
2010-03-31,313.95,317.565,313.37,316.11,43.1851,513600.0,0.0,1.0
2010-04-01,318.48,322.37,317.38,319.71,43.6769,473000.0,0.0,1.0
2010-04-05,321.34,323.9,315.45,317.12,43.323,684800.0,0.0,1.0
2010-04-06,314.45,318.3,310.62,316.9,43.293,574600.0,0.0,1.0
